,f0,f1,f2,f3,f4,f5,f6,Actual SailTime,Predicted SailTime
0,0.8113532483426786,0.6800974931341216,-2.726934538682613,-1.5927109829213184,-1.0796060812944894,-0.3647024419074822,-1.6050795852457393,31.84111111111111,79.984116
1,0.37906644499275677,-1.1524926502501673,0.3866332693695956,-0.5559005775524359,-0.6980894152589785,-0.33178175217559824,0.05962904495574681,543.9969444444445,388.77045
2,0.502284195063744,0.7351494713141619,-0.03794415900116011,-0.24266432540926194,-0.6980894152589785,-0.33178175217559824,0.04133554352496164,111.77583333333334,195.03041
3,0.5860354187076636,0.8593991516125226,0.5281590788265141,1.3721472210274663,0.8279772488830656,2.1592171042038197,0.0962160478173204,78.57666666666667,204.8218
4,0.12627017260484366,0.6069679299452976,-1.0286248251995902,-0.6684177092203036,-0.6980894152589785,-0.33178175217559824,-0.12330596935210814,48.1913888888889,229.72774
5,0.13327499012698718,0.6195786356384272,0.5281590788265141,0.12158604999010635,0.8279772488830656,-0.33178175217559824,0.7913691021871698,328.1186111111112,331.11734
6,0.650965304308358,0.697714390417268,0.24510745991267702,0.5514714188623975,0.8241620822227139,-0.33178175217559824,0.48037957786381547,240.04277777777781,242.93286
7,0.14141560506448092,0.6179012101648639,-1.5947280630272644,-0.784272213437642,-0.6980894152589785,-0.33178175217559824,-0.5440565022601768,429.45333333333326,137.38579
8,-2.0348121163435464,-1.6512690127862801,0.24510745991267702,0.5556034039236468,0.8241620822227139,-0.33178175217559824,0.48037957786381547,151.98694444444445,316.83643
9,0.8510141418864389,-0.5863044738455686,1.0942623166541885,0.5254081284760552,0.8279772488830656,-0.33178175217559824,0.5535535835869594,623.9741666666666,497.24768
10,0.4401140558070626,0.7309877447925811,-1.3116764441134272,-0.8184405514441272,-0.6980894152589785,-0.33726853379757826,-0.5806435051217471,16.01527777777778,82.46408
11,1.219172265561629,-2.6329180330219835,1.235788126111107,0.5381219286645148,0.8279772488830656,-0.33178175217559824,0.5169665807253858,231.98361111111112,269.1159
12,1.2266489651025836,-2.6261139473255697,0.5281590788265141,-0.5114022768928272,-0.6980894152589785,-0.33178175217559824,0.05962904495574681,135.99944444444444,218.03246
13,0.4476133592768542,-0.26822074053576667,-0.3209957779149973,0.5587818539707617,0.8241620822227139,-0.33178175217559824,0.48037957786381547,172.04416666666665,807.6013
14,0.6066059941228678,0.8521758177598973,1.235788126111107,0.5260438184854782,0.8279772488830656,-0.33178175217559824,0.5901405864485297,16.014444444444443,176.0871
15,0.13312656432878534,0.6149242589305691,-1.5947280630272644,-1.3376403666403471,-0.6980894152589785,-0.3098346256876743,-1.6050795852457393,15.944444444444445,201.3316
16,0.6240359569948996,0.904647812543603,0.24510745991267702,0.7548922218777515,0.8279772488830656,-0.3427553154195582,0.608434087879315,47.9775,148.35103
17,-1.591888397502187,1.1008977309425032,-0.03794415900116011,-0.5517685924911866,-0.6980894152589785,-0.33178175217559824,0.05962904495574681,359.9822222222222,166.74611
18,0.7635793446594733,0.7010745038935511,-1.4532022535703457,-0.896630422603154,-0.6980894152589785,-0.33178175217559824,-0.5440565022601768,31.67,98.57625
19,0.5099980691618433,0.7316533294326871,-1.0286248251995902,-0.546524149913447,-0.6980894152589785,-0.33726853379757826,0.0047485406633913,168.7236111111111,154.37048
20,1.1062751760131344,-0.5217304389575987,-1.5947280630272644,-1.3824565123046675,-0.6980894152589785,-0.3647024419074822,-1.5501990809533805,104.02777777777777,334.74948
21,0.22350120586964,0.7025451871502143,0.24510745991267702,2.311379209949921,0.9042805820901635,2.817630898841553,1.340174145110738,283.135,255.70346
22,0.8110461949730833,0.6754574915600225,-1.3116764441134272,-0.8006412311802837,-0.6980894152589785,-0.33178175217559824,-0.5440565022601768,303.8611111111111,74.88458
23,-2.155095156326368,-1.7017558722205357,-0.3209957779149973,0.6824235608035316,0.8241620822227139,-0.33178175217559824,0.48037957786381547,177.22472222222225,499.36926
24,-2.3081806977813235,-1.7872408514845735,-1.1701506346565087,-0.4931261891219166,-0.6980894152589785,-0.33178175217559824,-0.43429549367546255,1279.9816666666666,352.5748
25,0.467634172470058,0.7351583561036483,-0.6040473968288343,-0.3547046895700624,-0.6980894152589785,-0.33178175217559824,-0.26965398079839276,66.21944444444446,240.22995
26,0.2248839795457896,0.704346817424498,0.5281590788265141,2.3116970549546325,0.9042805820901635,2.817630898841553,1.340174145110738,209.2411111111111,239.00441
27,-2.0724793300282616,1.131687194337006,0.3866332693695956,-0.37139155231741566,-0.6980894152589785,-0.33178175217559824,-0.12330596935210814,40.32777777777777,92.75458
28,1.3312470121769593,-0.9187995179547662,-3.4345635859672057,-2.1130232556340287,-0.9384449148613487,-0.3647024419074822,-2.0990041238769486,23.976944444444445,112.035065
29,0.7302504850332493,0.984255731377354,-0.6040473968288343,-0.32880032168607587,-0.72098041522111,-0.33178175217559824,-0.05013196362896421,39.35638888888889,150.59846
30,0.6555338983853541,0.8222496369623331,0.24510745991267702,-0.5910224505730557,-0.6980894152589785,-0.3647024419074822,-0.10501246792132297,167.96055555555554,164.62378
31,0.6409565646681602,0.8061798321254345,0.5281590788265141,0.3928667615113636,0.8279772488830656,-0.33178175217559824,0.5535535835869594,1103.9247222222225,237.52808
32,1.6510181256035952,-0.5504256663440585,0.6696848882834328,-0.6577699015624687,-0.6980894152589785,-0.33726853379757826,-0.12330596935210814,831.6197222222223,203.28186
33,0.4242239605826828,-2.2360391796458763,-0.745573206285753,-0.49614571666667573,-0.6980894152589785,-0.33178175217559824,-0.3245344850907483,192.00805555555561,389.98492
34,0.8897693446768409,-0.8267909617454653,1.0942623166541885,0.49855022557793427,0.8241620822227139,-0.33178175217559824,0.48037957786381547,183.97055555555562,363.29248
35,-0.694025738095044,0.4791308450303763,-1.0286248251995902,-0.8888432199877224,-0.6980894152589785,-0.33178175217559824,-0.5440565022601768,264.0161111111111,448.1343
36,0.5108037425309682,0.7317990855432904,0.5281590788265141,-0.8195530089606174,-0.7743927484660764,0.6229182500491138,-6.708966484434909,48.47305555555555,80.800644
37,1.5574138560476003,-0.7824582087028983,1.235788126111107,0.5031589781462509,0.8241620822227139,-0.33178175217559824,0.48037957786381547,487.87666666666667,195.56758
38,-1.5959310334946293,1.1011394427795616,-0.03794415900116011,0.6339521975850293,0.8241620822227139,-0.33178175217559824,0.48037957786381547,296.0786111111111,165.50497
39,0.15075336141298737,0.6246369285452542,-1.5947280630272644,-1.5310490520072892,-0.6980894152589785,-0.3647024419074822,-1.586786083814951,87.90555555555555,199.72307
40,-1.5343744675510897,1.0819006385663885,0.24510745991267702,2.278959019469349,0.8928350821090977,2.817630898841553,1.340174145110738,111.98972222222223,183.71411
41,0.6408793512475323,0.8062720516840034,0.6696848882834328,0.5603710789943191,0.8241620822227139,-0.33178175217559824,0.48037957786381547,368.0119444444445,203.10435
42,-1.5927151412002571,1.0999496555597457,-0.8870990157426716,-0.5536756625194555,-0.6980894152589785,-0.3647024419074822,-0.5989370065525323,663.9975,229.23535
43,-0.693845040020863,0.47877294748464605,-0.1794699684580787,-0.5311086671849397,-0.7171652485607584,-0.3647024419074822,-0.5989370065525323,303.99472222222215,297.65018
44,-0.3321325700116979,-1.78345893832279,0.5281590788265141,0.4713744776751018,0.8279772488830656,-0.33178175217559824,0.5169665807253858,672.0252777777778,374.50998
45,-2.0695004789345215,1.132158179305843,1.3773139355680255,1.0020167130409354,0.6677402491481558,1.9946136555443883,-0.3611214879523186,64.50166666666667,83.07245
46,0.3788013989245393,-1.1523516099124451,0.24510745991267702,1.3715115310180432,0.8279772488830656,2.1592171042038197,0.0962160478173204,208.01111111111112,431.6436
47,-1.8755511015165072,-1.6060768272222183,0.5281590788265141,-0.59833288568142,-0.6980894152589785,-0.3647024419074822,0.0962160478173204,504.00388888888887,370.9263
48,-0.7566459555807736,0.6670042750273338,-0.46252158737191584,0.65969764296666,0.8241620822227139,-0.33178175217559824,0.48037957786381547,606.4072222222222,466.32693
49,0.1333573377733389,0.6150385309922739,-2.01930549139802,-1.5219904693730117,-0.7057197485796927,-0.3647024419074822,-1.586786083814951,30.543055555555554,126.78375
50,-0.2170416991574364,0.1578432338501863,-0.6040473968288343,-0.33309122924968104,-0.72098041522111,-0.33178175217559824,-0.05013196362896421,152.17722222222218,262.24664
51,0.8096662884619484,0.6788420951611731,0.24510745991267702,2.3163058075229492,0.9042805820901635,2.817630898841553,1.340174145110738,15.803888888888887,179.74475
52,-1.7131618763019403,-1.5741109721366633,0.10358165045575846,0.4289421695461178,-0.6980894152589785,-0.33178175217559824,0.38891207070988965,8.025555555555558,316.97427
53,0.6279100303557812,0.8799845254076843,0.3866332693695956,-0.37139155231741566,-0.6980894152589785,-0.33178175217559824,-0.12330596935210814,16.033333333333335,124.588974
54,0.44662598765970585,0.7357221073873305,0.24510745991267702,0.44562903229347106,-0.6980894152589785,-0.33178175217559824,0.38891207070988965,64.04055555555556,242.2063
55,1.5397410509666516,-0.615880320559222,-1.4532022535703457,-0.9854681014200156,-0.72098041522111,-0.3647024419074822,-1.220916055199241,15.982222222222227,454.21054
56,0.7071937441590368,0.7865772982995851,0.3866332693695956,2.31328627997819,1.2094939149185766,2.817630898841553,1.340174145110738,600.1138888888888,273.82394
57,1.56109822976972,-0.7964961988732752,0.3866332693695956,-0.4918548091030706,-0.6980894152589785,-0.33178175217559824,-0.1415994707828933,495.9711111111112,198.9153
58,0.2620761773336543,-0.16969858568324148,0.8112106977403513,-0.23328789777027295,-0.6980894152589785,-0.33178175217559824,0.48037957786381547,184.04083333333332,622.54144
