,RecievedTime,FinishedRecievedTime,Latitude,Longitude,SailTime,built,dwt,loa,beam,draughtMeters
735,2019-06-08 01:08:00+00:00,2019-06-22 15:58:49+00:00,4.43521,92.76973333333332,350.84694444444443,2011,82153,228.99,32.26,14.43
736,2019-08-14 15:57:34+00:00,2019-09-02 01:21:52+00:00,-35.00507666666667,17.84715,441.405,2011,82153,228.99,32.26,14.43
737,2020-02-05 07:58:19+00:00,2020-02-21 15:51:44+00:00,4.212795,92.47402666666666,391.8902777777778,2011,82153,228.99,32.26,14.43
738,2019-07-14 07:59:07+00:00,2019-07-29 15:59:26+00:00,6.03939,94.77781833333331,368.0052777777778,2013,82153,228.99,32.26,14.43
739,2019-10-24 13:10:53+00:00,2019-11-08 07:56:49+00:00,6.12279,94.893955,354.76555555555564,2013,82153,228.99,32.26,14.43
740,2020-01-25 11:56:46+00:00,2020-02-09 23:58:35+00:00,6.166898333333332,94.94104333333334,372.03027777777777,2013,82153,228.99,32.26,14.43
741,2019-03-28 15:47:49+00:00,2019-04-12 22:43:08+00:00,-35.68660333333333,29.842585,366.92194444444436,2012,82099,228.99,32.26,14.43
742,2019-09-08 04:56:21+00:00,2019-09-21 15:55:44+00:00,4.364033333333333,92.84214833333333,322.98972222222216,2012,82099,228.99,32.26,14.43
743,2019-08-15 13:39:24+00:00,2019-08-31 23:46:14+00:00,5.900395,94.517385,394.1138888888889,2012,82265,228.99,32.26,14.43
744,2019-05-18 05:43:48+00:00,2019-05-31 23:52:43+00:00,4.053488333333333,93.02375333333332,330.1486111111111,2011,82012,229.0,32.26,14.5
745,2019-08-11 23:59:09+00:00,2019-08-29 19:37:31+00:00,-34.65441333333333,18.277281666666667,427.6394444444445,2011,82012,229.0,32.26,14.5
746,2019-03-26 15:59:44+00:00,2019-04-13 06:01:39+00:00,-34.69291833333333,18.777565,422.0319444444444,2011,74916,225.0,32.2,14.22
747,2019-08-30 07:08:54+00:00,2019-09-11 15:51:15+00:00,4.619406666666666,92.75475,296.7058333333333,2011,74916,225.0,32.2,14.22
748,2019-12-16 18:46:42+00:00,2019-12-31 15:55:28+00:00,5.933715,95.76812833333334,357.14611111111117,2011,74916,225.0,32.2,14.22
749,2020-02-08 07:34:19+00:00,2020-02-26 06:37:10+00:00,-35.00506333333333,18.871121666666667,431.0475,2011,74916,225.0,32.2,14.22
750,2019-07-24 15:48:27+00:00,2019-08-10 20:54:46+00:00,-35.341753333333344,18.104921666666666,413.1052777777778,2012,80655,229.0,32.24,14.45
751,2019-12-25 23:53:16+00:00,2020-01-12 22:55:42+00:00,-35.171816666666665,19.340883333333334,431.04055555555567,2009,76600,224.94,32.26,14.14
