,Unnamed: 0,Imo,RecievedTime,FinishedRecievedTime,Latitude,Longitude,NavStatus,SailTime,name,type,built,dwt,loa,beam,status,flagState,holdsTotal,hatchesToNo,shipBuilder,shipBuilderCountry,draughtMeters,lastHullSurveyDate,hullSurveyDueDate
0,0,8800315,2020-01-08 15:22:37+00:00,2020-01-28 13:44:32+00:00,-34.70974666666667,18.163288333333334,0,478.3652777777778,Usolie,Bulk Carrier,1990,68788,225.0,32.21,In Service,Liberia,7.0,7.0,Hyundai HI (Ulsan),South Korea,13.2,6/16/2017,6/15/2022
1,1,9036806,2019-11-25 07:58:47+00:00,2019-12-13 13:53:46+00:00,-34.33482333333333,17.925753333333333,0,437.91638888888883,Shun Feng 9,Bulk Carrier,1994,73350,225.0,32.26,Idle,Panama,7.0,7.0,Oshima Shipbuilding,Japan,13.85,5/17/2020,6/29/2022
2,2,9104110,2019-04-09 02:17:18+00:00,2019-04-23 15:59:47+00:00,5.451716666666668,93.9397,0,349.70805555555563,Peter S.,Bulk Carrier,1995,71550,223.7,32.23,In Service,Liberia,7.0,7.0,Hitachi Zosen,Japan,13.46,7/29/2020,4/30/2025
3,3,9118678,2020-01-08 07:48:44+00:00,2020-01-25 15:12:16+00:00,-33.93748166666666,25.982735,0,415.3922222222222,Elefsis,Bulk Carrier,1997,72873,224.8,32.2,In Service,Malta,7.0,7.0,CSBC (Keelung),Taiwan,13.74,3/23/2020,3/22/2025
4,4,9146950,2019-04-02 07:56:41+00:00,2019-04-18 23:04:32+00:00,-34.53661666666667,18.181333333333328,0,399.13083333333327,He Yuan,Bulk Carrier,1997,72416,225.0,32.2,In Service,Panama,7.0,7.0,Sasebo HI,Japan,13.52,6/20/2017,5/27/2022
5,5,9147423,2019-09-08 15:59:52+00:00,2019-09-23 23:16:53+00:00,-33.97161166666667,27.105805,0,367.28361111111116,Minoan Flame,Bulk Carrier,1998,73937,225.0,32.26,In Service,Liberia,7.0,7.0,Tsuneishi Zosen,Japan,13.87,3/14/2018,3/19/2023
6,6,9149366,2019-10-12 15:59:24+00:00,2019-10-30 14:24:33+00:00,-34.78995,19.04025,0,430.41916666666674,Fortune Lady,Bulk Carrier,1998,74761,225.0,32.25,In Service,Hong Kong,7.0,7.0,NKK (Tsu),Japan,13.79,3/21/2018,3/30/2023
7,7,9153795,2019-12-22 07:08:57+00:00,2020-01-06 15:49:33+00:00,5.499033333333332,93.73027833333332,0,368.67666666666673,Ocean Emperor,Bulk Carrier,1998,74002,225.0,32.26,In Service,Liberia,7.0,7.0,Tsuneishi Zosen,Japan,13.87,6/28/2018,3/26/2023
8,8,9168465,2019-12-07 23:59:06+00:00,2019-12-26 05:39:17+00:00,-34.04784333333333,17.823293333333332,0,437.6697222222222,Iron Kovdor,Bulk Carrier,1998,72474,225.0,32.2,In Service,Liberia,7.0,7.0,Sasebo HI,Japan,13.52,05/05/2018,6/18/2023
9,9,9170298,2019-04-14 01:44:08+00:00,2019-04-29 23:55:47+00:00,4.646341666666666,93.25027333333334,0,382.19416666666666,Captain Stefanos M,Bulk Carrier,1998,70529,225.0,32.25,In Service,Liberia,7.0,7.0,Sanoyas,Japan,13.29,10/10/2018,07/02/2023
10,10,9171151,2019-06-09 14:06:16+00:00,2019-06-22 15:34:59+00:00,2.5178866666666666,90.163195,0,313.4786111111111,S'hail al Mafyar,Bulk Carrier,1999,75522,225.03,32.26,In Service,Qatar,7.0,7.0,Mitsui SB (Chiba),Japan,13.93,3/24/2019,3/24/2024
11,11,9171151,2019-08-05 23:51:39+00:00,2019-08-24 12:25:20+00:00,-35.75560833333333,20.47839,0,444.56138888888887,S'hail al Mafyar,Bulk Carrier,1999,75522,225.03,32.26,In Service,Qatar,7.0,7.0,Mitsui SB (Chiba),Japan,13.93,3/24/2019,3/24/2024
12,12,9171266,2019-07-25 07:29:03+00:00,2019-08-06 15:58:38+00:00,2.4686216666666665,89.896845,0,296.4930555555556,Siana,Bulk Carrier,1999,73127,225.0,32.25,In Service,Liberia,7.0,7.0,Hyundai HI (Ulsan),South Korea,13.85,6/20/2019,6/30/2024
13,13,9174634,2019-06-25 00:32:59+00:00,2019-07-09 07:55:08+00:00,6.3161233333333335,95.563685,0,343.3691666666667,Agia Skepi,Bulk Carrier,1999,73018,224.98,32.24,Idle,Liberia,7.0,7.0,Daedong S.B.,South Korea,13.91,1/14/2019,1/13/2024
14,14,9174634,2019-08-13 23:37:56+00:00,2019-08-29 20:35:20+00:00,-35.73506166666667,18.52582,0,380.95666666666665,Agia Skepi,Bulk Carrier,1999,73018,224.98,32.24,Idle,Liberia,7.0,7.0,Daedong S.B.,South Korea,13.91,1/14/2019,1/13/2024
15,15,9174634,2019-10-03 07:27:28+00:00,2019-10-17 15:55:05+00:00,6.2475716666666665,95.07287666666667,0,344.4602777777778,Agia Skepi,Bulk Carrier,1999,73018,224.98,32.24,Idle,Liberia,7.0,7.0,Daedong S.B.,South Korea,13.91,1/14/2019,1/13/2024
16,16,9176759,2019-04-02 23:58:08+00:00,2019-04-17 14:11:54+00:00,-33.69441833333333,27.160091666666666,0,350.22944444444437,Asian Majesty,Bulk Carrier,1999,73035,224.8,32.2,In Service,Panama,7.0,7.0,CSBC (Kaohsiung),Taiwan,13.75,01/02/2019,3/29/2024
17,17,9176759,2019-09-03 16:45:31+00:00,2019-09-17 07:30:00+00:00,6.251518333333332,94.92162,0,326.7413888888889,Asian Majesty,Bulk Carrier,1999,73035,224.8,32.2,In Service,Panama,7.0,7.0,CSBC (Kaohsiung),Taiwan,13.75,01/02/2019,3/29/2024
18,18,9176759,2019-10-24 07:58:40+00:00,2019-11-07 21:51:32+00:00,-33.92334833333334,26.20171833333333,0,349.8811111111111,Asian Majesty,Bulk Carrier,1999,73035,224.8,32.2,In Service,Panama,7.0,7.0,CSBC (Kaohsiung),Taiwan,13.75,01/02/2019,3/29/2024
19,19,9180906,2019-12-26 23:59:02+00:00,2020-01-11 05:40:33+00:00,-33.803666666666665,27.356666666666666,0,365.6919444444445,Tasos,Bulk Carrier,2000,75100,224.93,32.2,In Service,Cyprus,7.0,7.0,Hitachi Zosen,Japan,13.84,4/16/2020,1/25/2025
20,20,9185798,2019-07-02 07:50:00+00:00,2019-07-17 13:12:03+00:00,-34.938066666666664,19.24643333333333,0,365.3675,Marine Fortune,Bulk Carrier,1998,72400,225.0,32.2,In Service,Panama,7.0,7.0,Sasebo HI,Japan,13.52,12/03/2018,11/26/2023
21,21,9207443,2019-06-28 07:59:49+00:00,2019-07-13 20:29:30+00:00,-34.98173,18.171776666666666,0,372.4947222222222,Santarli,Bulk Carrier,1999,73796,225.0,32.26,Idle,Panama,7.0,7.0,Tsuneishi Zosen,Japan,13.87,08/03/2019,10/01/2024
22,22,9207780,2019-07-28 08:53:11+00:00,2019-08-11 23:58:50+00:00,5.4740166666666665,94.3906,0,351.0941666666667,Sea Melody I,Bulk Carrier,2002,75957,225.0,32.26,In Service,Marshall Is.,7.0,7.0,Tsuneishi Zosen,Japan,14.03,02/10/2016,02/10/2021
23,23,9207780,2019-09-15 15:56:09+00:00,2019-10-03 17:22:34+00:00,-35.76331666666667,18.684866666666668,0,433.4402777777778,Sea Melody I,Bulk Carrier,2002,75957,225.0,32.26,In Service,Marshall Is.,7.0,7.0,Tsuneishi Zosen,Japan,14.03,02/10/2016,02/10/2021
24,24,9208526,2019-05-06 15:12:53+00:00,2019-05-20 15:54:03+00:00,4.408556666666667,92.47888833333332,0,336.6861111111112,Dimitrios T,Bulk Carrier,2000,72917,225.0,32.24,In Service,Liberia,7.0,7.0,Daedong S.B.,South Korea,13.9,4/16/2018,4/16/2023
25,25,9208526,2019-07-08 07:59:05+00:00,2019-07-27 20:33:45+00:00,-33.847426666666664,18.092223333333333,0,468.5777777777778,Dimitrios T,Bulk Carrier,2000,72917,225.0,32.24,In Service,Liberia,7.0,7.0,Daedong S.B.,South Korea,13.9,4/16/2018,4/16/2023
26,26,9208526,2019-09-07 02:57:00+00:00,2019-09-20 07:48:50+00:00,2.6525683333333334,90.03913833333333,0,316.8638888888889,Dimitrios T,Bulk Carrier,2000,72917,225.0,32.24,In Service,Liberia,7.0,7.0,Daedong S.B.,South Korea,13.9,4/16/2018,4/16/2023
27,27,9208526,2019-12-23 01:18:14+00:00,2020-01-07 07:59:16+00:00,6.072095,94.66697166666668,0,366.6838888888889,Dimitrios T,Bulk Carrier,2000,72917,225.0,32.24,In Service,Liberia,7.0,7.0,Daedong S.B.,South Korea,13.9,4/16/2018,4/16/2023
28,28,9209520,2019-06-28 15:41:50+00:00,2019-07-18 02:04:40+00:00,-35.26093333333333,19.145716666666665,0,466.3805555555555,Deneb,Bulk Carrier,2000,74078,224.97,32.2,In Service,Liberia,7.0,7.0,Imabari SB Marugame,Japan,14.01,05/10/2015,10/30/2020
29,29,9209520,2019-08-26 23:47:25+00:00,2019-09-10 07:56:57+00:00,3.1683666666666666,91.45136666666669,0,344.15888888888884,Deneb,Bulk Carrier,2000,74078,224.97,32.2,In Service,Liberia,7.0,7.0,Imabari SB Marugame,Japan,14.01,05/10/2015,10/30/2020
30,30,9209532,2019-10-03 12:57:10+00:00,2019-10-17 15:09:21+00:00,5.55245,93.9274,0,338.20305555555564,Braveheart,Bulk Carrier,2001,74117,224.97,32.2,In Service,Marshall Is.,7.0,7.0,Imabari SB Marugame,Japan,14.01,02/05/2016,1/14/2021
31,31,9211585,2019-03-26 22:46:05+00:00,2019-04-10 15:41:00+00:00,3.342195,91.00643333333332,0,352.91527777777776,Anggrek Laut,Bulk Carrier,2000,74716,225.0,32.26,In Service,Indonesia,7.0,7.0,Hudong Shipyard,China P.R.,14.25,06/05/2020,05/12/2025
32,32,9211585,2019-06-29 15:44:50+00:00,2019-07-16 23:35:57+00:00,-35.92232333333333,23.29098,0,415.85194444444437,Anggrek Laut,Bulk Carrier,2000,74716,225.0,32.26,In Service,Indonesia,7.0,7.0,Hudong Shipyard,China P.R.,14.25,06/05/2020,05/12/2025
33,33,9211585,2019-12-20 15:56:24+00:00,2020-01-06 00:51:02+00:00,-35.758916666666664,29.49185333333333,0,392.9105555555557,Anggrek Laut,Bulk Carrier,2000,74716,225.0,32.26,In Service,Indonesia,7.0,7.0,Hudong Shipyard,China P.R.,14.25,06/05/2020,05/12/2025
34,34,9212242,2019-06-29 07:44:35+00:00,2019-07-16 07:16:16+00:00,-35.92135,18.426666666666666,0,407.5280555555556,Captain Diamantis,Bulk Carrier,2000,74757,225.0,32.26,In Service,Greece,7.0,7.0,Hudong Shipyard,China P.R.,14.27,07/11/2015,12/30/2020
35,35,9212242,2019-11-25 15:59:06+00:00,2019-12-09 15:22:30+00:00,-35.723333333333336,33.48596666666667,0,335.39,Captain Diamantis,Bulk Carrier,2000,74757,225.0,32.26,In Service,Greece,7.0,7.0,Hudong Shipyard,China P.R.,14.27,07/11/2015,12/30/2020
36,36,9212242,2020-01-12 08:39:20+00:00,2020-01-27 23:49:53+00:00,4.812616666666667,93.33958333333334,0,375.1758333333333,Captain Diamantis,Bulk Carrier,2000,74757,225.0,32.26,In Service,Greece,7.0,7.0,Hudong Shipyard,China P.R.,14.27,07/11/2015,12/30/2020
37,37,9212694,2019-08-02 23:55:05+00:00,2019-08-21 02:40:15+00:00,-34.55848333333333,18.011083333333332,0,434.7527777777778,S'hail al Khor,Bulk Carrier,2001,75259,225.01,32.25,In Service,Qatar,7.0,7.0,Hyundai Samho HI,South Korea,14.17,1/26/2016,3/31/2021
38,38,9212694,2019-09-08 00:23:25+00:00,2019-09-20 23:20:17+00:00,3.570883333333333,91.35523333333332,0,310.94777777777784,S'hail al Khor,Bulk Carrier,2001,75259,225.01,32.25,In Service,Qatar,7.0,7.0,Hyundai Samho HI,South Korea,14.17,1/26/2016,3/31/2021
39,39,9212694,2019-11-06 07:57:58+00:00,2019-11-23 06:31:18+00:00,-35.26776666666667,19.60545,0,406.5555555555555,S'hail al Khor,Bulk Carrier,2001,75259,225.01,32.25,In Service,Qatar,7.0,7.0,Hyundai Samho HI,South Korea,14.17,1/26/2016,3/31/2021
40,40,9213363,2019-04-27 21:50:53+00:00,2019-05-11 23:59:05+00:00,5.066626666666667,93.42394833333331,0,338.13666666666666,Dione,Bulk Carrier,2001,75172,224.97,32.25,In Service,Marshall Is.,7.0,7.0,Hyundai Samho HI,South Korea,14.17,01/10/2016,01/09/2021
41,41,9213791,2019-09-14 12:43:55+00:00,2019-09-28 15:47:27+00:00,3.422728333333333,91.53226833333332,0,339.0588888888889,Everbeauty,Bulk Carrier,2000,73288,225.0,32.26,In Service,Panama,7.0,7.0,Sumitomo (Yokosuka),Japan,13.87,08/10/2019,9/13/2024
42,42,9214068,2019-06-07 23:31:27+00:00,2019-06-24 21:37:49+00:00,-35.38713333333333,17.736616666666666,0,406.10611111111115,Flying Loong,Bulk Carrier,2000,74333,224.89,32.24,In Service,Panama,7.0,7.0,Namura Shipbuilding,Japan,13.95,12/18/2019,1/25/2025
43,43,9214068,2019-09-24 23:58:37+00:00,2019-10-13 13:05:56+00:00,-35.12918333333333,18.56335,0,445.1219444444445,Flying Loong,Bulk Carrier,2000,74333,224.89,32.24,In Service,Panama,7.0,7.0,Namura Shipbuilding,Japan,13.95,12/18/2019,1/25/2025
44,44,9214331,2019-11-24 23:36:00+00:00,2019-12-09 15:59:13+00:00,5.220983333333334,93.78103333333334,0,352.38694444444445,Seapower I,Bulk Carrier,2001,74665,225.0,32.26,In Service,Malta,7.0,7.0,Hudong Shipyard,China P.R.,14.27,07/12/2016,07/11/2021
45,45,9215543,2019-11-22 23:59:13+00:00,2019-12-12 12:32:37+00:00,-33.87166666666667,18.313033333333333,0,468.55666666666673,Tycoon,Bulk Carrier,2000,74717,225.0,32.26,In Service,Liberia,7.0,7.0,Hudong Shipyard,China P.R.,14.26,8/15/2015,12/30/2020
46,46,9215933,2019-06-23 07:43:47+00:00,2019-07-10 02:27:01+00:00,-35.11568,18.81794333333333,0,402.7205555555557,Magic Sun,Bulk Carrier,2001,75311,225.0,32.25,In Service,Marshall Is.,7.0,7.0,Hyundai Samho HI,South Korea,14.16,8/21/2015,11/20/2020
47,47,9215933,2019-09-20 12:59:38+00:00,2019-10-05 07:57:34+00:00,4.00329,91.76798166666669,0,354.9655555555556,Magic Sun,Bulk Carrier,2001,75311,225.0,32.25,In Service,Marshall Is.,7.0,7.0,Hyundai Samho HI,South Korea,14.16,8/21/2015,11/20/2020
48,48,9216212,2019-09-12 06:29:05+00:00,2019-09-26 23:58:51+00:00,2.8279,90.87846666666668,0,353.49611111111125,Hoanh Son Star,Bulk Carrier,2001,74086,224.91,32.26,In Service,Panama,7.0,7.0,Daewoo (DSME),South Korea,14.1,01/08/2016,01/07/2021
49,49,9216236,2019-06-07 23:59:55+00:00,2019-06-24 07:21:27+00:00,-33.96578333333333,26.12288333333333,0,391.3588888888888,Ocean Eagle,Bulk Carrier,2001,74082,224.89,32.26,In Service,Marshall Is.,7.0,7.0,Daewoo (DSME),South Korea,14.1,05/07/2016,05/06/2021
50,50,9216236,2019-07-13 23:53:46+00:00,2019-07-26 07:26:23+00:00,1.8573666666666664,89.31471666666668,0,295.5436111111111,Ocean Eagle,Bulk Carrier,2001,74082,224.89,32.26,In Service,Marshall Is.,7.0,7.0,Daewoo (DSME),South Korea,14.1,05/07/2016,05/06/2021
51,51,9216236,2019-09-04 23:42:54+00:00,2019-09-19 03:53:16+00:00,-35.67636666666667,25.97711666666667,0,340.17277777777775,Ocean Eagle,Bulk Carrier,2001,74082,224.89,32.26,In Service,Marshall Is.,7.0,7.0,Daewoo (DSME),South Korea,14.1,05/07/2016,05/06/2021
52,52,9216248,2019-07-17 05:19:49+00:00,2019-08-01 07:28:34+00:00,5.679365,94.208775,0,362.14583333333326,Oriental Promotion,Bulk Carrier,2001,74401,224.9,32.26,In Service,Liberia,7.0,7.0,Daewoo (DSME),South Korea,14.1,09/06/2016,09/05/2021
53,53,9216406,2019-06-16 00:08:09+00:00,2019-06-29 23:57:18+00:00,2.6724633333333334,90.99254833333332,0,335.81916666666666,Levanto,Bulk Carrier,2001,73926,225.0,32.26,In Service,Malta,7.0,7.0,Jiangnan Shipyard,China P.R.,14.02,05/11/2019,7/17/2024
54,54,9216406,2019-08-05 07:48:07+00:00,2019-08-22 11:46:56+00:00,-35.65543333333333,17.923166666666667,0,411.9802777777778,Levanto,Bulk Carrier,2001,73926,225.0,32.26,In Service,Malta,7.0,7.0,Jiangnan Shipyard,China P.R.,14.02,05/11/2019,7/17/2024
55,55,9216456,2019-04-28 07:48:49+00:00,2019-05-12 01:06:24+00:00,-35.98211666666667,32.061366666666665,0,329.29305555555555,Dimitris L,Bulk Carrier,2001,73193,225.0,32.26,In Service,Greece,7.0,7.0,Jiangnan Shipyard,China P.R.,14.0,06/06/2016,7/20/2021
56,56,9216456,2019-06-18 23:17:48+00:00,2019-07-02 15:54:11+00:00,5.06835,93.39353333333334,0,328.6063888888889,Dimitris L,Bulk Carrier,2001,73193,225.0,32.26,In Service,Greece,7.0,7.0,Jiangnan Shipyard,China P.R.,14.0,06/06/2016,7/20/2021
57,57,9216456,2019-08-31 07:40:51+00:00,2019-09-16 13:25:02+00:00,-35.16528333333333,19.325533333333333,0,389.7363888888889,Dimitris L,Bulk Carrier,2001,73193,225.0,32.26,In Service,Greece,7.0,7.0,Jiangnan Shipyard,China P.R.,14.0,06/06/2016,7/20/2021
58,58,9216468,2019-06-16 06:56:56+00:00,2019-06-28 15:59:47+00:00,4.3152,91.94246666666666,0,297.0475,Nicos L,Bulk Carrier,2002,73193,225.0,32.26,In Service,Greece,7.0,7.0,Jiangnan Shipyard,China P.R.,14.0,04/06/2017,04/04/2022
59,59,9216640,2019-04-15 21:36:28+00:00,2019-04-29 23:58:58+00:00,2.0064166666666665,89.35306666666666,0,338.375,Grace One,Bulk Carrier,2001,75563,225.0,32.26,In Service,Liberia,7.0,7.0,Sanoyas,Japan,13.99,01/04/2016,3/31/2021
60,60,9216640,2019-08-25 16:00:40+00:00,2019-09-08 15:49:22+00:00,3.0766,90.2112,0,335.81166666666667,Grace One,Bulk Carrier,2001,75563,225.0,32.26,In Service,Liberia,7.0,7.0,Sanoyas,Japan,13.99,01/04/2016,3/31/2021
61,61,9217656,2019-05-14 21:35:37+00:00,2019-05-29 07:50:58+00:00,5.1276,93.32626666666668,0,346.25583333333327,Anthos,Bulk Carrier,2001,75120,225.0,32.2,In Service,Marshall Is.,7.0,7.0,Hitachi Zosen,Japan,13.84,10/30/2015,1/23/2021
62,62,9218272,2019-04-17 15:58:03+00:00,2019-05-04 23:00:10+00:00,-34.5616,18.00005,0,415.03527777777776,Charm Loong,Bulk Carrier,2001,73105,225.0,32.26,In Service,Panama,7.0,7.0,Sumitomo (Yokosuka),Japan,13.87,6/29/2019,6/29/2024
63,63,9218272,2019-07-09 01:46:50+00:00,2019-07-23 07:55:26+00:00,5.7155,94.39713333333331,0,342.1433333333333,Charm Loong,Bulk Carrier,2001,73105,225.0,32.26,In Service,Panama,7.0,7.0,Sumitomo (Yokosuka),Japan,13.87,6/29/2019,6/29/2024
64,64,9218272,2019-08-28 15:59:37+00:00,2019-09-11 06:51:01+00:00,-33.86633333333333,27.09565,0,326.8566666666667,Charm Loong,Bulk Carrier,2001,73105,225.0,32.26,In Service,Panama,7.0,7.0,Sumitomo (Yokosuka),Japan,13.87,6/29/2019,6/29/2024
65,65,9218272,2019-11-21 07:49:11+00:00,2019-12-04 14:26:04+00:00,-35.702816666666656,29.2781,0,318.61472222222216,Charm Loong,Bulk Carrier,2001,73105,225.0,32.26,In Service,Panama,7.0,7.0,Sumitomo (Yokosuka),Japan,13.87,6/29/2019,6/29/2024
66,66,9218521,2019-04-20 04:33:25+00:00,2019-05-04 15:27:48+00:00,5.088053333333334,93.520625,0,346.90638888888884,Happy Clipper,Bulk Carrier,2001,73414,225.0,32.26,In Service,Hong Kong,7.0,7.0,Sumitomo (Yokosuka),Japan,13.87,04/12/2016,3/29/2021
67,67,9218521,2019-06-08 15:35:18+00:00,2019-06-25 15:11:19+00:00,-35.10252166666667,19.198096666666668,0,407.60027777777776,Happy Clipper,Bulk Carrier,2001,73414,225.0,32.26,In Service,Hong Kong,7.0,7.0,Sumitomo (Yokosuka),Japan,13.87,04/12/2016,3/29/2021
68,68,9218521,2019-07-18 22:37:37+00:00,2019-08-02 15:52:33+00:00,5.968288333333334,94.92354666666668,0,353.24888888888887,Happy Clipper,Bulk Carrier,2001,73414,225.0,32.26,In Service,Hong Kong,7.0,7.0,Sumitomo (Yokosuka),Japan,13.87,04/12/2016,3/29/2021
69,69,9218789,2019-03-28 17:13:17+00:00,2019-04-11 07:55:10+00:00,3.8239666666666654,91.83723333333332,0,326.6980555555556,Johnny P,Bulk Carrier,2001,74540,225.0,32.26,In Service,Marshall Is.,7.0,7.0,Daewoo (DSME),South Korea,14.1,2/21/2017,2/13/2021
70,70,9218789,2019-07-05 05:34:17+00:00,2019-07-18 23:45:39+00:00,3.8018666666666654,91.93448333333332,0,330.1894444444445,Johnny P,Bulk Carrier,2001,74540,225.0,32.26,In Service,Marshall Is.,7.0,7.0,Daewoo (DSME),South Korea,14.1,2/21/2017,2/13/2021
71,71,9218789,2019-11-15 23:44:30+00:00,2019-11-30 15:24:14+00:00,-35.91878333333333,29.12353333333333,0,351.6622222222222,Johnny P,Bulk Carrier,2001,74540,225.0,32.26,In Service,Marshall Is.,7.0,7.0,Daewoo (DSME),South Korea,14.1,2/21/2017,2/13/2021
72,72,9218789,2019-12-30 12:57:30+00:00,2020-01-13 07:58:25+00:00,5.4199166666666665,94.02103333333334,0,331.01527777777784,Johnny P,Bulk Carrier,2001,74540,225.0,32.26,In Service,Marshall Is.,7.0,7.0,Daewoo (DSME),South Korea,14.1,2/21/2017,2/13/2021
73,73,9218791,2019-06-04 01:48:50+00:00,2019-06-17 23:50:55+00:00,1.8364833333333328,89.65975,0,334.03472222222223,Angelina,Bulk Carrier,2001,74540,225.0,32.26,In Service,Panama,7.0,7.0,Daewoo (DSME),South Korea,14.1,2/17/2016,2/14/2021
74,74,9218791,2019-08-09 23:55:22+00:00,2019-08-25 07:14:10+00:00,-35.311116666666656,18.774333333333328,0,367.3133333333333,Angelina,Bulk Carrier,2001,74540,225.0,32.26,In Service,Panama,7.0,7.0,Daewoo (DSME),South Korea,14.1,2/17/2016,2/14/2021
75,75,9218791,2019-09-12 15:21:07+00:00,2019-09-24 23:27:17+00:00,3.9085833333333335,92.3611,0,296.10277777777776,Angelina,Bulk Carrier,2001,74540,225.0,32.26,In Service,Panama,7.0,7.0,Daewoo (DSME),South Korea,14.1,2/17/2016,2/14/2021
76,76,9218791,2019-10-30 23:28:47+00:00,2019-11-15 15:03:13+00:00,-35.00451666666667,18.513366666666666,0,375.57388888888886,Angelina,Bulk Carrier,2001,74540,225.0,32.26,In Service,Panama,7.0,7.0,Daewoo (DSME),South Korea,14.1,2/17/2016,2/14/2021
77,77,9218856,2019-04-28 01:27:37+00:00,2019-05-12 15:50:27+00:00,4.570556666666667,92.74243166666666,0,350.3805555555556,GH Fortune,Bulk Carrier,2002,75214,225.0,32.2,In Service,Hong Kong,7.0,7.0,Hitachi Zosen,Japan,13.84,3/27/2017,3/26/2022
78,78,9218856,2019-06-21 23:58:31+00:00,2019-07-11 03:22:13+00:00,-34.905365,18.53557,0,459.395,GH Fortune,Bulk Carrier,2002,75214,225.0,32.2,In Service,Hong Kong,7.0,7.0,Hitachi Zosen,Japan,13.84,3/27/2017,3/26/2022
79,79,9221334,2020-01-25 15:23:48+00:00,2020-02-08 07:34:47+00:00,4.157051666666667,91.86947166666668,0,328.1830555555556,Arcturus,Bulk Carrier,2001,76397,225.0,32.26,In Service,Liberia,7.0,7.0,Tsuneishi Zosen,Japan,14.03,12/04/2015,12/03/2020
80,80,9221437,2019-08-10 23:42:22+00:00,2019-08-25 15:18:19+00:00,-33.65942666666667,27.28466333333333,0,351.5991666666667,Very Maria,Bulk Carrier,2001,73910,224.9,32.2,In Service,Marshall Is.,7.0,7.0,Namura Shipbuilding,Japan,13.95,9/27/2016,9/26/2021
81,81,9221437,2019-11-28 07:59:52+00:00,2019-12-12 13:43:06+00:00,-33.69274333333333,26.936111666666665,0,341.7205555555556,Very Maria,Bulk Carrier,2001,73910,224.9,32.2,In Service,Marshall Is.,7.0,7.0,Namura Shipbuilding,Japan,13.95,9/27/2016,9/26/2021
82,82,9221592,2020-01-21 11:53:41+00:00,2020-02-04 07:48:54+00:00,5.50455,94.26966666666668,0,331.92027777777776,Cpt Dimitrios S,Bulk Carrier,2001,74133,224.9,32.2,In Service,Liberia,7.0,7.0,Namura Shipbuilding,Japan,13.96,04/04/2016,5/15/2021
83,83,9221619,2019-05-13 07:30:11+00:00,2019-05-29 02:13:46+00:00,-35.78605,18.463933333333333,0,378.72638888888883,Hispania Graeca,Bulk Carrier,2001,74133,224.89,32.2,Repairs,Cyprus,7.0,7.0,Namura Shipbuilding,Japan,13.96,11/09/2016,11/08/2021
84,84,9221619,2019-07-05 05:35:09+00:00,2019-07-22 07:59:18+00:00,5.6056333333333335,94.0118,0,410.4025,Hispania Graeca,Bulk Carrier,2001,74133,224.89,32.2,Repairs,Cyprus,7.0,7.0,Namura Shipbuilding,Japan,13.96,11/09/2016,11/08/2021
85,85,9221621,2019-03-26 15:58:20+00:00,2019-04-11 13:02:24+00:00,-35.65246666666667,27.5603,0,381.0677777777778,Africa Graeca,Bulk Carrier,2002,74133,224.9,32.2,In Service,Cyprus,7.0,7.0,Namura Shipbuilding,Japan,13.96,3/22/2017,3/21/2022
86,86,9221853,2019-12-17 07:59:03+00:00,2020-01-02 23:59:54+00:00,-33.953716666666665,26.694966666666666,0,400.01416666666665,Alpha Afovos,Bulk Carrier,2001,74374,225.0,32.26,In Service,Greece,7.0,7.0,Daewoo (DSME),South Korea,14.1,08/01/2016,3/31/2021
87,87,9221889,2019-09-05 05:38:43+00:00,2019-09-17 15:57:24+00:00,2.0496,90.71868333333332,0,298.31138888888887,Alpha Melody,Bulk Carrier,2002,74374,225.0,32.26,In Service,Greece,7.0,7.0,Daewoo (DSME),South Korea,14.1,4/24/2017,5/31/2022
88,88,9221889,2019-10-18 15:59:31+00:00,2019-11-03 19:28:42+00:00,-34.45418333333333,18.424916666666668,0,387.4863888888889,Alpha Melody,Bulk Carrier,2002,74374,225.0,32.26,In Service,Greece,7.0,7.0,Daewoo (DSME),South Korea,14.1,4/24/2017,5/31/2022
89,89,9223320,2019-08-09 15:26:53+00:00,2019-08-23 15:56:24+00:00,4.100215,92.27066333333332,0,336.4919444444445,Asia Spring,Bulk Carrier,2001,76318,225.0,32.26,In Service,Panama,7.0,7.0,Tsuneishi Tadotsu SB,Japan,14.03,9/13/2016,09/12/2021
90,90,9223320,2019-09-30 23:41:09+00:00,2019-10-20 07:06:58+00:00,-35.33788833333333,17.715870000000006,0,463.4302777777778,Asia Spring,Bulk Carrier,2001,76318,225.0,32.26,In Service,Panama,7.0,7.0,Tsuneishi Tadotsu SB,Japan,14.03,9/13/2016,09/12/2021
91,91,9224037,2019-09-25 23:59:30+00:00,2019-10-13 03:45:21+00:00,-35.98251666666667,20.205833333333327,0,411.76416666666665,Prabhu Puni,Bulk Carrier,2002,76015,225.0,32.26,In Service,India,7.0,7.0,Tsuneishi Zosen,Japan,14.04,7/13/2017,5/22/2022
92,92,9224714,2019-07-06 01:57:44+00:00,2019-07-20 15:50:33+00:00,3.561183333333333,91.44861666666668,0,349.8802777777778,Olympos,Bulk Carrier,2001,75253,225.0,32.25,In Service,Panama,7.0,7.0,Hyundai Samho HI,South Korea,14.17,6/22/2019,06/07/2024
