,Unnamed: 0,Imo,RecievedTime,FinishedRecievedTime,Latitude,Longitude,NavStatus,SailTime,name,type,built,dwt,loa,beam,status,flagState,holdsTotal,hatchesToNo,shipBuilder,shipBuilderCountry,draughtMeters,lastHullSurveyDate,hullSurveyDueDate
518,518,9401477,2019-03-27 23:59:47+00:00,2019-04-16 06:03:49+00:00,-34.854346666666665,17.981358333333333,0,462.0672222222222,Star Danai,Bulk Carrier,2006,82574,228.99,32.26,In Service,Marshall Is.,7.0,7.0,Tsuneishi Zosen,Japan,14.43,12/04/2019,1/16/2025
519,519,9401506,2019-07-06 07:58:16+00:00,2019-07-24 07:43:54+00:00,-35.24307333333333,19.19791333333333,0,431.76055555555564,Nikomarin,Bulk Carrier,2007,82623,228.99,32.26,In Service,Cyprus,7.0,7.0,Tsuneishi Zosen,Japan,14.43,1/21/2017,1/20/2022
520,520,9401506,2019-10-31 15:59:26+00:00,2019-11-17 20:15:30+00:00,-34.84129333333333,18.620423333333328,0,412.2677777777778,Nikomarin,Bulk Carrier,2007,82623,228.99,32.26,In Service,Cyprus,7.0,7.0,Tsuneishi Zosen,Japan,14.43,1/21/2017,1/20/2022
521,521,9401518,2019-09-15 23:59:37+00:00,2019-10-03 13:02:07+00:00,-33.9604,27.14879,0,421.04166666666674,St. Dimitrios,Bulk Carrier,2007,82668,228.99,32.26,In Service,Malta,7.0,7.0,Tsuneishi Zosen,Japan,14.43,10/10/2020,8/28/2025
522,522,9401960,2019-11-02 15:52:45+00:00,2019-11-19 01:53:35+00:00,-35.800833333333344,24.43615,0,394.01388888888886,Astraea SB,Bulk Carrier,2009,82533,224.99,32.26,In Service,Cyprus,7.0,7.0,Oshima Shipbuilding,Japan,14.53,08/03/2019,7/30/2024
523,523,9401996,2019-07-23 15:53:42+00:00,2019-08-12 23:49:03+00:00,-35.08091833333334,18.9964,0,487.9225,Sunshine Bliss,Bulk Carrier,2010,76441,225.0,32.26,In Service,Singapore,7.0,7.0,Oshima Shipbuilding,Japan,14.12,2/16/2020,2/22/2025
524,524,9401996,2019-09-16 23:47:02+00:00,2019-09-30 23:43:25+00:00,3.780126666666667,91.78215,0,335.9397222222222,Sunshine Bliss,Bulk Carrier,2010,76441,225.0,32.26,In Service,Singapore,7.0,7.0,Oshima Shipbuilding,Japan,14.12,2/16/2020,2/22/2025
525,525,9402938,2019-08-10 23:58:50+00:00,2019-08-27 01:19:20+00:00,-34.67018333333333,18.2745,0,385.3416666666666,Ikan Bagang,Bulk Carrier,2009,83651,229.0,32.24,In Service,Panama,7.0,7.0,Sanoyas,Japan,14.56,08/01/2017,7/31/2022
526,526,9413418,2019-06-11 20:25:18+00:00,2019-06-27 15:59:18+00:00,4.744361666666666,92.863,0,379.56666666666666,Ioannis R,Bulk Carrier,2008,75750,224.9,32.25,Idle,Liberia,7.0,7.0,Jiangsu Rongsheng,China P.R.,14.15,02/11/2019,12/10/2023
527,527,9413418,2019-07-30 23:53:19+00:00,2019-08-17 13:43:27+00:00,-35.08550666666667,18.136916666666668,0,421.83555555555563,Ioannis R,Bulk Carrier,2008,75750,224.9,32.25,Idle,Liberia,7.0,7.0,Jiangsu Rongsheng,China P.R.,14.15,02/11/2019,12/10/2023
528,528,9413418,2019-10-04 00:36:28+00:00,2019-10-17 23:43:47+00:00,6.162578333333332,95.12983333333334,0,335.1219444444445,Ioannis R,Bulk Carrier,2008,75750,224.9,32.25,Idle,Liberia,7.0,7.0,Jiangsu Rongsheng,China P.R.,14.15,02/11/2019,12/10/2023
529,529,9413418,2019-12-14 15:59:17+00:00,2020-01-01 03:25:07+00:00,-33.899878333333334,26.51687166666667,0,419.4305555555555,Ioannis R,Bulk Carrier,2008,75750,224.9,32.25,Idle,Liberia,7.0,7.0,Jiangsu Rongsheng,China P.R.,14.15,02/11/2019,12/10/2023
530,530,9413690,2019-12-16 23:56:10+00:00,2019-12-31 07:09:57+00:00,-33.992445000000004,26.44535833333333,0,343.22972222222216,Rapallo,Bulk Carrier,2009,75123,225.0,32.26,In Service,Malta,7.0,7.0,Hudong Zhonghua,China P.R.,14.22,7/23/2019,06/03/2024
531,531,9414151,2019-07-24 15:50:20+00:00,2019-08-09 07:28:00+00:00,4.32715,91.4035,0,375.6277777777778,Maria D,Bulk Carrier,2009,78821,225.0,32.24,In Service,Marshall Is.,7.0,7.0,Sanoyas,Japan,14.38,12/02/2016,12/01/2021
532,532,9418444,2019-03-27 12:55:45+00:00,2019-04-10 23:52:53+00:00,6.167585,95.33423333333332,0,346.9522222222222,Kesaria,Bulk Carrier,2009,81932,228.99,32.26,In Service,Marshall Is.,7.0,7.0,Tsuneishi Zosen,Japan,14.43,10/16/2019,10/15/2024
533,533,9418444,2019-07-05 15:26:30+00:00,2019-07-21 07:41:33+00:00,5.035456666666667,93.53380333333334,0,376.2508333333333,Kesaria,Bulk Carrier,2009,81932,228.99,32.26,In Service,Marshall Is.,7.0,7.0,Tsuneishi Zosen,Japan,14.43,10/16/2019,10/15/2024
534,534,9418444,2019-08-22 23:51:27+00:00,2019-09-08 04:57:27+00:00,-35.72213333333333,18.37735,0,389.1,Kesaria,Bulk Carrier,2009,81932,228.99,32.26,In Service,Marshall Is.,7.0,7.0,Tsuneishi Zosen,Japan,14.43,10/16/2019,10/15/2024
535,535,9418444,2019-11-19 04:40:37+00:00,2019-12-02 23:45:56+00:00,4.445071666666666,93.05312833333332,0,331.0886111111111,Kesaria,Bulk Carrier,2009,81932,228.99,32.26,In Service,Marshall Is.,7.0,7.0,Tsuneishi Zosen,Japan,14.43,10/16/2019,10/15/2024
536,536,9418456,2019-04-03 23:36:00+00:00,2019-04-18 14:10:34+00:00,-35.845256666666664,28.946811666666665,0,350.5761111111111,Myra,Bulk Carrier,2010,82226,228.99,32.26,In Service,Marshall Is.,7.0,7.0,Tsuneishi Zosen,Japan,14.43,06/02/2020,06/01/2025
537,537,9418456,2019-09-01 13:24:44+00:00,2019-09-14 15:56:21+00:00,2.873091666666667,91.52349833333334,0,314.52694444444444,Myra,Bulk Carrier,2010,82226,228.99,32.26,In Service,Marshall Is.,7.0,7.0,Tsuneishi Zosen,Japan,14.43,06/02/2020,06/01/2025
538,538,9418456,2019-10-24 23:57:29+00:00,2019-11-09 23:48:52+00:00,-35.569313333333334,18.718756666666668,0,383.85638888888883,Myra,Bulk Carrier,2010,82226,228.99,32.26,In Service,Marshall Is.,7.0,7.0,Tsuneishi Zosen,Japan,14.43,06/02/2020,06/01/2025
539,539,9418468,2019-06-16 07:56:16+00:00,2019-07-04 06:38:38+00:00,-35.756276666666665,18.59092,0,430.70611111111117,Tyana,Bulk Carrier,2010,82158,228.99,32.26,In Service,Marshall Is.,7.0,7.0,Tsuneishi Zosen,Japan,14.43,07/01/2020,04/04/2025
540,540,9423293,2019-05-04 07:56:33+00:00,2019-05-19 14:09:48+00:00,-35.74203333333333,29.14843333333333,0,366.22083333333336,Yannis Gorgias,Bulk Carrier,2010,87375,229.0,36.8,In Service,Malta,7.0,7.0,Hudong Zhonghua,China P.R.,14.22,2/27/2020,1/25/2025
541,541,9423360,2019-07-28 23:57:32+00:00,2019-08-14 05:50:45+00:00,-35.85532166666667,19.122121666666665,0,389.8869444444445,Attalia,Bulk Carrier,2010,82171,228.99,32.26,In Service,Marshall Is.,7.0,7.0,Tsuneishi Zosen,Japan,14.43,7/16/2015,1/15/2021
542,542,9423360,2019-12-07 15:57:05+00:00,2019-12-25 23:40:44+00:00,-34.90195666666666,18.799596666666666,0,439.7275,Attalia,Bulk Carrier,2010,82171,228.99,32.26,In Service,Marshall Is.,7.0,7.0,Tsuneishi Zosen,Japan,14.43,7/16/2015,1/15/2021
543,543,9425136,2019-11-01 00:31:33+00:00,2019-11-16 23:46:34+00:00,5.55185,94.3365,0,383.2502777777778,Iolcos Legacy,Bulk Carrier,2010,87375,229.0,36.8,In Service,Malta,7.0,7.0,Hudong Zhonghua,China P.R.,14.22,5/31/2020,5/30/2025
544,544,9425667,2019-07-21 07:59:49+00:00,2019-08-08 15:30:04+00:00,-35.13738333333333,19.01805,0,439.50416666666666,Atlantic Legend,Bulk Carrier,2009,83685,229.0,32.24,In Service,Panama,7.0,7.0,Sanoyas,Japan,14.5,5/30/2016,5/29/2021
545,545,9425679,2019-08-17 23:57:00+00:00,2019-09-04 06:21:56+00:00,-35.04815,18.427283333333328,0,414.41555555555567,Triton Hawk,Bulk Carrier,2010,78833,225.0,32.24,In Service,Panama,7.0,7.0,Sanoyas,Japan,14.38,01/12/2020,02/08/2025
546,546,9426013,2019-08-21 15:59:26+00:00,2019-09-11 15:43:38+00:00,-33.855225,26.703365,0,503.73666666666674,Claire Z,Bulk Carrier,2009,93313,230.0,38.0,In Service,Malta,7.0,7.0,Jiangsu New YZJ,China P.R.,14.9,11/16/2019,09/09/2024
547,547,9426025,2019-04-03 15:58:49+00:00,2019-04-26 14:14:45+00:00,-33.946693333333336,25.952026666666665,0,550.2655555555557,Bonavia,Bulk Carrier,2009,93258,230.0,38.0,In Service,Liberia,7.0,7.0,Jiangsu New YZJ,China P.R.,14.9,8/23/2019,10/14/2024
548,548,9426037,2019-07-04 09:36:53+00:00,2019-07-29 15:59:40+00:00,6.198996666666668,91.7395,0,606.3797222222222,Nana Z,Bulk Carrier,2009,93233,230.0,38.0,In Service,Malta,7.0,7.0,Jiangsu New YZJ,China P.R.,14.9,01/05/2020,11/09/2024
549,549,9426049,2019-12-26 05:38:09+00:00,2020-01-09 07:51:23+00:00,5.306333333333333,93.93583333333332,0,338.2205555555556,Zeus,Bulk Carrier,2010,93270,230.0,38.0,In Service,Liberia,7.0,7.0,Jiangsu New YZJ,China P.R.,14.9,2/15/2020,01/06/2025
550,550,9426063,2019-09-04 07:56:55+00:00,2019-09-21 12:55:49+00:00,-35.591618333333344,17.743333333333332,0,412.98166666666674,Bottiglieri Challenger,Bulk Carrier,2010,93352,230.0,38.0,In Service,Italy,7.0,7.0,Jiangsu New YZJ,China P.R.,14.9,01/04/2020,02/10/2025
551,551,9426104,2019-04-26 14:13:51+00:00,2019-05-11 07:46:02+00:00,4.451885,92.64445666666668,0,353.53638888888884,Bottiglieri Giorgio Avino,Bulk Carrier,2011,93269,230.0,38.0,In Service,Italy,7.0,7.0,Jiangsu New YZJ,China P.R.,14.9,10/14/2016,7/27/2021
552,552,9426104,2019-06-28 07:59:04+00:00,2019-07-15 22:34:59+00:00,-34.59620333333333,18.159125,0,422.59861111111115,Bottiglieri Giorgio Avino,Bulk Carrier,2011,93269,230.0,38.0,In Service,Italy,7.0,7.0,Jiangsu New YZJ,China P.R.,14.9,10/14/2016,7/27/2021
553,553,9427029,2019-07-31 23:54:42+00:00,2019-08-19 06:38:48+00:00,-35.111175,18.899185,0,438.735,Ocean Zenon,Bulk Carrier,2007,76596,224.94,32.26,In Service,Malta,7.0,7.0,Imabari SB Marugame,Japan,14.14,8/17/2017,8/16/2022
554,554,9433602,2019-07-31 23:56:27+00:00,2019-08-17 07:22:18+00:00,-35.577783333333336,27.91828333333333,0,391.4308333333333,Key Discovery,Bulk Carrier,2010,82152,228.99,32.26,In Service,Panama,7.0,7.0,Tsuneishi Zosen,Japan,14.43,09/01/2020,11/18/2025
555,555,9433626,2019-06-26 07:58:50+00:00,2019-07-19 15:01:21+00:00,-34.35496166666667,17.741383333333335,0,559.0419444444443,Eternal Bliss,Bulk Carrier,2010,82071,228.99,32.26,Idle,Singapore,7.0,7.0,Tsuneishi Zosen,Japan,14.43,12/08/2019,1/14/2025
556,556,9433626,2019-08-30 13:06:56+00:00,2019-09-11 23:49:03+00:00,4.342696666666667,92.52148,0,298.70194444444445,Eternal Bliss,Bulk Carrier,2010,82071,228.99,32.26,Idle,Singapore,7.0,7.0,Tsuneishi Zosen,Japan,14.43,12/08/2019,1/14/2025
557,557,9433626,2019-10-14 23:58:02+00:00,2019-10-30 13:17:23+00:00,-34.940331666666665,19.184968333333334,0,373.3225,Eternal Bliss,Bulk Carrier,2010,82071,228.99,32.26,Idle,Singapore,7.0,7.0,Tsuneishi Zosen,Japan,14.43,12/08/2019,1/14/2025
558,558,9433664,2019-11-02 07:55:35+00:00,2019-11-20 00:59:44+00:00,-35.902395,17.984275,0,425.06916666666666,Key Guardian,Bulk Carrier,2011,83468,229.0,32.24,In Service,Panama,7.0,7.0,Sanoyas,Japan,14.5,3/27/2016,4/25/2021
559,559,9436654,2019-09-12 03:07:13+00:00,2019-09-27 07:36:37+00:00,3.4551,90.92313333333334,0,364.49,Kmax Vision,Bulk Carrier,2009,91913,229.5,36.92,In Service,Cyprus,7.0,7.0,Sungdong SB,South Korea,14.7,5/18/2019,5/17/2024
560,560,9437098,2019-05-10 07:06:35+00:00,2019-05-25 15:48:59+00:00,3.944716666666667,91.51495,0,368.70666666666665,Constantinos G.O.,Bulk Carrier,2011,87447,229.0,36.8,In Service,Marshall Is.,7.0,7.0,Hudong Zhonghua,China P.R.,14.22,03/04/2016,03/09/2021
561,561,9437098,2019-07-12 15:38:54+00:00,2019-07-30 23:29:49+00:00,-34.942933333333336,17.771116666666668,0,439.84861111111115,Constantinos G.O.,Bulk Carrier,2011,87447,229.0,36.8,In Service,Marshall Is.,7.0,7.0,Hudong Zhonghua,China P.R.,14.22,03/04/2016,03/09/2021
562,562,9437414,2019-09-05 05:39:03+00:00,2019-09-19 23:49:51+00:00,3.08169,91.793865,0,354.18,Ocean Treasure,Bulk Carrier,2010,92667,229.2,38.02,In Service,Hong Kong,7.0,7.0,CSC Jinling Shipyard,China P.R.,14.9,01/09/2016,01/02/2021
563,563,9440394,2019-08-29 23:51:34+00:00,2019-09-16 13:24:51+00:00,-35.32338,18.080213333333333,0,421.5547222222222,Seacon 9,Bulk Carrier,2012,74844,225.0,32.26,In Service,Hong Kong,7.0,7.0,Ningbo Lantian SB,China P.R.,14.2,6/23/2016,6/22/2021
564,564,9440394,2019-10-02 18:08:29+00:00,2019-10-16 15:54:49+00:00,5.4494083333333325,94.09163666666667,0,333.77222222222224,Seacon 9,Bulk Carrier,2012,74844,225.0,32.26,In Service,Hong Kong,7.0,7.0,Ningbo Lantian SB,China P.R.,14.2,6/23/2016,6/22/2021
565,565,9440394,2019-12-01 07:59:07+00:00,2019-12-16 07:17:19+00:00,-33.90684333333333,26.522235,0,359.3033333333333,Seacon 9,Bulk Carrier,2012,74844,225.0,32.26,In Service,Hong Kong,7.0,7.0,Ningbo Lantian SB,China P.R.,14.2,6/23/2016,6/22/2021
566,566,9440849,2019-09-16 13:23:30+00:00,2019-10-01 15:36:47+00:00,5.385613333333334,94.01217666666666,0,362.22138888888884,Star Luna,Bulk Carrier,2008,82687,228.99,32.26,In Service,Marshall Is.,7.0,7.0,Tsuneishi Zhoushan,China P.R.,14.43,10/03/2018,9/26/2023
567,567,9440849,2020-01-19 01:32:00+00:00,2020-02-03 07:59:42+00:00,4.980731666666666,93.44821333333331,0,366.4616666666666,Star Luna,Bulk Carrier,2008,82687,228.99,32.26,In Service,Marshall Is.,7.0,7.0,Tsuneishi Zhoushan,China P.R.,14.43,10/03/2018,9/26/2023
568,568,9442378,2019-03-29 15:57:56+00:00,2019-04-15 15:51:16+00:00,-35.503955,18.463098333333328,0,407.88888888888886,Panamanian,Bulk Carrier,2010,83448,229.0,32.24,In Service,Marshall Is.,7.0,7.0,Sanoyas,Japan,14.5,10/10/2020,9/15/2025
569,569,9442380,2019-08-09 15:59:47+00:00,2019-08-27 21:52:28+00:00,-34.87226666666667,18.540176666666667,0,437.8780555555555,Key Evolution,Bulk Carrier,2010,83416,229.0,32.24,In Service,Panama,7.0,7.0,Sanoyas,Japan,14.5,8/27/2020,8/26/2025
570,570,9442524,2019-04-02 07:33:53+00:00,2019-04-15 23:43:32+00:00,2.879035,90.96282,0,328.16083333333336,Ikan Bawal,Bulk Carrier,2012,83454,229.0,32.24,In Service,Panama,7.0,7.0,Sanoyas Shipbuilding,Japan,14.5,1/13/2017,02/01/2022
571,571,9442756,2019-10-06 07:41:26+00:00,2019-10-22 06:22:15+00:00,-34.84475666666667,17.776266666666668,0,382.6802777777778,London 2012,Bulk Carrier,2007,82562,228.99,32.26,In Service,Liberia,7.0,7.0,Tsuneishi Zosen,Japan,14.43,10/16/2017,11/26/2022
572,572,9442768,2019-04-10 07:47:20+00:00,2019-04-26 20:17:53+00:00,-35.117475,18.455211666666667,0,396.50916666666666,Far Eastern Jupiter,Bulk Carrier,2007,82655,228.99,32.26,Idle,Hong Kong,7.0,7.0,Tsuneishi Zosen,Japan,14.43,10/25/2015,1/24/2021
573,573,9442768,2019-06-07 02:23:49+00:00,2019-06-21 07:54:43+00:00,5.661573333333332,94.24185,0,341.515,Far Eastern Jupiter,Bulk Carrier,2007,82655,228.99,32.26,Idle,Hong Kong,7.0,7.0,Tsuneishi Zosen,Japan,14.43,10/25/2015,1/24/2021
574,574,9442768,2019-08-07 15:56:21+00:00,2019-08-25 12:41:35+00:00,-34.437886666666664,17.961078333333333,0,428.75388888888887,Far Eastern Jupiter,Bulk Carrier,2007,82655,228.99,32.26,Idle,Hong Kong,7.0,7.0,Tsuneishi Zosen,Japan,14.43,10/25/2015,1/24/2021
575,575,9442770,2019-09-08 04:56:24+00:00,2019-09-21 15:52:56+00:00,4.5633550000000005,92.68014833333334,0,322.9422222222222,Far Eastern Mercury,Bulk Carrier,2008,82509,228.99,32.26,In Service,Hong Kong,7.0,7.0,Tsuneishi Zosen,Japan,14.43,10/14/2020,10/07/2025
576,576,9443009,2019-07-13 08:23:04+00:00,2019-07-28 23:54:30+00:00,6.43925,95.25175,0,375.52388888888885,Toro,Bulk Carrier,2008,76636,224.94,32.26,In Service,Marshall Is.,7.0,7.0,Imabari SB Marugame,Japan,14.14,01/02/2016,01/01/2021
577,577,9443009,2019-10-01 23:58:05+00:00,2019-10-17 12:36:41+00:00,-33.93318333333333,26.13933333333333,0,372.64333333333326,Toro,Bulk Carrier,2008,76636,224.94,32.26,In Service,Marshall Is.,7.0,7.0,Imabari SB Marugame,Japan,14.14,01/02/2016,01/01/2021
578,578,9450909,2020-02-09 14:02:05+00:00,2020-02-27 15:58:22+00:00,6.223183333333332,95.10163333333334,0,433.9380555555555,Star Piera,Bulk Carrier,2010,91945,229.5,36.92,In Service,Malta,7.0,7.0,Sungdong SB,South Korea,14.7,08/06/2020,9/29/2025
579,579,9453406,2019-08-07 22:42:35+00:00,2019-08-30 23:31:02+00:00,6.233183333333334,93.20608333333334,0,552.8075,Mykonos Wave,Bulk Carrier,2012,87340,229.0,36.8,In Service,Cyprus,7.0,7.0,Hudong Zhonghua,China P.R.,14.22,2/23/2017,2/22/2022
580,580,9453494,2019-05-07 04:01:50+00:00,2019-05-21 07:57:21+00:00,4.663056666666667,93.24032,0,339.92527777777775,Pan Viva,Bulk Carrier,2010,75209,225.0,32.26,In Service,Panama,7.0,7.0,Jinglu Shipyard,China P.R.,14.2,7/17/2020,9/27/2025
581,581,9453494,2019-07-08 15:51:52+00:00,2019-07-28 06:22:06+00:00,-35.319181666666665,18.918776666666666,0,470.50388888888887,Pan Viva,Bulk Carrier,2010,75209,225.0,32.26,In Service,Panama,7.0,7.0,Jinglu Shipyard,China P.R.,14.2,7/17/2020,9/27/2025
582,582,9453509,2019-05-03 23:59:09+00:00,2019-05-23 01:22:09+00:00,-34.31250333333333,18.161321666666666,0,457.38333333333327,Proteas,Bulk Carrier,2010,93048,229.2,38.02,In Service,Liberia,7.0,7.0,CSC Jinling Shipyard,China P.R.,14.9,07/01/2020,9/29/2025
583,583,9453523,2019-11-08 15:59:16+00:00,2019-11-24 12:45:05+00:00,-33.73714833333333,26.951456666666665,0,380.7636111111111,Saronic Champion,Bulk Carrier,2011,93115,229.22,38.02,In Service,Liberia,7.0,7.0,CSC Jinling Shipyard,China P.R.,14.9,3/30/2016,3/29/2021
584,584,9453535,2019-12-16 19:18:37+00:00,2019-12-30 07:57:52+00:00,1.560838333333333,89.10849,0,324.65416666666664,Saronic Trader,Bulk Carrier,2011,93112,229.2,38.02,Idle,Liberia,7.0,7.0,CSC Jinling Shipyard,China P.R.,14.9,7/29/2016,7/28/2021
585,585,9454280,2019-08-12 07:56:01+00:00,2019-08-29 20:34:50+00:00,-35.99024,18.248878333333334,0,420.6469444444445,Navios Marco Polo,Bulk Carrier,2011,80647,224.9,32.26,In Service,Panama,7.0,7.0,Universal SB Maizuru,Japan,14.41,8/30/2016,9/28/2021
586,586,9454280,2019-09-21 23:58:37+00:00,2019-10-05 07:59:06+00:00,5.919580000000002,94.39031833333334,0,320.0080555555556,Navios Marco Polo,Bulk Carrier,2011,80647,224.9,32.26,In Service,Panama,7.0,7.0,Universal SB Maizuru,Japan,14.41,8/30/2016,9/28/2021
587,587,9454280,2019-11-18 07:59:26+00:00,2019-12-02 14:38:57+00:00,-33.7164,27.19769333333333,0,342.6586111111111,Navios Marco Polo,Bulk Carrier,2011,80647,224.9,32.26,In Service,Panama,7.0,7.0,Universal SB Maizuru,Japan,14.41,8/30/2016,9/28/2021
588,588,9457854,2019-09-13 00:20:13+00:00,2019-09-28 07:57:46+00:00,6.158948333333332,95.19715666666669,0,367.6258333333333,Marlene D'Amato,Bulk Carrier,2012,93207,230.0,38.0,In Service,Italy,7.0,7.0,Jiangsu New YZJ,China P.R.,14.9,02/10/2017,1/16/2022
589,589,9458767,2019-06-15 07:59:26+00:00,2019-07-04 15:20:37+00:00,-33.136025,17.763083333333334,0,463.35305555555567,Great Aspiration,Bulk Carrier,2010,93297,229.2,38.02,Idle,Hong Kong,7.0,7.0,CSC Jinling Shipyard,China P.R.,14.9,11/11/2019,1/17/2025
590,590,9458781,2019-05-03 11:20:54+00:00,2019-05-17 15:55:47+00:00,4.93014,93.34641166666668,0,340.5813888888889,Great Animation,Bulk Carrier,2011,93203,229.2,38.02,In Service,Hong Kong,7.0,7.0,CSC Jinling Shipyard,China P.R.,14.9,11/30/2015,11/29/2020
591,591,9460590,2019-12-16 07:52:24+00:00,2020-01-02 23:25:22+00:00,-35.44654666666667,19.047388333333334,0,423.54944444444436,Sakizaya Wisdom,Bulk Carrier,2011,76457,225.0,32.26,In Service,Panama,7.0,7.0,Oshima Shipbuilding,Japan,14.1,6/14/2016,9/14/2021
592,592,9460904,2019-06-16 05:27:23+00:00,2019-06-30 07:55:30+00:00,6.25395,95.32365,0,338.4686111111111,One Ocean,Bulk Carrier,2009,82654,228.99,32.26,In Service,Cyprus,7.0,7.0,Tsuneishi Zosen,Japan,14.43,04/08/2019,4/27/2024
593,593,9460904,2019-08-04 15:57:40+00:00,2019-08-23 13:59:16+00:00,-34.93986666666667,17.812466666666666,0,454.0266666666666,One Ocean,Bulk Carrier,2009,82654,228.99,32.26,In Service,Cyprus,7.0,7.0,Tsuneishi Zosen,Japan,14.43,04/08/2019,4/27/2024
594,594,9461063,2019-06-11 07:53:42+00:00,2019-06-29 23:01:17+00:00,-35.04991500000001,18.718675,0,447.12638888888887,Panagiotis,Bulk Carrier,2010,80717,229.0,32.24,In Service,Marshall Is.,7.0,7.0,STX SB (Jinhae),South Korea,14.45,12/06/2015,12/05/2020
595,595,9461099,2019-06-11 23:59:20+00:00,2019-06-29 06:04:21+00:00,-33.915016666666666,25.965066666666665,0,414.08361111111117,KM Hongkong,Bulk Carrier,2010,82131,228.99,32.26,In Service,Liberia,7.0,7.0,Tsuneishi Zosen,Japan,14.43,12/14/2015,12/09/2020
596,596,9461099,2019-10-16 07:58:44+00:00,2019-11-02 07:41:34+00:00,-35.05813333333333,18.864266666666666,0,407.71388888888885,KM Hongkong,Bulk Carrier,2010,82131,228.99,32.26,In Service,Liberia,7.0,7.0,Tsuneishi Zosen,Japan,14.43,12/14/2015,12/09/2020
597,597,9461116,2019-06-21 15:59:03+00:00,2019-07-04 23:52:42+00:00,-35.58069166666667,31.440590000000004,0,319.89416666666665,Chorus,Bulk Carrier,2011,82181,228.99,32.26,In Service,Panama,7.0,7.0,Tsuneishi Zosen,Japan,14.43,12/22/2015,1/17/2021
598,598,9461116,2019-12-16 15:54:11+00:00,2020-01-01 23:48:30+00:00,-35.79817833333333,29.449006666666666,0,391.90527777777777,Chorus,Bulk Carrier,2011,82181,228.99,32.26,In Service,Panama,7.0,7.0,Tsuneishi Zosen,Japan,14.43,12/22/2015,1/17/2021
599,599,9461128,2019-05-06 19:36:22+00:00,2019-05-21 07:57:53+00:00,4.906138333333334,93.48184,0,348.35861111111114,Nea Tyhi,Bulk Carrier,2009,82211,228.99,32.26,In Service,Bahamas,7.0,7.0,Tsuneishi Zosen,Japan,14.43,11/06/2019,11/23/2024
600,600,9461128,2019-08-15 13:40:41+00:00,2019-08-27 15:40:53+00:00,2.8125716666666665,90.865925,0,290.00333333333333,Nea Tyhi,Bulk Carrier,2009,82211,228.99,32.26,In Service,Bahamas,7.0,7.0,Tsuneishi Zosen,Japan,14.43,11/06/2019,11/23/2024
601,601,9461128,2019-10-04 07:52:16+00:00,2019-10-18 22:06:00+00:00,-35.99923166666667,19.418936666666667,0,350.22888888888883,Nea Tyhi,Bulk Carrier,2009,82211,228.99,32.26,In Service,Bahamas,7.0,7.0,Tsuneishi Zosen,Japan,14.43,11/06/2019,11/23/2024
602,602,9461130,2019-10-06 15:58:01+00:00,2019-10-22 06:55:00+00:00,-35.748371666666664,29.581496666666666,0,374.9497222222223,Medusa,Bulk Carrier,2010,82194,228.99,32.26,In Service,Marshall Is.,7.0,7.0,Tsuneishi Zosen,Japan,14.43,5/23/2020,4/27/2025
603,603,9461154,2019-04-19 15:58:54+00:00,2019-05-07 07:38:03+00:00,-34.55523,18.28974833333333,0,423.6525,Lowlands Kamsar,Bulk Carrier,2010,82206,228.99,32.26,In Service,Panama,7.0,7.0,Tsuneishi Zosen,Japan,14.43,8/27/2020,8/26/2025
604,604,9461192,2019-07-04 23:46:39+00:00,2019-07-24 13:42:33+00:00,-34.92810333333333,18.473846666666667,0,469.93166666666673,Aeolian Fortune,Bulk Carrier,2011,82099,228.99,32.26,In Service,Cyprus,7.0,7.0,Tsuneishi Zosen,Japan,14.43,10/15/2016,9/26/2021
605,605,9461221,2019-09-07 23:58:50+00:00,2019-09-23 15:05:56+00:00,-35.132155,19.336158333333334,0,375.1183333333333,Hakuta,Bulk Carrier,2011,82165,228.99,32.26,In Service,Panama,7.0,7.0,Tsuneishi Zosen,Japan,14.43,10/06/2015,12/15/2020
606,606,9461233,2019-04-02 07:48:18+00:00,2019-04-21 15:50:43+00:00,-34.92161333333333,17.873478333333335,0,464.04027777777776,Magnolia,Bulk Carrier,2011,82165,228.99,32.26,In Service,Panama,7.0,7.0,Tsuneishi Zosen,Japan,14.43,11/06/2015,11/05/2020
607,607,9461233,2019-06-05 04:26:20+00:00,2019-06-19 23:41:17+00:00,5.667888333333333,94.23952666666666,0,355.2491666666667,Magnolia,Bulk Carrier,2011,82165,228.99,32.26,In Service,Panama,7.0,7.0,Tsuneishi Zosen,Japan,14.43,11/06/2015,11/05/2020
608,608,9461312,2020-01-22 23:57:35+00:00,2020-02-08 07:24:03+00:00,-35.73377,18.876066666666667,0,391.4411111111111,Key Hunter,Bulk Carrier,2011,82099,228.99,32.26,In Service,Panama,7.0,7.0,Tsuneishi Zosen,Japan,14.43,7/23/2016,05/10/2021
609,609,9461324,2019-05-13 07:58:04+00:00,2019-05-28 07:44:08+00:00,-35.868825,30.33835833333333,0,359.7677777777778,Golden Jake,Bulk Carrier,2011,82188,228.99,32.26,In Service,Marshall Is.,7.0,7.0,Tsuneishi Zosen,Japan,14.43,04/11/2016,3/29/2021
