,Imo,RecievedTime,FinishedRecievedTime,Latitude,Longitude,NavStatus,SailTime
605,9461221,2019-09-07 23:58:50+00:00,2019-09-23 15:05:56+00:00,-35.132155,19.336158333333334,0,375.11833333333334
606,9461233,2019-04-02 07:48:18+00:00,2019-04-21 15:50:43+00:00,-34.92161333333333,17.873478333333335,0,464.04027777777776
607,9461233,2019-06-05 04:26:20+00:00,2019-06-19 23:41:17+00:00,5.667888333333333,94.23952666666666,0,355.24916666666667
608,9461312,2020-01-22 23:57:35+00:00,2020-02-08 07:24:03+00:00,-35.73377,18.876066666666667,0,391.4411111111111
609,9461324,2019-05-13 07:58:04+00:00,2019-05-28 07:44:08+00:00,-35.868825,30.33835833333333,0,359.7677777777778
610,9461336,2019-08-04 23:45:21+00:00,2019-08-23 05:11:50+00:00,-35.16370333333333,19.435901666666666,0,437.44138888888887
611,9461350,2019-07-13 15:48:36+00:00,2019-07-31 12:51:14+00:00,-35.14934,19.438773333333334,0,429.0438888888889
612,9461362,2019-11-09 12:49:55+00:00,2019-11-22 15:42:10+00:00,5.481018333333332,93.779565,0,314.87083333333334
613,9461362,2019-12-22 15:45:56+00:00,2020-01-09 12:37:55+00:00,-35.18515166666667,18.798185,0,428.8663888888889
614,9461453,2019-04-17 07:53:08+00:00,2019-05-03 14:53:00+00:00,-35.00479833333333,17.880325,0,390.9977777777778
615,9464390,2019-05-01 07:55:56+00:00,2019-05-21 13:27:26+00:00,-35.941433333333336,19.852716666666666,0,485.525
616,9464390,2019-09-12 23:55:42+00:00,2019-10-01 01:12:34+00:00,-35.422916666666666,17.704,0,433.2811111111111
617,9464390,2020-02-01 23:59:23+00:00,2020-02-20 01:15:40+00:00,-35.41828333333333,17.763016666666665,0,433.2713888888889
618,9464417,2019-10-13 23:53:55+00:00,2019-10-30 03:20:41+00:00,-35.04794166666667,19.028381666666668,0,387.4461111111111
619,9464508,2019-08-12 07:59:02+00:00,2019-08-29 20:35:36+00:00,-34.89623333333333,18.667,0,420.6094444444444
620,9464508,2019-12-29 15:57:55+00:00,2020-01-14 07:54:05+00:00,-35.80833333333333,28.811366666666668,0,375.93611111111113
621,9464510,2019-11-03 07:59:19+00:00,2019-11-18 13:52:59+00:00,-35.66283333333333,25.588666666666665,0,365.89444444444445
622,9464780,2019-08-13 23:59:19+00:00,2019-08-29 14:30:50+00:00,-33.96845,27.0206,0,374.5252777777778
623,9464895,2019-05-14 12:07:55+00:00,2019-05-31 15:46:24+00:00,-35.6618,21.04495,0,411.6413888888889
624,9464895,2019-12-08 23:59:53+00:00,2019-12-25 15:23:34+00:00,-33.70693333333333,26.848766666666666,0,399.39472222222224
625,9465710,2019-08-27 15:14:23+00:00,2019-09-09 07:57:52+00:00,4.436771666666667,92.93570833333334,0,304.7247222222222
626,9465710,2019-10-26 23:50:02+00:00,2019-11-11 04:19:37+00:00,-35.992461666666664,23.637764999999998,0,364.49305555555554
627,9465772,2019-08-28 23:50:42+00:00,2019-09-13 14:59:31+00:00,-35.955635,19.004811666666665,0,375.14694444444444
628,9465784,2019-11-17 23:21:00+00:00,2019-12-05 01:31:27+00:00,-35.21926166666667,18.11542,0,410.1741666666667
629,9469493,2019-04-13 07:56:12+00:00,2019-04-30 21:49:27+00:00,-35.36678833333333,18.122411666666668,0,421.8875
630,9469493,2019-08-21 23:31:58+00:00,2019-09-09 22:28:29+00:00,-35.15981166666667,17.923661666666668,0,454.94194444444446
631,9469493,2019-10-26 13:39:20+00:00,2019-11-10 07:46:17+00:00,4.26369,92.981915,0,354.11583333333334
632,9469493,2019-12-22 15:58:44+00:00,2020-01-10 11:41:16+00:00,-33.923426666666664,26.07982833333333,0,451.7088888888889
633,9469508,2019-08-26 15:59:41+00:00,2019-09-12 02:01:07+00:00,-33.936173333333336,26.15605666666667,0,394.0238888888889
634,9469510,2019-04-02 22:55:12+00:00,2019-04-16 15:51:51+00:00,2.830325,90.54190666666666,0,328.94416666666666
635,9470064,2019-11-05 15:56:22+00:00,2019-11-23 06:31:02+00:00,-35.981770000000004,20.295511666666666,0,422.5777777777778
636,9470492,2019-05-09 01:43:10+00:00,2019-05-22 23:40:01+00:00,5.174268333333333,93.54853666666666,0,333.9475
637,9470492,2019-07-01 07:50:33+00:00,2019-07-18 07:07:23+00:00,-35.643096666666665,18.574966666666672,0,407.28055555555557
638,9470507,2019-11-09 23:59:53+00:00,2019-11-28 13:27:32+00:00,-34.746091666666665,17.794566666666668,0,445.4608333333333
639,9470507,2019-12-22 07:07:16+00:00,2020-01-04 23:55:07+00:00,6.086473333333332,90.69457,0,328.7975
640,9470507,2020-02-04 23:56:53+00:00,2020-02-18 21:14:49+00:00,-35.46956833333333,28.91876833333333,0,333.2988888888889
641,9471240,2019-04-15 23:42:21+00:00,2019-05-02 15:22:00+00:00,-35.9921,28.29628333333333,0,399.66083333333336
642,9471240,2019-07-20 15:57:50+00:00,2019-08-08 15:28:20+00:00,-35.12971666666667,19.15,0,455.5083333333333
643,9471264,2019-10-06 06:19:05+00:00,2019-10-25 23:53:05+00:00,5.9322,95.62735,0,473.56666666666666
644,9471276,2019-04-30 15:46:34+00:00,2019-05-17 15:38:01+00:00,-35.758233333333344,27.90231666666667,0,407.8575
645,9473121,2019-06-06 07:42:46+00:00,2019-06-27 14:57:28+00:00,-35.220758333333336,18.49353333333333,0,511.245
646,9473145,2019-12-14 07:44:44+00:00,2019-12-30 21:43:18+00:00,-35.229868333333336,18.361201666666666,0,397.9761111111111
647,9473157,2019-10-04 15:36:22+00:00,2019-10-22 23:21:49+00:00,-35.88487,19.877733333333328,0,439.7575
648,9473341,2019-07-24 15:37:36+00:00,2019-08-13 00:48:06+00:00,-33.765771666666666,17.762385000000002,0,465.175
649,9474682,2019-06-24 23:55:35+00:00,2019-07-15 14:19:55+00:00,-35.19453166666667,18.779546666666672,0,494.40555555555557
650,9474682,2019-09-21 05:51:22+00:00,2019-10-07 07:54:10+00:00,4.827023333333333,93.58882166666666,0,386.0466666666667
651,9474682,2019-11-25 23:59:24+00:00,2019-12-12 04:53:54+00:00,-34.95769666666666,18.112070000000003,0,388.90833333333336
652,9474682,2019-12-28 04:53:55+00:00,2020-01-12 07:52:36+00:00,5.678694999999999,94.1208,0,362.97805555555556
653,9474694,2019-07-30 02:14:42+00:00,2019-08-14 07:58:18+00:00,5.950394999999999,95.678315,0,365.7266666666667
654,9474694,2019-10-06 15:42:34+00:00,2019-10-22 23:59:34+00:00,-35.464345,17.747621666666667,0,392.28333333333336
655,9474694,2019-11-09 11:11:01+00:00,2019-11-23 23:56:50+00:00,4.986861666666667,93.82616166666666,0,348.7636111111111
656,9474711,2019-08-14 07:59:48+00:00,2019-08-30 23:28:28+00:00,-34.55407333333333,18.77137833333333,0,399.47777777777776
657,9474723,2019-05-07 19:50:33+00:00,2019-05-21 07:58:43+00:00,6.230106666666668,95.46893166666666,0,324.1361111111111
658,9476953,2019-05-09 23:53:18+00:00,2019-05-27 05:55:59+00:00,-35.72188333333333,18.4924,0,414.0447222222222
659,9476953,2019-09-30 12:59:47+00:00,2019-10-14 07:45:45+00:00,4.3468,92.23901666666669,0,330.7661111111111
660,9478200,2019-12-30 23:52:22+00:00,2020-01-19 06:00:32+00:00,-35.22428333333333,18.967171666666665,0,462.1361111111111
661,9479319,2019-06-03 14:39:53+00:00,2019-06-18 07:54:54+00:00,4.3711400000000005,92.18703666666669,0,353.2502777777778
662,9479319,2019-07-18 23:58:58+00:00,2019-08-03 06:42:39+00:00,-34.852925,18.727876666666667,0,366.72805555555556
663,9479319,2019-09-05 23:21:27+00:00,2019-09-19 15:44:44+00:00,5.588206666666666,93.82890833333332,0,328.3880555555556
664,9479319,2019-11-16 15:59:23+00:00,2019-12-02 14:39:30+00:00,-33.83540166666667,26.72433166666667,0,382.6686111111111
665,9479321,2019-07-21 15:42:07+00:00,2019-08-07 16:21:04+00:00,-34.51554,26.03151833333333,2,408.64916666666664
666,9479321,2020-02-11 23:47:34+00:00,2020-02-27 14:28:13+00:00,-35.34863166666667,31.545386666666666,0,374.6775
667,9479333,2019-06-03 15:59:24+00:00,2019-06-20 23:08:25+00:00,-34.67464833333333,25.13624166666667,0,415.1502777777778
668,9480540,2019-04-17 23:57:26+00:00,2019-05-04 13:57:07+00:00,-34.02956666666667,26.46047666666667,0,397.9947222222222
669,9480540,2020-01-12 13:20:37+00:00,2020-01-28 07:40:34+00:00,5.555961666666668,94.18764499999999,0,378.3325
670,9481441,2020-01-20 23:52:15+00:00,2020-02-07 07:10:57+00:00,-34.89903333333333,17.7937,0,415.31166666666667
671,9483499,2019-10-01 23:58:24+00:00,2019-10-21 23:49:24+00:00,-33.9335,26.51231666666667,0,479.85
672,9483542,2019-06-25 15:59:52+00:00,2019-07-14 22:56:40+00:00,-35.275366666666656,18.610205,0,462.94666666666666
673,9483542,2019-10-24 15:54:57+00:00,2019-11-12 01:52:37+00:00,-35.88065,17.902008333333335,0,441.9611111111111
674,9485021,2019-04-16 14:55:55+00:00,2019-04-30 07:41:19+00:00,3.987868333333333,91.989975,0,328.75666666666666
675,9485021,2019-06-03 15:47:54+00:00,2019-06-21 20:47:15+00:00,-35.06849166666667,19.14764333333333,0,436.9891666666667
676,9485021,2019-12-29 07:53:29+00:00,2020-01-15 15:49:38+00:00,-35.15018666666667,18.99571,0,415.93583333333333
677,9487615,2019-09-02 15:59:50+00:00,2019-09-24 23:07:22+00:00,-34.598045,18.730486666666668,0,535.1255555555556
678,9487627,2019-09-01 23:55:09+00:00,2019-09-23 05:43:10+00:00,-35.349176666666665,18.05359,0,509.80027777777775
679,9488475,2019-06-03 15:43:24+00:00,2019-06-20 14:15:25+00:00,-33.53208333333333,30.48958333333333,0,406.5336111111111
680,9488803,2019-10-09 05:15:10+00:00,2019-10-23 07:58:50+00:00,3.228506666666666,90.59694833333332,0,338.72777777777776
681,9489041,2019-09-05 05:37:45+00:00,2019-09-18 07:58:32+00:00,5.376236666666666,94.35045333333332,0,314.3463888888889
682,9490117,2019-10-08 15:55:02+00:00,2019-10-23 23:34:01+00:00,-35.72574,28.953216666666666,0,367.64972222222224
683,9490454,2019-07-31 23:54:34+00:00,2019-08-19 06:38:13+00:00,-34.98457333333333,18.24137,0,438.7275
684,9490466,2019-04-24 23:59:34+00:00,2019-05-13 13:57:44+00:00,-33.91901,25.87431166666667,0,445.96944444444443
685,9490466,2019-09-09 22:27:39+00:00,2019-09-23 15:45:46+00:00,3.5718283333333334,91.38376333333332,0,329.3019444444444
686,9490466,2019-11-21 07:45:04+00:00,2019-12-10 05:40:14+00:00,-35.47195333333333,18.645336666666665,0,453.9194444444444
687,9491288,2019-05-13 07:53:29+00:00,2019-06-01 06:37:59+00:00,-34.75211333333333,18.111651666666667,0,454.7416666666667
688,9491288,2019-09-01 15:54:45+00:00,2019-09-21 15:15:56+00:00,-35.267986666666665,18.782723333333333,0,479.35305555555556
689,9491288,2019-10-10 02:20:19+00:00,2019-10-25 07:55:53+00:00,6.019281666666667,95.50405500000001,0,365.59277777777777
690,9491288,2019-11-30 15:57:03+00:00,2019-12-18 14:40:35+00:00,-35.79520833333333,22.794896666666666,0,430.72555555555556
691,9492074,2019-09-05 07:29:38+00:00,2019-09-25 13:28:25+00:00,-34.833725,17.713318333333333,0,485.9797222222222
692,9492074,2019-11-15 15:59:50+00:00,2019-12-01 14:59:51+00:00,-33.923161666666665,26.1696,0,383.0002777777778
693,9492086,2019-10-13 07:59:37+00:00,2019-10-30 03:21:46+00:00,-33.79163166666667,26.96187166666667,0,403.3691666666667
694,9492517,2019-06-08 21:32:24+00:00,2019-06-23 15:47:22+00:00,3.9537216666666666,91.90094166666668,0,354.24944444444446
695,9492517,2019-08-09 15:58:54+00:00,2019-08-29 13:16:12+00:00,-34.06074333333333,18.181395000000002,0,477.28833333333336
696,9492725,2019-07-30 07:48:17+00:00,2019-08-17 13:41:26+00:00,-35.073045,17.874911666666666,0,437.8858333333333
697,9492725,2019-09-14 23:24:01+00:00,2019-09-27 07:35:45+00:00,3.171588333333333,90.92437666666666,0,296.19555555555553
698,9492725,2019-11-04 15:55:21+00:00,2019-11-21 22:08:01+00:00,-35.27725,18.665811666666666,0,414.2111111111111
