,Unnamed: 0,Imo,RecievedTime,Latitude,Longitude,NavStatus,FullWaitTime,UnderwayCount,WaitingCount,MooredCount,OtherCount,FinishedCount,name,type,built,dwt,loa,beam,status,flagState,holdsTotal,hatchesToNo,shipBuilder,shipBuilderCountry,draughtMeters,lastHullSurveyDate,hullSurveyDueDate
0,0,9220201,2019-06-21 23:59:11+00:00,-20.081883333333334,118.61506666666666,1,0 days 16:00:13.000000000,70,36,27,0,700,SAMC Eddie,Bulk Carrier,2002,175775,289.03,45.0,In Service,Panama,9.0,9.0,CSBC (Kaohsiung),Taiwan,17.78,,
1,1,9220213,2019-05-24 07:57:46+00:00,-20.15035,118.53699333333331,1,0 days 08:02:04.000000000,53,33,30,0,454,Newcastle Express,Bulk Carrier,2002,175775,289.0,45.0,In Service,Hong Kong,9.0,9.0,CSBC (Kaohsiung),Taiwan,17.78,,
2,2,9220225,2019-04-21 07:59:35+00:00,-20.10705,118.588475,1,12 days 23:58:57.000000000,29,39,21,0,198,China Steel Integrity,Bulk Carrier,2002,175775,289.0,45.0,Idle,Panama,9.0,9.0,CSBC (Kaohsiung),Taiwan,17.78,10/30/2017,10/31/2022
3,3,9220237,2020-02-01 07:58:15+00:00,-20.121125,118.58431166666666,1,15 days 00:01:25.000000000,34,37,26,0,2433,China Steel Responsibility,Bulk Carrier,2003,175775,289.0,45.0,In Service,Panama,9.0,9.0,CSBC (Kaohsiung),Taiwan,17.78,11/11/2017,1/29/2023
4,4,9267089,2020-01-02 23:59:39+00:00,-20.095766666666666,118.6075,1,42 days 15:58:39.000000000,62,22,27,0,2224,Cook Strait,Bulk Carrier,2004,31894,175.53,29.4,In Service,Hong Kong,5.0,5.0,Hakodate Dock,Japan,9.64,09/09/2019,08/04/2024
5,5,9268473,2019-06-18 07:57:48+00:00,-20.085116666666668,118.52076666666666,1,5 days 08:02:00.000000000,69,34,31,0,666,Aigaion,Bulk Carrier,2004,170081,288.97,44.98,In Service,Greece,9.0,9.0,Hyundai Samho HI,South Korea,17.9,5/29/2019,04/01/2024
6,6,9268796,2019-04-12 23:59:11+00:00,-20.082933333333333,118.51058333333332,1,16 days 23:58:58.000000000,22,26,19,0,128,Cape Mars,Bulk Carrier,2003,175882,289.0,45.0,Idle,Singapore,9.0,9.0,CSBC (Kaohsiung),Taiwan,17.78,7/30/2018,07/10/2023
7,7,9269063,2019-06-09 23:59:17+00:00,-20.0809,118.61421666666666,1,2 days 15:59:07.000000000,64,28,29,0,597,Berge Weisshorn,Bulk Carrier,2004,171075,288.88,45.0,In Service,Isle of Man,9.0,9.0,Hyundai HI (Ulsan),South Korea,17.72,5/30/2019,01/06/2024
8,8,9271559,2019-03-28 07:58:40+00:00,-20.120685,118.56964166666668,1,9 days 00:00:33.000000000,2,26,13,0,5,Cape Kori,Bulk Carrier,2004,203277,299.95,50.0,In Service,Liberia,9.0,9.0,Universal SB Ariake,Japan,17.91,05/05/2017,05/04/2022
9,9,9271559,2019-05-12 23:55:48+00:00,-20.081631666666667,118.57395,1,7 days 08:02:00.000000000,48,22,21,0,369,Cape Kori,Bulk Carrier,2004,203277,299.95,50.0,In Service,Liberia,9.0,9.0,Universal SB Ariake,Japan,17.91,05/05/2017,05/04/2022
10,10,9271597,2019-06-14 07:51:11+00:00,-20.067921666666667,118.566315,1,2 days 16:06:29.000000000,68,22,31,0,631,Shin Onoe,Bulk Carrier,2004,203248,299.95,50.0,In Service,Japan,9.0,9.0,Universal SB (Tsu),Japan,17.91,08/02/2019,8/18/2024
11,11,9271597,2019-10-03 23:58:14+00:00,-20.076905,118.512285,1,1 days 00:01:37.000000000,68,37,32,0,1507,Shin Onoe,Bulk Carrier,2004,203248,299.95,50.0,In Service,Japan,9.0,9.0,Universal SB (Tsu),Japan,17.91,08/02/2019,8/18/2024
12,12,9271638,2019-08-30 15:58:10+00:00,-20.106783333333333,118.63435,1,1 days 00:01:21.000000000,66,17,29,0,1246,Sea Coen,Bulk Carrier,2005,176269,289.0,45.0,In Service,Marshall Is.,9.0,9.0,Universal SB (Tsu),Japan,17.85,07/01/2020,08/08/2025
13,13,9273985,2019-04-23 15:59:30+00:00,-20.129333333333328,118.53205,0,9 days 15:58:37.000000000,31,44,20,0,214,Berge Dinara,Bulk Carrier,2005,203163,299.95,50.0,In Service,Liberia,9.0,9.0,Universal SB (Tsu),Japan,17.91,05/12/2017,6/28/2022
14,14,9273985,2019-07-13 23:59:55+00:00,-20.1051,118.56108333333331,1,1 days 23:59:24.000000000,69,16,26,0,878,Berge Dinara,Bulk Carrier,2005,203163,299.95,50.0,In Service,Liberia,9.0,9.0,Universal SB (Tsu),Japan,17.91,05/12/2017,6/28/2022
15,15,9273985,2019-10-24 23:58:16+00:00,-20.104266666666668,118.5145,1,4 days 08:00:40.000000000,67,25,34,0,1658,Berge Dinara,Bulk Carrier,2005,203163,299.95,50.0,In Service,Liberia,9.0,9.0,Universal SB (Tsu),Japan,17.91,05/12/2017,6/28/2022
16,16,9273985,2019-12-01 23:55:27+00:00,-20.08655,118.51926666666668,1,3 days 16:03:38.000000000,55,28,27,0,1954,Berge Dinara,Bulk Carrier,2005,203163,299.95,50.0,In Service,Liberia,9.0,9.0,Universal SB (Tsu),Japan,17.91,05/12/2017,6/28/2022
17,17,9273985,2020-01-09 07:57:14+00:00,-20.07055,118.61073333333331,1,0 days 16:01:13.000000000,64,25,29,0,2261,Berge Dinara,Bulk Carrier,2005,203163,299.95,50.0,In Service,Liberia,9.0,9.0,Universal SB (Tsu),Japan,17.91,05/12/2017,6/28/2022
18,18,9276731,2019-03-29 07:59:01+00:00,-20.081683333333334,118.51403333333332,1,3 days 23:59:12.000000000,1,39,10,0,12,Cherry Point,Bulk Carrier,2003,29738,170.7,27.0,In Service,Hong Kong,5.0,5.0,Shikoku Dock.,Japan,9.72,11/20/2017,1/19/2023
19,19,9278636,2019-06-01 15:58:04+00:00,-20.099916666666665,118.52028333333334,1,2 days 16:00:16.000000000,58,24,33,0,523,Azul Cielo,Bulk Carrier,2005,203195,299.95,50.0,In Service,Panama,9.0,9.0,Universal SB (Tsu),Japan,17.91,5/21/2018,5/20/2023
20,20,9278636,2019-07-05 07:59:13+00:00,-20.149833333333333,118.53688333333334,1,0 days 07:59:09.000000000,74,20,29,0,811,Azul Cielo,Bulk Carrier,2005,203195,299.95,50.0,In Service,Panama,9.0,9.0,Universal SB (Tsu),Japan,17.91,5/21/2018,5/20/2023
21,21,9278636,2019-08-14 07:59:31+00:00,-20.066233333333333,118.58831666666669,1,6 days 16:00:04.000000000,59,28,24,0,1120,Azul Cielo,Bulk Carrier,2005,203195,299.95,50.0,In Service,Panama,9.0,9.0,Universal SB (Tsu),Japan,17.91,5/21/2018,5/20/2023
22,22,9278636,2020-01-30 15:57:27+00:00,-20.080966666666665,118.62345,1,3 days 00:00:09.000000000,36,44,25,0,2420,Azul Cielo,Bulk Carrier,2005,203195,299.95,50.0,In Service,Panama,9.0,9.0,Universal SB (Tsu),Japan,17.91,5/21/2018,5/20/2023
23,23,9279393,2019-05-13 07:59:04+00:00,-20.15769,118.537375,1,0 days 07:59:36.000000000,45,18,28,0,371,Vathy,Ore Carrier,2004,229186,319.5,54.0,In Service,Bahamas,9.0,9.0,Namura Shipbuilding,Japan,18.1,4/28/2019,5/25/2024
24,24,9279393,2019-06-20 23:59:29+00:00,-20.076766666666668,118.52019,1,1 days 08:00:18.000000000,72,33,29,0,692,Vathy,Ore Carrier,2004,229186,319.5,54.0,In Service,Bahamas,9.0,9.0,Namura Shipbuilding,Japan,18.1,4/28/2019,5/25/2024
25,25,9279393,2019-07-25 23:59:14+00:00,-20.12593333333333,118.52756833333332,1,0 days 15:58:32.000000000,58,22,29,0,960,Vathy,Ore Carrier,2004,229186,319.5,54.0,In Service,Bahamas,9.0,9.0,Namura Shipbuilding,Japan,18.1,4/28/2019,5/25/2024
26,26,9279393,2019-09-01 23:57:53+00:00,-20.12336,118.58388333333332,1,2 days 08:00:01.000000000,68,13,29,0,1266,Vathy,Ore Carrier,2004,229186,319.5,54.0,In Service,Bahamas,9.0,9.0,Namura Shipbuilding,Japan,18.1,4/28/2019,5/25/2024
27,27,9281906,2019-03-29 07:59:54+00:00,-20.09628333333333,118.61025,1,3 days 23:58:56.000000000,4,40,10,0,12,Cape Acacia,Bulk Carrier,2005,206237,299.94,50.0,In Service,Japan,9.0,9.0,Imabari SB Saijo,Japan,18.1,08/02/2017,08/01/2022
28,28,9281906,2019-06-30 23:57:13+00:00,-20.150466666666667,118.54061666666666,1,0 days 08:01:13.000000000,73,26,28,0,781,Cape Acacia,Bulk Carrier,2005,206237,299.94,50.0,In Service,Japan,9.0,9.0,Imabari SB Saijo,Japan,18.1,08/02/2017,08/01/2022
29,29,9281906,2019-08-10 23:58:26+00:00,-20.15105,118.53283333333331,1,0 days 07:59:04.000000000,61,20,27,0,1088,Cape Acacia,Bulk Carrier,2005,206237,299.94,50.0,In Service,Japan,9.0,9.0,Imabari SB Saijo,Japan,18.1,08/02/2017,08/01/2022
30,30,9281906,2020-02-02 07:55:22+00:00,-20.082566666666665,118.51593333333334,1,2 days 00:04:14.000000000,35,38,23,0,2443,Cape Acacia,Bulk Carrier,2005,206237,299.94,50.0,In Service,Japan,9.0,9.0,Imabari SB Saijo,Japan,18.1,08/02/2017,08/01/2022
31,31,9286803,2019-05-26 23:59:54+00:00,-20.065466666666666,118.56723333333332,0,6 days 07:59:55.000000000,56,29,28,0,479,Maran Pioneer,Bulk Carrier,2004,171681,289.0,45.0,In Service,Greece,9.0,9.0,Daewoo (DSME),South Korea,17.92,08/06/2019,08/05/2024
32,32,9295012,2019-04-19 23:55:03+00:00,-20.07435,118.52823333333332,1,13 days 00:02:34.000000000,28,40,21,0,181,Maran Explorer,Bulk Carrier,2007,171926,289.0,45.0,In Service,Greece,9.0,9.0,Daewoo (DSME),South Korea,17.92,6/13/2020,06/12/2025
33,33,9295012,2019-06-12 15:58:21+00:00,-20.072216666666666,118.52298333333331,1,2 days 15:58:57.000000000,66,24,33,0,618,Maran Explorer,Bulk Carrier,2007,171926,289.0,45.0,In Service,Greece,9.0,9.0,Daewoo (DSME),South Korea,17.92,6/13/2020,06/12/2025
34,34,9295012,2019-12-13 15:58:29+00:00,-20.074216666666672,118.52733333333332,0,1 days 00:00:46.000000000,59,18,29,0,2048,Maran Explorer,Bulk Carrier,2007,171926,289.0,45.0,In Service,Greece,9.0,9.0,Daewoo (DSME),South Korea,17.92,6/13/2020,06/12/2025
35,35,9296212,2019-08-22 07:58:02+00:00,-20.081566666666667,118.58711666666666,1,2 days 23:59:54.000000000,64,25,24,0,1180,Mount Ophir,Bulk Carrier,2004,180181,288.93,45.0,In Service,Liberia,9.0,9.0,Imabari SB Saijo,Japan,18.17,2/19/2019,1/20/2024
36,36,9298480,2019-08-13 23:59:57+00:00,-20.096433333333334,118.5136,1,4 days 23:58:24.000000000,60,26,25,0,1116,Tian Lu Hai,Bulk Carrier,2005,174398,289.0,45.05,In Service,China P.R.,9.0,9.0,Shanghai Waigaoqiao,China P.R.,18.1,7/30/2019,09/04/2024
37,37,9300207,2019-10-07 23:57:51+00:00,-20.12181333333333,118.57968166666667,1,4 days 00:01:00.000000000,69,30,38,0,1529,Blue Cecil,Bulk Carrier,2004,32564,177.0,28.4,In Service,Hong Kong,5.0,5.0,Kanda Zosensho,Japan,10.02,1/22/2020,12/14/2024
38,38,9300582,2019-06-15 23:57:18+00:00,-20.082216666666667,118.53561666666668,1,0 days 08:02:32.000000000,68,30,29,0,646,Cape Hawk,Bulk Carrier,2006,176996,288.97,45.0,In Service,Liberia,9.0,9.0,Namura Shipbuilding,Japan,17.96,9/27/2016,10/03/2021
39,39,9300582,2019-07-29 23:56:02+00:00,-20.095916666666668,118.62673333333332,1,1 days 08:03:33.000000000,55,24,27,0,992,Cape Hawk,Bulk Carrier,2006,176996,288.97,45.0,In Service,Liberia,9.0,9.0,Namura Shipbuilding,Japan,17.96,9/27/2016,10/03/2021
40,40,9300582,2019-09-02 07:57:53+00:00,-20.108066666666666,118.50961666666667,1,1 days 00:00:30.000000000,66,15,26,0,1270,Cape Hawk,Bulk Carrier,2006,176996,288.97,45.0,In Service,Liberia,9.0,9.0,Namura Shipbuilding,Japan,17.96,9/27/2016,10/03/2021
41,41,9300582,2019-10-02 23:57:55+00:00,-20.107233333333333,118.57875,1,2 days 00:01:20.000000000,68,32,33,0,1498,Cape Hawk,Bulk Carrier,2006,176996,288.97,45.0,In Service,Liberia,9.0,9.0,Namura Shipbuilding,Japan,17.96,9/27/2016,10/03/2021
42,42,9300582,2019-12-19 15:58:04+00:00,-20.083266666666667,118.51378333333334,1,2 days 16:00:23.000000000,62,26,27,0,2097,Cape Hawk,Bulk Carrier,2006,176996,288.97,45.0,In Service,Liberia,9.0,9.0,Namura Shipbuilding,Japan,17.96,9/27/2016,10/03/2021
43,43,9300582,2020-01-25 23:58:06+00:00,-20.070316666666667,118.62328333333332,1,2 days 07:59:44.000000000,45,33,27,0,2386,Cape Hawk,Bulk Carrier,2006,176996,288.97,45.0,In Service,Liberia,9.0,9.0,Namura Shipbuilding,Japan,17.96,9/27/2016,10/03/2021
44,44,9300594,2019-03-29 07:57:45+00:00,-20.068483333333333,118.60801666666669,1,0 days 23:59:22.000000000,1,37,9,0,12,Mount Nevis,Bulk Carrier,2005,177005,288.97,45.0,In Service,Liberia,9.0,9.0,Namura Shipbuilding,Japan,17.96,8/18/2020,9/27/2025
45,45,9300594,2019-05-03 15:59:21+00:00,-20.0627,118.63198333333334,1,2 days 07:59:05.000000000,36,31,22,0,297,Mount Nevis,Bulk Carrier,2005,177005,288.97,45.0,In Service,Liberia,9.0,9.0,Namura Shipbuilding,Japan,17.96,8/18/2020,9/27/2025
46,46,9300594,2019-06-05 15:51:29+00:00,-20.0685,118.62996666666666,1,4 days 00:06:45.000000000,62,27,27,0,561,Mount Nevis,Bulk Carrier,2005,177005,288.97,45.0,In Service,Liberia,9.0,9.0,Namura Shipbuilding,Japan,17.96,8/18/2020,9/27/2025
47,47,9300594,2019-09-04 23:59:14+00:00,-20.106383333333333,118.56511666666668,1,1 days 23:58:30.000000000,68,13,23,0,1294,Mount Nevis,Bulk Carrier,2005,177005,288.97,45.0,In Service,Liberia,9.0,9.0,Namura Shipbuilding,Japan,17.96,8/18/2020,9/27/2025
48,48,9300594,2019-10-17 23:57:11+00:00,-20.085866666666668,118.52875,1,5 days 08:00:38.000000000,69,29,40,0,1599,Mount Nevis,Bulk Carrier,2005,177005,288.97,45.0,In Service,Liberia,9.0,9.0,Namura Shipbuilding,Japan,17.96,8/18/2020,9/27/2025
49,49,9300594,2019-11-26 23:58:04+00:00,-20.0692,118.5731,1,1 days 00:01:19.000000000,64,22,26,0,1913,Mount Nevis,Bulk Carrier,2005,177005,288.97,45.0,In Service,Liberia,9.0,9.0,Namura Shipbuilding,Japan,17.96,8/18/2020,9/27/2025
50,50,9300594,2020-01-01 15:57:13+00:00,-20.1235,118.58246666666666,1,1 days 16:01:16.000000000,66,23,26,0,2211,Mount Nevis,Bulk Carrier,2005,177005,288.97,45.0,In Service,Liberia,9.0,9.0,Namura Shipbuilding,Japan,17.96,8/18/2020,9/27/2025
51,51,9301067,2020-02-23 15:59:59+00:00,-20.100815,118.52932333333334,1,2 days 23:57:49.000000000,5,41,14,0,2598,Great Challenger,Bulk Carrier,2005,175971,289.0,45.0,In Service,Hong Kong,9.0,9.0,Universal SB (Tsu),Japan,17.84,9/26/2015,11/27/2020
52,52,9302865,2019-10-18 23:59:49+00:00,-20.130205,118.52228,1,2 days 07:59:40.000000000,67,34,36,0,1611,Porewit,Product Carrier,2004,45718,179.8,32.2,In Service,Panama,,,Minaminippon (Ozai),Japan,12.12,12/23/2016,12/22/2021
53,53,9302865,2019-11-09 07:58:39+00:00,-20.155808333333333,118.52277,1,4 days 08:01:14.000000000,66,19,32,0,1774,Porewit,Product Carrier,2004,45718,179.8,32.2,In Service,Panama,,,Minaminippon (Ozai),Japan,12.12,12/23/2016,12/22/2021
54,54,9304150,2019-09-12 07:59:34+00:00,-20.06835,118.59008333333334,1,0 days 15:59:57.000000000,67,17,28,0,1343,Spring Pride,Bulk Carrier,2007,106552,255.22,43.0,In Service,Panama,7.0,7.0,Oshima Shipbuilding,Japan,13.46,5/22/2017,6/28/2022
55,55,9304150,2020-01-23 07:58:27+00:00,-20.1046,118.52893333333333,1,10 days 15:59:33.000000000,50,36,29,0,2362,Spring Pride,Bulk Carrier,2007,106552,255.22,43.0,In Service,Panama,7.0,7.0,Oshima Shipbuilding,Japan,13.46,5/22/2017,6/28/2022
56,56,9304540,2019-03-28 07:59:24+00:00,-20.078966666666666,118.63526666666668,1,10 days 15:59:27.000000000,4,27,14,0,5,Cape Heron,Bulk Carrier,2005,177656,289.0,45.0,In Service,United Kingdom,9.0,9.0,Mitsui SB (Chiba),Japan,17.98,06/10/2020,2/24/2025
57,57,9304930,2019-05-29 07:59:11+00:00,-20.126416666666668,118.57913333333332,1,5 days 16:00:26.000000000,58,31,29,0,497,China Steel Entrepreneur,Bulk Carrier,2007,203512,299.9,50.0,In Service,Taiwan,9.0,9.0,CSBC (Kaohsiung),Taiwan,18.1,,
58,58,9304930,2019-07-14 23:58:09+00:00,-20.119233333333334,118.57396666666666,1,1 days 08:00:39.000000000,68,14,29,0,883,China Steel Entrepreneur,Bulk Carrier,2007,203512,299.9,50.0,In Service,Taiwan,9.0,9.0,CSBC (Kaohsiung),Taiwan,18.1,,
59,59,9304930,2019-08-29 23:57:10+00:00,-20.13035,118.52735,1,2 days 16:00:29.000000000,66,23,26,0,1238,China Steel Entrepreneur,Bulk Carrier,2007,203512,299.9,50.0,In Service,Taiwan,9.0,9.0,CSBC (Kaohsiung),Taiwan,18.1,,
60,60,9304942,2019-10-30 15:59:07+00:00,-20.081783333333334,118.59588333333332,1,2 days 23:58:08.000000000,66,27,40,0,1698,China Steel Realist,Bulk Carrier,2007,203512,299.9,50.0,In Service,Taiwan,9.0,9.0,CSBC (Kaohsiung),Taiwan,18.1,4/25/2017,4/17/2022
61,61,9304942,2020-01-01 15:54:37+00:00,-20.084166666666672,118.6212,1,2 days 00:04:26.000000000,66,23,25,0,2211,China Steel Realist,Bulk Carrier,2007,203512,299.9,50.0,In Service,Taiwan,9.0,9.0,CSBC (Kaohsiung),Taiwan,18.1,4/25/2017,4/17/2022
62,62,9307061,2019-03-26 15:59:11+00:00,-20.12265,118.60739833333334,1,0 days 08:00:20.000000000,0,3,3,0,1,CHS Harvest,Bulk Carrier,2006,173624,289.0,45.0,In Service,Hong Kong,9.0,9.0,Bohai Shipbuilding,China P.R.,18.22,03/09/2016,4/18/2021
63,63,9307061,2019-04-29 15:58:13+00:00,-20.10752,118.515415,1,4 days 08:00:39.000000000,36,34,23,0,264,CHS Harvest,Bulk Carrier,2006,173624,289.0,45.0,In Service,Hong Kong,9.0,9.0,Bohai Shipbuilding,China P.R.,18.22,03/09/2016,4/18/2021
64,64,9307061,2019-06-03 15:57:10+00:00,-20.10841,118.57437666666668,1,4 days 08:00:11.000000000,60,27,27,0,542,CHS Harvest,Bulk Carrier,2006,173624,289.0,45.0,In Service,Hong Kong,9.0,9.0,Bohai Shipbuilding,China P.R.,18.22,03/09/2016,4/18/2021
65,65,9307061,2019-07-10 07:57:18+00:00,-20.108595,118.53917,1,2 days 08:02:25.000000000,73,15,31,0,842,CHS Harvest,Bulk Carrier,2006,173624,289.0,45.0,In Service,Hong Kong,9.0,9.0,Bohai Shipbuilding,China P.R.,18.22,03/09/2016,4/18/2021
66,66,9307061,2019-08-27 07:58:10+00:00,-20.096298333333333,118.53967166666666,1,1 days 23:59:16.000000000,66,15,29,0,1218,CHS Harvest,Bulk Carrier,2006,173624,289.0,45.0,In Service,Hong Kong,9.0,9.0,Bohai Shipbuilding,China P.R.,18.22,03/09/2016,4/18/2021
67,67,9307061,2019-10-02 15:58:13+00:00,-20.10727,118.56583,1,5 days 08:01:21.000000000,67,32,32,0,1497,CHS Harvest,Bulk Carrier,2006,173624,289.0,45.0,In Service,Hong Kong,9.0,9.0,Bohai Shipbuilding,China P.R.,18.22,03/09/2016,4/18/2021
68,68,9307061,2019-11-08 23:57:46+00:00,-20.107648333333334,118.62171,1,0 days 07:59:21.000000000,67,20,33,0,1769,CHS Harvest,Bulk Carrier,2006,173624,289.0,45.0,In Service,Hong Kong,9.0,9.0,Bohai Shipbuilding,China P.R.,18.22,03/09/2016,4/18/2021
69,69,9307061,2019-12-12 07:57:35+00:00,-20.10782,118.53671666666666,1,1 days 00:02:02.000000000,60,18,28,0,2038,CHS Harvest,Bulk Carrier,2006,173624,289.0,45.0,In Service,Hong Kong,9.0,9.0,Bohai Shipbuilding,China P.R.,18.22,03/09/2016,4/18/2021
70,70,9307061,2020-01-16 15:58:34+00:00,-20.107626666666672,118.568705,1,3 days 15:59:01.000000000,57,24,31,0,2321,CHS Harvest,Bulk Carrier,2006,173624,289.0,45.0,In Service,Hong Kong,9.0,9.0,Bohai Shipbuilding,China P.R.,18.22,03/09/2016,4/18/2021
71,71,9307073,2019-04-10 23:58:58+00:00,-20.098841666666665,118.60649166666668,1,2 days 15:58:21.000000000,18,11,21,0,110,CHS Magnificence,Bulk Carrier,2006,173541,289.0,45.0,In Service,Hong Kong,9.0,9.0,Bohai Shipbuilding,China P.R.,18.22,7/15/2016,9/18/2021
72,72,9307073,2019-05-21 15:59:54+00:00,-20.069103333333327,118.59487833333333,1,2 days 08:00:04.000000000,52,36,27,0,439,CHS Magnificence,Bulk Carrier,2006,173541,289.0,45.0,In Service,Hong Kong,9.0,9.0,Bohai Shipbuilding,China P.R.,18.22,7/15/2016,9/18/2021
73,73,9307073,2019-07-24 15:56:32+00:00,-20.120855,118.58140333333333,1,4 days 07:58:47.000000000,62,22,27,0,949,CHS Magnificence,Bulk Carrier,2006,173541,289.0,45.0,In Service,Hong Kong,9.0,9.0,Bohai Shipbuilding,China P.R.,18.22,7/15/2016,9/18/2021
74,74,9307073,2019-08-26 23:57:02+00:00,-20.117328333333333,118.593335,1,1 days 08:02:44.000000000,67,15,27,0,1217,CHS Magnificence,Bulk Carrier,2006,173541,289.0,45.0,In Service,Hong Kong,9.0,9.0,Bohai Shipbuilding,China P.R.,18.22,7/15/2016,9/18/2021
75,75,9307073,2019-10-06 15:59:47+00:00,-20.084381666666665,118.51551833333332,1,12 days 16:00:10.000000000,67,29,39,0,1521,CHS Magnificence,Bulk Carrier,2006,173541,289.0,45.0,In Service,Hong Kong,9.0,9.0,Bohai Shipbuilding,China P.R.,18.22,7/15/2016,9/18/2021
76,76,9307073,2019-11-18 07:59:38+00:00,-20.107695,118.54141166666666,1,2 days 15:58:34.000000000,65,24,25,0,1847,CHS Magnificence,Bulk Carrier,2006,173541,289.0,45.0,In Service,Hong Kong,9.0,9.0,Bohai Shipbuilding,China P.R.,18.22,7/15/2016,9/18/2021
77,77,9307073,2019-12-21 15:59:00+00:00,-20.11960833333333,118.56664333333332,1,0 days 08:00:34.000000000,62,25,29,0,2114,CHS Magnificence,Bulk Carrier,2006,173541,289.0,45.0,In Service,Hong Kong,9.0,9.0,Bohai Shipbuilding,China P.R.,18.22,7/15/2016,9/18/2021
78,78,9307073,2020-01-20 15:59:41+00:00,-20.081226666666666,118.59521,1,7 days 16:00:14.000000000,54,31,27,0,2347,CHS Magnificence,Bulk Carrier,2006,173541,289.0,45.0,In Service,Hong Kong,9.0,9.0,Bohai Shipbuilding,China P.R.,18.22,7/15/2016,9/18/2021
79,79,9308728,2019-07-10 07:58:33+00:00,-20.101766666666666,118.52603333333332,1,0 days 23:58:43.000000000,72,16,33,0,842,Bakkedal,Bulk & Caustic Soda Carrier,2007,72562,225.0,32.26,In Service,Marshall Is.,7.0,7.0,Oshima Shipbuilding,Japan,13.9,08/04/2017,08/10/2022
80,80,9308869,2019-12-11 07:58:32+00:00,-20.072751666666665,118.52454833333331,1,1 days 08:01:00.000000000,62,14,30,0,2031,Cohiba,Bulk Carrier,2006,174333,289.0,45.0,In Service,Malta,9.0,9.0,Shanghai Waigaoqiao,China P.R.,18.1,10/17/2016,11/20/2021
81,81,9312250,2019-05-14 23:54:29+00:00,-20.12085,118.61401666666669,1,1 days 16:03:47.000000000,47,20,19,0,386,Azul Libero,Bulk Carrier,2004,203278,299.95,50.0,In Service,Singapore,9.0,9.0,Universal SB Ariake,Japan,17.91,9/29/2019,9/29/2024
82,82,9312250,2019-05-16 23:58:17+00:00,-20.326983333333327,118.5864,1,0 days 07:59:59.000000000,49,22,24,0,400,Azul Libero,Bulk Carrier,2004,203278,299.95,50.0,In Service,Singapore,9.0,9.0,Universal SB Ariake,Japan,17.91,9/29/2019,9/29/2024
83,83,9312250,2019-06-28 15:59:45+00:00,-20.118083333333328,118.56515,1,4 days 00:00:08.000000000,70,22,33,0,760,Azul Libero,Bulk Carrier,2004,203278,299.95,50.0,In Service,Singapore,9.0,9.0,Universal SB Ariake,Japan,17.91,9/29/2019,9/29/2024
84,84,9312250,2019-08-03 07:59:05+00:00,-20.074416666666668,118.52045,1,4 days 16:00:00.000000000,61,23,27,0,1028,Azul Libero,Bulk Carrier,2004,203278,299.95,50.0,In Service,Singapore,9.0,9.0,Universal SB Ariake,Japan,17.91,9/29/2019,9/29/2024
85,85,9312303,2019-05-07 07:58:33+00:00,-20.066383333333327,118.5885,1,2 days 16:00:25.000000000,44,22,23,0,328,London Spirit,Bulk Carrier,2007,207960,299.7,50.0,In Service,Bahamas,9.0,9.0,Universal SB (Tsu),Japan,18.23,12/07/2017,12/06/2022
86,86,9314064,2019-06-05 07:57:49+00:00,-20.128983333333334,118.51986666666667,1,1 days 00:00:36.000000000,61,27,30,0,557,Mineral Kyoto,Bulk Carrier,2004,180310,288.93,45.0,In Service,Liberia,9.0,9.0,Koyo Dock,Japan,18.17,08/06/2019,09/09/2024
87,87,9314674,2019-10-18 23:59:33+00:00,-20.095361666666665,118.60340166666668,1,7 days 23:58:07.000000000,67,33,37,0,1610,XYMG Noble,Bulk Carrier,2004,203272,299.95,50.0,In Service,Liberia,9.0,9.0,Universal SB Ariake,Japan,17.91,12/15/2019,12/15/2024
88,88,9316828,2019-10-28 23:59:22+00:00,-20.1228,118.62198333333332,1,6 days 23:58:47.000000000,68,20,39,0,1686,Cape Med,Bulk Carrier,2006,185827,290.0,47.0,Idle,Liberia,9.0,9.0,Kawasaki HI Sakaide,Japan,17.97,02/07/2016,4/27/2021
89,89,9317377,2019-08-16 23:57:44+00:00,-20.120216666666668,118.56401666666666,1,1 days 15:59:21.000000000,67,22,31,0,1134,Suzaku,Open Hatch Carrier,2006,54881,189.99,32.26,In Service,Panama,5.0,5.0,Oshima Shipbuilding,Japan,12.52,05/09/2016,07/06/2021
90,90,9320996,2019-07-14 23:59:20+00:00,-20.127241666666666,118.52042,1,2 days 00:00:33.000000000,68,15,29,0,883,Desert Symphony,Bulk Carrier,2007,54316,189.99,32.26,In Service,Marshall Is.,5.0,5.0,Taizhou Kouan SB,China P.R.,12.6,4/16/2017,3/14/2022
91,91,9324112,2019-06-10 23:57:19+00:00,-20.102883333333327,118.63261666666666,1,8 days 08:02:40.000000000,64,29,34,0,601,Green Galaxy,Bulk Carrier,2006,177533,289.0,45.0,In Service,Panama,9.0,9.0,Mitsui SB (Chiba),Japan,17.98,9/23/2016,10/12/2021
92,92,9324992,2019-07-09 07:56:29+00:00,-20.140166666666666,118.51438333333333,1,2 days 16:01:03.000000000,72,15,31,0,835,Aliki,Bulk Carrier,2005,180235,288.93,45.0,In Service,Marshall Is.,9.0,9.0,Imabari SB Saijo,Japan,18.17,4/13/2020,03/08/2025
