,Unnamed: 0,Imo,RecievedTime,Latitude,Longitude,NavStatus,FullWaitTime,UnderwayCount,WaitingCount,MooredCount,OtherCount,FinishedCount,name,type,built,dwt,loa,beam,status,flagState,holdsTotal,hatchesToNo,shipBuilder,shipBuilderCountry,draughtMeters,lastHullSurveyDate,hullSurveyDueDate
667,667,9468724,2020-01-09 07:59:14+00:00,-20.089691666666667,118.52910666666666,1,1 days 15:59:19.000000000,64,25,29,0,2264,Pan Hope,Bulk Carrier,2011,175292,291.8,45.0,In Service,Panama,9.0,9.0,New Times SB,China P.R.,18.25,09/08/2016,11/30/2021
668,668,9469003,2019-09-25 07:58:48+00:00,-20.097315,118.59466833333332,1,1 days 08:00:27.000000000,62,28,31,0,1441,Bulk Mexico,Bulk Carrier,2010,176354,292.0,45.0,In Service,Liberia,9.0,9.0,Shanghai Waigaoqiao,China P.R.,18.3,9/23/2015,11/22/2020
669,669,9469003,2019-11-10 07:57:45+00:00,-20.106056666666667,118.59151833333334,1,1 days 00:00:33.000000000,66,19,32,0,1780,Bulk Mexico,Bulk Carrier,2010,176354,292.0,45.0,In Service,Liberia,9.0,9.0,Shanghai Waigaoqiao,China P.R.,18.3,9/23/2015,11/22/2020
670,670,9469003,2019-12-21 23:56:56+00:00,-20.106481666666667,118.56661833333334,1,0 days 08:00:55.000000000,63,28,25,0,2118,Bulk Mexico,Bulk Carrier,2010,176354,292.0,45.0,In Service,Liberia,9.0,9.0,Shanghai Waigaoqiao,China P.R.,18.3,9/23/2015,11/22/2020
671,671,9469259,2019-10-24 07:58:51+00:00,-20.095335,118.59368166666668,1,1 days 00:00:07.000000000,65,27,35,0,1653,Baltic Bear,Bulk Carrier,2010,177700,292.0,45.0,In Service,Marshall Is.,9.0,9.0,Shanghai Waigaoqiao,China P.R.,18.3,5/14/2020,5/13/2025
672,672,9469467,2019-07-16 07:58:35+00:00,-20.07103333333333,118.62846666666668,1,0 days 23:59:26.000000000,66,14,29,0,893,Dione,Bulk Carrier,2009,180132,292.0,45.0,In Service,Greece,9.0,9.0,Daewoo (DSME),South Korea,17.92,4/15/2019,4/14/2024
673,673,9469558,2019-06-22 15:59:51+00:00,-20.119016666666667,118.52591666666666,1,6 days 15:59:53.000000000,70,38,28,0,705,Aquaprincess,Bulk Carrier,2009,182060,292.0,44.98,In Service,Greece,9.0,9.0,Odense Lindo,Denmark,18.28,10/17/2019,11/11/2024
674,674,9469558,2019-08-07 15:59:26+00:00,-20.119966666666667,118.57711666666668,1,1 days 07:59:23.000000000,59,24,32,0,1056,Aquaprincess,Bulk Carrier,2009,182060,292.0,44.98,In Service,Greece,9.0,9.0,Odense Lindo,Denmark,18.28,10/17/2019,11/11/2024
675,675,9469558,2019-10-28 07:58:28+00:00,-20.073933333333333,118.52365,1,0 days 23:59:35.000000000,67,22,37,0,1681,Aquaprincess,Bulk Carrier,2009,182060,292.0,44.98,In Service,Greece,9.0,9.0,Odense Lindo,Denmark,18.28,10/17/2019,11/11/2024
676,676,9469558,2019-11-30 07:59:48+00:00,-20.067266666666665,118.57041666666667,1,0 days 23:58:59.000000000,58,28,28,0,1941,Aquaprincess,Bulk Carrier,2009,182060,292.0,44.98,In Service,Greece,9.0,9.0,Odense Lindo,Denmark,18.28,10/17/2019,11/11/2024
677,677,9469558,2020-02-12 15:59:57+00:00,-20.108516666666667,118.56868333333334,0,6 days 07:59:56.000000000,22,40,20,0,2508,Aquaprincess,Bulk Carrier,2009,182060,292.0,44.98,In Service,Greece,9.0,9.0,Odense Lindo,Denmark,18.28,10/17/2019,11/11/2024
678,678,9469625,2019-07-04 15:57:39+00:00,-20.083318333333327,118.62142333333334,1,1 days 08:00:24.000000000,73,19,32,0,805,Guo May,Bulk Carrier,2011,176536,292.0,45.0,In Service,Liberia,9.0,9.0,Shanghai Waigaoqiao,China P.R.,18.3,2/26/2016,2/25/2021
679,679,9469625,2019-09-08 15:59:55+00:00,-20.121705,118.51533666666668,1,1 days 15:57:35.000000000,65,16,27,0,1322,Guo May,Bulk Carrier,2011,176536,292.0,45.0,In Service,Liberia,9.0,9.0,Shanghai Waigaoqiao,China P.R.,18.3,2/26/2016,2/25/2021
680,680,9469625,2019-10-29 15:48:21+00:00,-20.088256666666666,118.52784,1,7 days 00:08:44.000000000,68,23,38,0,1691,Guo May,Bulk Carrier,2011,176536,292.0,45.0,In Service,Liberia,9.0,9.0,Shanghai Waigaoqiao,China P.R.,18.3,2/26/2016,2/25/2021
681,681,9469637,2019-07-28 23:59:35+00:00,-20.093645,118.54180833333334,1,2 days 23:57:44.000000000,58,24,28,0,985,MSXT Trinity,Bulk Carrier,2010,178076,292.0,45.0,In Service,Panama,9.0,9.0,SCS Shipbuilding,China P.R.,18.32,2/14/2020,02/05/2025
682,682,9469637,2019-11-05 07:58:39+00:00,-20.112493333333333,118.57773666666668,1,0 days 23:59:24.000000000,64,22,38,0,1741,MSXT Trinity,Bulk Carrier,2010,178076,292.0,45.0,In Service,Panama,9.0,9.0,SCS Shipbuilding,China P.R.,18.32,2/14/2020,02/05/2025
683,683,9469649,2020-01-13 15:59:23+00:00,-20.098686666666666,118.510995,1,4 days 23:58:39.000000000,62,20,30,0,2300,Ping May,Bulk Carrier,2010,178043,292.0,45.0,Idle,Liberia,9.0,9.0,SCS Shipbuilding,China P.R.,18.32,8/20/2015,11/15/2020
684,684,9469869,2019-04-26 07:59:30+00:00,-20.12298,118.586745,1,0 days 23:57:38.000000000,35,41,22,0,236,Parapola,Bulk Carrier,2009,177736,292.0,45.0,In Service,Malta,9.0,9.0,SCS Shipbuilding,China P.R.,18.32,11/04/2019,6/17/2024
685,685,9469869,2019-06-29 07:58:17+00:00,-20.081638333333334,118.60098,1,0 days 16:00:07.000000000,73,24,30,0,765,Parapola,Bulk Carrier,2009,177736,292.0,45.0,In Service,Malta,9.0,9.0,SCS Shipbuilding,China P.R.,18.32,11/04/2019,6/17/2024
686,686,9469869,2019-08-09 07:38:43+00:00,-20.080806666666668,118.61523166666667,1,1 days 08:18:28.000000000,62,17,26,0,1072,Parapola,Bulk Carrier,2009,177736,292.0,45.0,In Service,Malta,9.0,9.0,SCS Shipbuilding,China P.R.,18.32,11/04/2019,6/17/2024
687,687,9469869,2019-12-26 15:59:20+00:00,-20.079153333333334,118.51360666666666,1,5 days 16:00:27.000000000,63,27,26,0,2162,Parapola,Bulk Carrier,2009,177736,292.0,45.0,In Service,Malta,9.0,9.0,SCS Shipbuilding,China P.R.,18.32,11/04/2019,6/17/2024
688,688,9469871,2019-06-06 07:58:18+00:00,-20.095845,118.53336333333333,1,2 days 16:01:28.000000000,62,28,31,0,566,Sapientza,Bulk Carrier,2008,177030,292.0,45.0,In Service,Malta,9.0,9.0,SCS Shipbuilding,China P.R.,18.32,9/30/2018,11/19/2023
689,689,9469871,2019-08-15 15:58:38+00:00,-20.094775,118.59483333333333,1,2 days 00:01:02.000000000,64,27,23,0,1128,Sapientza,Bulk Carrier,2008,177030,292.0,45.0,In Service,Malta,9.0,9.0,SCS Shipbuilding,China P.R.,18.32,9/30/2018,11/19/2023
690,690,9469986,2019-04-16 23:57:08+00:00,-20.094423333333328,118.51620166666666,1,9 days 00:01:18.000000000,24,41,24,0,155,Pacific Argosy,Bulk Carrier,2012,180189,295.0,46.0,In Service,Hong Kong,9.0,9.0,Beihai Shipyard,China P.R.,18.1,6/27/2017,6/26/2022
691,691,9469986,2019-05-27 07:59:35+00:00,-20.079253333333334,118.52145,1,1 days 16:00:15.000000000,54,30,32,0,480,Pacific Argosy,Bulk Carrier,2012,180189,295.0,46.0,In Service,Hong Kong,9.0,9.0,Beihai Shipyard,China P.R.,18.1,6/27/2017,6/26/2022
692,692,9470052,2019-03-27 07:59:36+00:00,-20.114111666666666,118.53065166666669,1,5 days 16:00:04.000000000,6,11,12,0,2,PSU Fifth,Ore Carrier,2013,263055,328.05,57.0,In Service,Singapore,5.0,5.0,Hyundai HI (Ulsan),South Korea,18.83,02/08/2018,3/15/2023
693,693,9470052,2019-06-15 23:58:52+00:00,-20.06681,118.627755,1,0 days 23:59:14.000000000,66,31,29,0,648,PSU Fifth,Ore Carrier,2013,263055,328.05,57.0,In Service,Singapore,5.0,5.0,Hyundai HI (Ulsan),South Korea,18.83,02/08/2018,3/15/2023
694,694,9470052,2019-07-20 23:58:53+00:00,-20.097245,118.560765,1,3 days 15:58:21.000000000,63,24,27,0,925,PSU Fifth,Ore Carrier,2013,263055,328.05,57.0,In Service,Singapore,5.0,5.0,Hyundai HI (Ulsan),South Korea,18.83,02/08/2018,3/15/2023
695,695,9470052,2019-09-01 23:58:46+00:00,-20.110725,118.56651666666669,1,1 days 00:00:54.000000000,67,14,29,0,1266,PSU Fifth,Ore Carrier,2013,263055,328.05,57.0,In Service,Singapore,5.0,5.0,Hyundai HI (Ulsan),South Korea,18.83,02/08/2018,3/15/2023
696,696,9470052,2019-10-10 23:59:55+00:00,-20.123711666666665,118.54372666666669,1,0 days 15:57:48.000000000,64,36,41,0,1552,PSU Fifth,Ore Carrier,2013,263055,328.05,57.0,In Service,Singapore,5.0,5.0,Hyundai HI (Ulsan),South Korea,18.83,02/08/2018,3/15/2023
697,697,9470052,2019-12-15 07:56:56+00:00,-20.121725,118.53519333333334,1,4 days 08:02:05.000000000,57,22,28,0,2061,PSU Fifth,Ore Carrier,2013,263055,328.05,57.0,In Service,Singapore,5.0,5.0,Hyundai HI (Ulsan),South Korea,18.83,02/08/2018,3/15/2023
698,698,9470052,2020-01-26 15:59:38+00:00,-20.075003333333328,118.52542666666666,0,1 days 23:59:27.000000000,45,35,28,0,2389,PSU Fifth,Ore Carrier,2013,263055,328.05,57.0,In Service,Singapore,5.0,5.0,Hyundai HI (Ulsan),South Korea,18.83,02/08/2018,3/15/2023
699,699,9470325,2019-05-02 23:59:11+00:00,-20.116066666666665,118.52271833333332,1,0 days 15:58:16.000000000,36,32,25,0,288,Crystal Island,Bulk Carrier,2011,28228,169.37,27.2,In Service,Panama,5.0,5.0,Shimanami Shipyard,Japan,9.82,12/06/2015,12/05/2020
700,700,9470923,2019-08-30 23:59:57+00:00,-20.118773333333333,118.54004166666668,1,0 days 07:58:40.000000000,66,15,29,0,1251,Maran Happiness,Bulk Carrier,2008,177720,292.0,45.0,In Service,Greece,9.0,9.0,Shanghai Waigaoqiao,China P.R.,18.3,6/26/2020,6/25/2025
701,701,9471630,2019-04-09 23:56:48+00:00,-20.155,118.5245,1,2 days 08:00:14.000000000,18,8,22,0,100,Bottiglieri Sophie Green,Bulk Carrier,2011,93283,230.0,38.0,In Service,Italy,7.0,7.0,Jiangsu New YZJ,China P.R.,14.9,12/19/2015,1/19/2021
702,702,9471630,2019-09-10 07:58:07+00:00,-20.121615,118.53965333333332,1,0 days 07:59:27.000000000,67,18,26,0,1331,Bottiglieri Sophie Green,Bulk Carrier,2011,93283,230.0,38.0,In Service,Italy,7.0,7.0,Jiangsu New YZJ,China P.R.,14.9,12/19/2015,1/19/2021
703,703,9471630,2019-10-07 23:59:30+00:00,-20.154,118.53866666666669,1,6 days 15:58:14.000000000,71,30,39,0,1529,Bottiglieri Sophie Green,Bulk Carrier,2011,93283,230.0,38.0,In Service,Italy,7.0,7.0,Jiangsu New YZJ,China P.R.,14.9,12/19/2015,1/19/2021
704,704,9472282,2019-04-12 07:56:20+00:00,-20.11725,118.525005,1,4 days 16:03:36.000000000,22,21,22,0,120,Rutland,Bulk Carrier,2009,178032,292.0,45.0,In Service,Liberia,9.0,9.0,Shanghai Waigaoqiao,China P.R.,18.3,8/25/2019,06/12/2024
705,705,9472282,2019-05-20 15:59:20+00:00,-20.079053333333334,118.63592166666666,1,1 days 16:00:25.000000000,54,32,26,0,430,Rutland,Bulk Carrier,2009,178032,292.0,45.0,In Service,Liberia,9.0,9.0,Shanghai Waigaoqiao,China P.R.,18.3,8/25/2019,06/12/2024
706,706,9472282,2019-09-04 07:58:33+00:00,-20.120453333333334,118.621315,1,14 days 07:58:38.000000000,68,13,23,0,1289,Rutland,Bulk Carrier,2009,178032,292.0,45.0,In Service,Liberia,9.0,9.0,Shanghai Waigaoqiao,China P.R.,18.3,8/25/2019,06/12/2024
707,707,9472282,2019-10-20 15:58:18+00:00,-20.094881666666666,118.54226333333334,1,7 days 16:01:22.000000000,64,32,42,0,1620,Rutland,Bulk Carrier,2009,178032,292.0,45.0,In Service,Liberia,9.0,9.0,Shanghai Waigaoqiao,China P.R.,18.3,8/25/2019,06/12/2024
708,708,9472282,2019-12-02 15:58:11+00:00,-20.100045,118.52745333333333,1,2 days 08:01:43.000000000,55,29,30,0,1957,Rutland,Bulk Carrier,2009,178032,292.0,45.0,In Service,Liberia,9.0,9.0,Shanghai Waigaoqiao,China P.R.,18.3,8/25/2019,06/12/2024
709,709,9472282,2020-01-07 07:59:04+00:00,-20.134623333333334,118.506175,1,0 days 15:59:00.000000000,66,14,25,0,2251,Rutland,Bulk Carrier,2009,178032,292.0,45.0,In Service,Liberia,9.0,9.0,Shanghai Waigaoqiao,China P.R.,18.3,8/25/2019,06/12/2024
710,710,9472282,2020-02-09 07:58:40+00:00,-20.096981666666668,118.63983,1,4 days 07:58:49.000000000,31,30,18,0,2481,Rutland,Bulk Carrier,2009,178032,292.0,45.0,In Service,Liberia,9.0,9.0,Shanghai Waigaoqiao,China P.R.,18.3,8/25/2019,06/12/2024
711,711,9474008,2019-03-28 07:58:14+00:00,-20.078488333333333,118.60783,1,8 days 23:59:50.000000000,2,24,13,0,5,CSB Propitiousness,Ore Carrier,2011,229126,324.99,52.5,In Service,Hong Kong,5.0,5.0,Guangzhou Longxue,China P.R.,18.1,01/11/2016,2/24/2021
712,712,9474008,2019-06-09 23:57:16+00:00,-20.121458333333333,118.58982166666668,1,1 days 16:01:42.000000000,65,27,32,0,593,CSB Propitiousness,Ore Carrier,2011,229126,324.99,52.5,In Service,Hong Kong,5.0,5.0,Guangzhou Longxue,China P.R.,18.1,01/11/2016,2/24/2021
713,713,9474008,2019-08-07 07:55:46+00:00,-20.068678333333327,118.594375,1,1 days 08:01:17.000000000,60,21,27,0,1055,CSB Propitiousness,Ore Carrier,2011,229126,324.99,52.5,In Service,Hong Kong,5.0,5.0,Guangzhou Longxue,China P.R.,18.1,01/11/2016,2/24/2021
714,714,9474008,2019-09-06 23:57:37+00:00,-20.079661666666667,118.53963833333331,1,1 days 16:00:57.000000000,67,17,24,0,1307,CSB Propitiousness,Ore Carrier,2011,229126,324.99,52.5,In Service,Hong Kong,5.0,5.0,Guangzhou Longxue,China P.R.,18.1,01/11/2016,2/24/2021
715,715,9474008,2019-10-08 15:57:15+00:00,-20.106531666666665,118.62308333333333,1,0 days 08:00:56.000000000,66,32,37,0,1534,CSB Propitiousness,Ore Carrier,2011,229126,324.99,52.5,In Service,Hong Kong,5.0,5.0,Guangzhou Longxue,China P.R.,18.1,01/11/2016,2/24/2021
716,716,9474008,2019-12-25 07:57:40+00:00,-20.10593,118.56826166666669,1,4 days 16:01:32.000000000,62,27,25,0,2150,CSB Propitiousness,Ore Carrier,2011,229126,324.99,52.5,In Service,Hong Kong,5.0,5.0,Guangzhou Longxue,China P.R.,18.1,01/11/2016,2/24/2021
717,717,9474008,2020-01-29 15:59:45+00:00,-20.12335,118.60894166666668,1,6 days 23:59:07.000000000,37,43,24,0,2416,CSB Propitiousness,Ore Carrier,2011,229126,324.99,52.5,In Service,Hong Kong,5.0,5.0,Guangzhou Longxue,China P.R.,18.1,01/11/2016,2/24/2021
718,718,9474010,2019-04-10 07:58:52+00:00,-20.1055,118.59266666666667,1,10 days 15:57:06.000000000,18,9,21,0,105,Flourish,Ore Carrier,2011,228694,324.99,52.5,In Service,Hong Kong,5.0,9.0,Guangzhou Longxue,China P.R.,18.1,9/19/2016,11/10/2021
719,719,9474010,2019-07-26 23:59:54+00:00,-20.0645,118.574,1,4 days 23:57:31.000000000,56,29,32,0,967,Flourish,Ore Carrier,2011,228694,324.99,52.5,In Service,Hong Kong,5.0,9.0,Guangzhou Longxue,China P.R.,18.1,9/19/2016,11/10/2021
720,720,9474010,2019-10-22 15:59:54+00:00,-20.067833333333333,118.5955,0,17 days 23:59:35.000000000,64,29,35,0,1642,Flourish,Ore Carrier,2011,228694,324.99,52.5,In Service,Hong Kong,5.0,9.0,Guangzhou Longxue,China P.R.,18.1,9/19/2016,11/10/2021
721,721,9474010,2019-12-31 07:59:52+00:00,-20.0835,118.542,1,2 days 15:59:20.000000000,67,23,26,0,2202,Flourish,Ore Carrier,2011,228694,324.99,52.5,In Service,Hong Kong,5.0,9.0,Guangzhou Longxue,China P.R.,18.1,9/19/2016,11/10/2021
722,722,9474010,2020-02-09 07:58:45+00:00,-20.123,118.54366666666668,1,12 days 23:59:48.000000000,30,31,19,0,2481,Flourish,Ore Carrier,2011,228694,324.99,52.5,In Service,Hong Kong,5.0,9.0,Guangzhou Longxue,China P.R.,18.1,9/19/2016,11/10/2021
723,723,9474022,2019-06-19 23:57:54+00:00,-20.110166666666668,118.5655,1,1 days 08:01:49.000000000,73,31,32,0,679,Li Da,Ore Carrier,2011,228771,324.99,52.5,In Service,Hong Kong,5.0,5.0,Guangzhou Longxue,China P.R.,18.1,9/27/2016,11/02/2021
724,724,9474022,2019-08-02 15:59:22+00:00,-20.103,118.52666666666669,1,4 days 23:59:54.000000000,61,21,27,0,1022,Li Da,Ore Carrier,2011,228771,324.99,52.5,In Service,Hong Kong,5.0,5.0,Guangzhou Longxue,China P.R.,18.1,9/27/2016,11/02/2021
725,725,9474022,2019-09-14 07:57:38+00:00,-20.135,118.5335,1,2 days 08:00:48.000000000,67,18,28,0,1359,Li Da,Ore Carrier,2011,228771,324.99,52.5,In Service,Hong Kong,5.0,5.0,Guangzhou Longxue,China P.R.,18.1,9/27/2016,11/02/2021
726,726,9474022,2020-02-09 15:57:16+00:00,-20.069098333333333,118.61000166666666,1,3 days 08:00:43.000000000,31,36,20,0,2481,Li Da,Ore Carrier,2011,228771,324.99,52.5,In Service,Hong Kong,5.0,5.0,Guangzhou Longxue,China P.R.,18.1,9/27/2016,11/02/2021
727,727,9474034,2019-03-27 15:59:31+00:00,-20.09294,118.63669166666666,1,1 days 23:59:47.000000000,2,19,12,0,3,Zhi Da,Ore Carrier,2012,228749,324.99,52.5,In Service,Hong Kong,5.0,5.0,Guangzhou Longxue,China P.R.,18.1,11/15/2016,1/15/2022
728,728,9474034,2019-05-06 15:58:18+00:00,-20.109908333333333,118.54216333333332,1,0 days 08:00:56.000000000,41,24,23,0,321,Zhi Da,Ore Carrier,2012,228749,324.99,52.5,In Service,Hong Kong,5.0,5.0,Guangzhou Longxue,China P.R.,18.1,11/15/2016,1/15/2022
729,729,9474034,2019-06-08 23:57:21+00:00,-20.06512333333333,118.59264166666668,1,1 days 00:01:59.000000000,66,20,33,0,584,Zhi Da,Ore Carrier,2012,228749,324.99,52.5,In Service,Hong Kong,5.0,5.0,Guangzhou Longxue,China P.R.,18.1,11/15/2016,1/15/2022
730,730,9474034,2019-07-11 23:59:32+00:00,-20.119915,118.53710833333334,0,0 days 07:57:58.000000000,70,17,29,0,858,Zhi Da,Ore Carrier,2012,228749,324.99,52.5,In Service,Hong Kong,5.0,5.0,Guangzhou Longxue,China P.R.,18.1,11/15/2016,1/15/2022
731,731,9474034,2019-08-14 07:57:55+00:00,-20.064706666666666,118.60225333333334,1,2 days 08:00:44.000000000,59,27,25,0,1117,Zhi Da,Ore Carrier,2012,228749,324.99,52.5,In Service,Hong Kong,5.0,5.0,Guangzhou Longxue,China P.R.,18.1,11/15/2016,1/15/2022
732,732,9474034,2019-09-18 23:57:08+00:00,-20.108561666666667,118.58379333333332,1,4 days 16:00:34.000000000,63,28,30,0,1391,Zhi Da,Ore Carrier,2012,228749,324.99,52.5,In Service,Hong Kong,5.0,5.0,Guangzhou Longxue,China P.R.,18.1,11/15/2016,1/15/2022
733,733,9474034,2019-10-30 07:57:49+00:00,-20.076781666666665,118.53490333333332,1,1 days 08:00:37.000000000,67,24,39,0,1695,Zhi Da,Ore Carrier,2012,228749,324.99,52.5,In Service,Hong Kong,5.0,5.0,Guangzhou Longxue,China P.R.,18.1,11/15/2016,1/15/2022
734,734,9474034,2019-12-19 15:58:46+00:00,-20.081503333333334,118.60722666666666,1,6 days 15:58:57.000000000,62,25,29,0,2097,Zhi Da,Ore Carrier,2012,228749,324.99,52.5,In Service,Hong Kong,5.0,5.0,Guangzhou Longxue,China P.R.,18.1,11/15/2016,1/15/2022
735,735,9474034,2020-01-28 23:59:33+00:00,-20.070208333333333,118.622985,1,3 days 07:59:21.000000000,40,39,24,0,2410,Zhi Da,Ore Carrier,2012,228749,324.99,52.5,In Service,Hong Kong,5.0,5.0,Guangzhou Longxue,China P.R.,18.1,11/15/2016,1/15/2022
736,736,9474632,2019-10-05 07:57:03+00:00,-20.107805,118.51431,1,2 days 08:00:00.000000000,65,34,34,0,1515,Topas,Bulk Carrier,2011,92776,229.2,38.0,Idle,Malta,7.0,7.0,COSCO Zhoushan,China P.R.,14.9,12/28/2017,11/28/2021
737,737,9474632,2019-11-03 07:57:57+00:00,-20.125588333333333,118.54063166666668,1,4 days 00:01:02.000000000,65,21,38,0,1727,Topas,Bulk Carrier,2011,92776,229.2,38.0,Idle,Malta,7.0,7.0,COSCO Zhoushan,China P.R.,14.9,12/28/2017,11/28/2021
738,738,9476537,2020-02-04 15:57:00+00:00,-20.081055,118.51438833333332,1,1 days 08:00:24.000000000,32,40,26,0,2457,Chinook,Bulk Carrier,2012,93266,229.2,38.0,In Service,Panama,7.0,7.0,Jiangsu New YZJ,China P.R.,14.9,08/08/2017,10/10/2022
739,739,9476642,2019-03-31 15:58:08+00:00,-20.065333333333328,118.56877333333334,1,0 days 07:58:59.000000000,9,39,14,0,28,Koundouros,Bulk Carrier,2012,175247,291.8,45.02,In Service,Liberia,9.0,9.0,New Times SB,China P.R.,18.25,3/30/2017,01/10/2022
740,740,9476642,2019-06-15 07:58:07+00:00,-20.085755,118.52169166666668,1,0 days 15:59:40.000000000,68,26,32,0,641,Koundouros,Bulk Carrier,2012,175247,291.8,45.02,In Service,Liberia,9.0,9.0,New Times SB,China P.R.,18.25,3/30/2017,01/10/2022
741,741,9476848,2019-12-18 15:57:32+00:00,-20.152,118.54288333333334,1,0 days 08:00:40.000000000,61,25,26,0,2090,Seattle,Bulk Carrier,2011,179362,291.97,45.0,In Service,Marshall Is.,9.0,9.0,Hyundai HI (Ulsan),South Korea,18.22,12/09/2015,12/08/2020
742,742,9477232,2019-05-17 07:59:22+00:00,-20.072195,118.52536333333332,1,1 days 08:00:25.000000000,48,23,25,0,404,Amazing Salute,Bulk Carrier,2011,107288,254.99,43.0,In Service,Panama,7.0,7.0,Oshima Shipbuilding,Japan,13.53,10/02/2020,11/20/2025
743,743,9477244,2020-01-30 07:59:27+00:00,-20.138585,118.54350833333334,1,0 days 15:59:37.000000000,38,42,25,0,2419,Celine Oldendorff,Bulk Carrier,2010,93143,229.17,38.0,In Service,Liberia,7.0,7.0,COSCO Dalian SY,China P.R.,14.9,1/20/2020,1/15/2025
744,744,9477854,2019-05-11 07:57:17+00:00,-20.152666666666665,118.53666666666666,1,0 days 08:00:33.000000000,43,18,23,0,354,Peppino Bottiglieri,Bulk Carrier,2009,93251,230.0,38.0,In Service,Italy,7.0,7.0,Jiangsu New YZJ,China P.R.,14.9,4/29/2019,06/03/2024
745,745,9478834,2020-01-03 15:59:46+00:00,-20.110065,118.61793,1,1 days 00:00:05.000000000,62,19,29,0,2229,Jubilant Success,Bulk Carrier,2012,110909,240.0,43.05,In Service,Panama,7.0,7.0,Mitsui SB (Chiba),Japan,14.7,12/29/2016,7/18/2021
746,746,9478846,2020-01-07 23:59:31+00:00,-20.090033333333334,118.57871833333333,0,3 days 15:59:59.000000000,65,16,29,0,2253,Baby Cassiopeia,Bulk Carrier,2012,110925,240.0,43.05,In Service,Panama,7.0,7.0,Mitsui SB (Chiba),Japan,14.7,4/16/2016,4/15/2021
747,747,9478846,2020-02-12 15:59:50+00:00,-20.094703333333328,118.54219833333332,1,5 days 07:57:55.000000000,23,39,21,0,2507,Baby Cassiopeia,Bulk Carrier,2012,110925,240.0,43.05,In Service,Panama,7.0,7.0,Mitsui SB (Chiba),Japan,14.7,4/16/2016,4/15/2021
748,748,9479204,2019-10-10 06:49:49+00:00,-20.12434,118.63070166666668,1,0 days 17:00:19.000000000,65,34,42,0,1543,Eibhlin,Bulk Carrier,2011,182307,292.0,45.0,In Service,Panama,9.0,9.0,Universal SB (Tsu),Japan,18.18,12/27/2015,1/26/2021
749,749,9479228,2019-05-09 07:58:32+00:00,-20.095441666666666,118.53533166666666,1,2 days 16:00:32.000000000,45,17,24,0,341,Golden Gayle,Bulk Carrier,2011,206565,299.7,50.0,In Service,Marshall Is.,9.0,9.0,Universal SB (Tsu),Japan,18.23,11/13/2016,12/05/2021
750,750,9479228,2019-06-11 23:55:31+00:00,-20.079046666666667,118.574185,1,4 days 08:03:09.000000000,67,27,34,0,611,Golden Gayle,Bulk Carrier,2011,206565,299.7,50.0,In Service,Marshall Is.,9.0,9.0,Universal SB (Tsu),Japan,18.23,11/13/2016,12/05/2021
751,751,9479228,2019-07-20 07:58:52+00:00,-20.093493333333328,118.50968166666668,1,1 days 00:00:59.000000000,64,22,25,0,923,Golden Gayle,Bulk Carrier,2011,206565,299.7,50.0,In Service,Marshall Is.,9.0,9.0,Universal SB (Tsu),Japan,18.23,11/13/2016,12/05/2021
752,752,9479228,2019-08-22 23:59:01+00:00,-20.110938333333333,118.52388333333332,0,3 days 07:58:58.000000000,63,20,25,0,1187,Golden Gayle,Bulk Carrier,2011,206565,299.7,50.0,In Service,Marshall Is.,9.0,9.0,Universal SB (Tsu),Japan,18.23,11/13/2016,12/05/2021
753,753,9479228,2019-10-01 23:59:09+00:00,-20.086303333333333,118.55380833333334,0,5 days 08:00:18.000000000,68,29,31,0,1494,Golden Gayle,Bulk Carrier,2011,206565,299.7,50.0,In Service,Marshall Is.,9.0,9.0,Universal SB (Tsu),Japan,18.23,11/13/2016,12/05/2021
754,754,9479228,2019-11-09 23:59:25+00:00,-20.109881666666666,118.5682,1,0 days 07:57:36.000000000,66,19,31,0,1780,Golden Gayle,Bulk Carrier,2011,206565,299.7,50.0,In Service,Marshall Is.,9.0,9.0,Universal SB (Tsu),Japan,18.23,11/13/2016,12/05/2021
755,755,9479228,2019-12-20 15:59:21+00:00,-20.125496666666667,118.57838833333334,1,0 days 23:58:20.000000000,62,22,24,0,2110,Golden Gayle,Bulk Carrier,2011,206565,299.7,50.0,In Service,Marshall Is.,9.0,9.0,Universal SB (Tsu),Japan,18.23,11/13/2016,12/05/2021
756,756,9479230,2019-10-03 15:58:47+00:00,-20.150116666666666,118.54030833333331,0,2 days 00:00:23.000000000,70,34,32,0,1504,China Steel Innovator,Bulk Carrier,2012,206629,299.7,50.0,In Service,Taiwan,9.0,9.0,Universal SB (Tsu),Japan,18.23,,
757,757,9479242,2019-04-23 07:55:19+00:00,-20.10437,118.60053166666668,1,5 days 00:03:26.000000000,31,40,21,0,211,Hyundai Atlantic,Bulk Carrier,2012,206650,299.7,50.0,In Service,Hong Kong,9.0,9.0,Universal SB (Tsu),Japan,18.23,04/04/2017,04/04/2022
758,758,9479242,2019-05-29 07:57:27+00:00,-20.125211666666665,118.56093833333334,1,2 days 16:02:00.000000000,58,28,31,0,494,Hyundai Atlantic,Bulk Carrier,2012,206650,299.7,50.0,In Service,Hong Kong,9.0,9.0,Universal SB (Tsu),Japan,18.23,04/04/2017,04/04/2022
