,Imo,RecievedTime,Latitude,Longitude,NavStatus,Status
64944,9468401, 2019-05-27T07:45:04Z,-20.096333333333334,118.53783333333334,1, anchorage
64945,9468401, 2019-05-27T15:59:19Z,-20.327833333333334,118.57133333333331,5, moored
64946,9468401, 2019-05-27T23:59:17Z,-20.327833333333334,118.57133333333331,5, moored
64947,9468401, 2019-05-28T07:59:20Z,-20.327826666666667,118.57130833333332,5, moored
64948,9468401, 2019-05-28T15:59:17Z,-20.327833333333334,118.57133333333331,5, moored
64949,9468401, 2019-05-28T23:33:41Z,-20.188,118.51799999999999,0, moving
65003,9468401, 2020-02-11T07:59:00Z,-20.326666666666668,118.5765,0, moored
65004,9468401, 2020-02-11T15:58:36Z,-20.326715,118.57649333333332,5, moored
65005,9468401, 2020-02-11T23:58:37Z,-20.326666666666668,118.5765,5, moored
65006,9468401, 2020-02-12T07:58:39Z,-20.326666666666668,118.5765,5, moored
65007,9468401, 2020-02-12T15:58:53Z,-20.18,118.51366666666668,0, moving
65008,9468401, 2020-02-12T16:41:33Z,-20.09,118.44533333333334,0, moving
65092,9468724, 2019-12-04T07:58:59Z,-20.08707,118.57650500000001,0, moving
65093,9468724, 2019-12-04T15:59:28Z,-20.097781666666666,118.58093166666669,1, anchorage
65094,9468724, 2019-12-04T23:59:24Z,-20.098795000000003,118.5802,1, anchorage
65095,9468724, 2019-12-05T07:56:25Z,-20.097961666666667,118.58084666666667,1, anchorage
65096,9468724, 2019-12-05T15:59:29Z,-20.097620000000003,118.58090666666666,1, anchorage
65097,9468724, 2019-12-05T23:59:25Z,-20.097436666666667,118.58093666666667,1, anchorage
65098,9468724, 2019-12-06T07:59:27Z,-20.096826666666665,118.58110500000001,1, anchorage
65099,9468724, 2019-12-06T15:59:25Z,-20.096613333333334,118.5811,1, anchorage
65100,9468724, 2019-12-06T23:59:26Z,-20.095838333333333,118.58124666666669,1, anchorage
65101,9468724, 2019-12-07T07:59:28Z,-20.09691833333333,118.58128666666668,1, anchorage
65102,9468724, 2019-12-07T15:59:25Z,-20.09630333333333,118.58129333333332,1, anchorage
65103,9468724, 2019-12-07T23:59:27Z,-20.094703333333328,118.58066166666669,1, anchorage
65104,9468724, 2019-12-08T07:59:24Z,-20.096606666666666,118.58148500000001,1, anchorage
65105,9468724, 2019-12-08T15:59:57Z,-20.312831666666668,118.56921333333334,5, moored
65106,9468724, 2019-12-08T23:56:58Z,-20.31289333333333,118.56923166666668,5, moored
65107,9468724, 2019-12-09T07:59:59Z,-20.312910000000002,118.5692,5, moored
65108,9468724, 2019-12-09T15:59:57Z,-20.312888333333333,118.569225,5, moored
65109,9468724, 2019-12-09T23:59:56Z,-20.31291833333333,118.569175,5, moored
65124,9468724, 2020-01-08T23:58:58Z,-20.04996833333333,118.54449,0, moving
65125,9468724, 2020-01-09T07:59:14Z,-20.089691666666667,118.52910666666666,1, anchorage
65126,9468724, 2020-01-09T15:59:09Z,-20.089906666666668,118.52920333333331,1, anchorage
65127,9468724, 2020-01-09T23:59:14Z,-20.090506666666666,118.52889166666668,1, anchorage
65128,9468724, 2020-01-10T07:59:12Z,-20.09114333333333,118.52503666666668,1, anchorage
65129,9468724, 2020-01-10T15:58:31Z,-20.138841666666668,118.55007166666668,0, moving
65130,9468724, 2020-01-10T23:58:33Z,-20.320935000000002,118.58069666666668,5, moored
65131,9468724, 2020-01-11T07:58:29Z,-20.320941666666666,118.58069666666668,5, moored
65132,9468724, 2020-01-11T15:58:29Z,-20.32092833333333,118.58065500000001,5, moored
65133,9468724, 2020-01-11T23:58:33Z,-20.320923333333333,118.58070333333332,5, moored
65225,9469003, 2019-09-25T07:58:48Z,-20.097315,118.59466833333332,1, anchorage
65226,9469003, 2019-09-25T15:58:59Z,-20.093120000000003,118.594825,1, anchorage
65227,9469003, 2019-09-25T23:58:51Z,-20.09518333333333,118.59589166666666,1, anchorage
65228,9469003, 2019-09-26T07:58:53Z,-20.095591666666667,118.59580666666666,1, anchorage
65229,9469003, 2019-09-26T15:59:15Z,-20.327991666666666,118.57131499999998,5, moored
65230,9469003, 2019-09-26T23:59:12Z,-20.327911666666665,118.57136000000001,5, moored
65231,9469003, 2019-09-27T07:59:22Z,-20.327918333333333,118.57137666666668,5, moored
65232,9469003, 2019-09-27T15:59:28Z,-20.32788333333333,118.57138166666668,5, moored
65233,9469003, 2019-09-27T23:59:32Z,-20.327921666666665,118.57136166666666,5, moored
65234,9469003, 2019-09-28T07:59:27Z,-20.328008333333333,118.57142666666668,5, moored
65235,9469003, 2019-09-28T15:59:19Z,-20.089496666666665,118.44404666666668,0, moving
65247,9469003, 2019-11-10T07:57:45Z,-20.106056666666667,118.59151833333334,1, anchorage
65248,9469003, 2019-11-10T15:57:45Z,-20.10589833333333,118.59315166666669,1, anchorage
65249,9469003, 2019-11-10T23:57:42Z,-20.108163333333334,118.59414833333334,1, anchorage
65250,9469003, 2019-11-11T07:58:18Z,-20.320905,118.58069499999999,5, moored
65251,9469003, 2019-11-11T15:58:17Z,-20.320916666666665,118.58070500000001,5, moored
65252,9469003, 2019-11-11T23:58:26Z,-20.320945000000002,118.58072833333334,5, moored
65253,9469003, 2019-11-12T07:58:25Z,-20.32090833333333,118.58074666666668,5, moored
65254,9469003, 2019-11-12T15:58:21Z,-20.320938333333334,118.58071166666667,5, moored
65255,9469003, 2019-11-12T23:58:24Z,-20.320948333333334,118.58071499999998,5, moored
65269,9469003, 2019-12-21T23:56:56Z,-20.106481666666667,118.56661833333334,1, anchorage
65270,9469003, 2019-12-22T07:57:51Z,-20.329604999999997,118.56543166666668,5, moored
65271,9469003, 2019-12-22T15:57:49Z,-20.329535,118.56536666666666,5, moored
65272,9469003, 2019-12-22T23:57:58Z,-20.329591666666666,118.565325,5, moored
65273,9469003, 2019-12-23T07:57:51Z,-20.329591666666666,118.56537333333333,5, moored
65298,9469259, 2019-04-06T15:58:48Z,-20.326716666666666,118.57660833333334,5, moored
65299,9469259, 2019-04-06T23:58:49Z,-20.326675,118.57662333333332,5, moored
65300,9469259, 2019-04-07T07:58:50Z,-20.326675,118.57663166666669,5, moored
65301,9469259, 2019-04-07T15:58:51Z,-20.326686666666667,118.57659,5, moored
65302,9469259, 2019-04-07T23:58:51Z,-20.32668,118.57661333333333,5, moored
65381,9469259, 2019-10-24T07:58:51Z,-20.095335000000002,118.59368166666668,1, anchorage
65382,9469259, 2019-10-24T15:58:51Z,-20.09242,118.59359166666668,1, anchorage
65383,9469259, 2019-10-24T23:58:51Z,-20.091821666666668,118.59306833333332,1, anchorage
65384,9469259, 2019-10-25T07:58:58Z,-20.327885000000002,118.57138833333332,5, moored
65385,9469259, 2019-10-25T15:58:58Z,-20.327901666666666,118.57139666666669,5, moored
65386,9469259, 2019-10-25T23:59:01Z,-20.327908333333333,118.57136000000001,5, moored
65387,9469259, 2019-10-26T07:58:59Z,-20.32783,118.57147166666668,5, moored
65388,9469259, 2019-10-26T15:59:01Z,-20.327915,118.571345,5, moored
65389,9469259, 2019-10-26T23:59:05Z,-20.327895,118.57137166666666,5, moored
65431,9469467, 2019-07-16T07:58:35Z,-20.07103333333333,118.62846666666668,1, anchorage
65432,9469467, 2019-07-16T15:58:45Z,-20.0688,118.62833333333332,1, anchorage
65433,9469467, 2019-07-16T23:58:41Z,-20.069816666666668,118.62813333333334,1, anchorage
65434,9469467, 2019-07-17T07:58:01Z,-20.3098,118.57016666666668,5, moored
65435,9469467, 2019-07-17T15:57:56Z,-20.30978333333333,118.5702,5, moored
65436,9469467, 2019-07-17T23:57:54Z,-20.309833333333334,118.57018333333332,5, moored
65437,9469467, 2019-07-18T07:57:57Z,-20.30978333333333,118.57015,5, moored
65519,9469558, 2019-06-22T15:59:51Z,-20.119016666666667,118.52591666666666,1, anchorage
65520,9469558, 2019-06-22T23:59:48Z,-20.118033333333333,118.52146666666668,1, anchorage
65521,9469558, 2019-06-23T07:59:48Z,-20.117516666666667,118.5212,1, anchorage
65522,9469558, 2019-06-23T15:59:49Z,-20.119166666666672,118.52536666666668,1, anchorage
65523,9469558, 2019-06-23T23:59:48Z,-20.11585,118.52148333333334,1, anchorage
65524,9469558, 2019-06-24T07:59:49Z,-20.118983333333333,118.52226666666668,1, anchorage
65525,9469558, 2019-06-24T15:59:50Z,-20.118983333333333,118.5259,1, anchorage
65526,9469558, 2019-06-24T23:59:54Z,-20.1156,118.52165,1, anchorage
65527,9469558, 2019-06-25T07:59:49Z,-20.1192,118.52248333333333,1, anchorage
65528,9469558, 2019-06-25T15:59:47Z,-20.119066666666665,118.5259,1, anchorage
65529,9469558, 2019-06-25T23:59:50Z,-20.115366666666667,118.52181666666668,1, anchorage
65530,9469558, 2019-06-26T07:59:49Z,-20.119466666666668,118.52465,1, anchorage
65531,9469558, 2019-06-26T15:56:48Z,-20.11935,118.52518333333332,1, anchorage
65532,9469558, 2019-06-26T23:59:47Z,-20.114766666666668,118.525,1, anchorage
65533,9469558, 2019-06-27T07:59:50Z,-20.117566666666665,118.52681666666666,1, anchorage
65534,9469558, 2019-06-27T15:59:48Z,-20.116516666666666,118.52701666666668,1, anchorage
65535,9469558, 2019-06-27T23:59:51Z,-20.114633333333334,118.52551666666666,1, anchorage
65536,9469558, 2019-06-28T07:59:47Z,-20.115816666666667,118.527,1, anchorage
65537,9469558, 2019-06-28T15:59:49Z,-20.114016666666668,118.52368333333334,1, anchorage
65538,9469558, 2019-06-28T23:59:51Z,-20.11505,118.52138333333332,1, anchorage
65539,9469558, 2019-06-29T07:59:44Z,-20.326766666666668,118.57648333333331,5, moored
65540,9469558, 2019-06-29T15:59:47Z,-20.3267,118.5765,5, moored
65541,9469558, 2019-06-29T23:59:47Z,-20.326733333333333,118.57651666666666,5, moored
65542,9469558, 2019-06-30T07:59:43Z,-20.326733333333333,118.5765,5, moored
65557,9469558, 2019-08-07T15:59:26Z,-20.119966666666667,118.57711666666668,1, anchorage
65558,9469558, 2019-08-07T23:59:27Z,-20.1196,118.57383333333334,1, anchorage
65559,9469558, 2019-08-08T07:59:27Z,-20.12293333333333,118.5756,1, anchorage
65560,9469558, 2019-08-08T15:59:33Z,-20.327066666666667,118.57053333333332,0, moving
65561,9469558, 2019-08-08T23:58:49Z,-20.327833333333334,118.57133333333331,5, moored
65562,9469558, 2019-08-09T07:58:55Z,-20.327816666666667,118.57126666666667,5, moored
65563,9469558, 2019-08-09T15:58:50Z,-20.327866666666665,118.57128333333333,5, moored
65564,9469558, 2019-08-09T23:58:54Z,-20.327833333333334,118.57131666666666,5, moored
65565,9469558, 2019-08-10T07:58:48Z,-20.327866666666665,118.57128333333333,5, moored
65580,9469558, 2019-10-28T07:58:28Z,-20.073933333333333,118.52365,1, anchorage
65581,9469558, 2019-10-28T15:58:23Z,-20.07595,118.52391666666666,1, anchorage
65582,9469558, 2019-10-28T23:58:23Z,-20.077416666666668,118.52746666666668,1, anchorage
65583,9469558, 2019-10-29T07:58:03Z,-20.32863333333333,118.57946666666666,5, moored
65584,9469558, 2019-10-29T15:58:04Z,-20.32865,118.57945,5, moored
65585,9469558, 2019-10-29T23:58:07Z,-20.32865,118.57941666666666,5, moored
65586,9469558, 2019-10-30T07:58:09Z,-20.328666666666667,118.5795,5, moored
65587,9469558, 2019-10-30T15:58:06Z,-20.32865,118.5795,5, moored
65588,9469558, 2019-10-30T23:58:05Z,-20.32865,118.57941666666666,5, moored
65602,9469558, 2019-11-30T07:59:48Z,-20.067266666666665,118.57041666666667,1, anchorage
65603,9469558, 2019-11-30T15:59:49Z,-20.067716666666666,118.57518333333331,1, anchorage
65604,9469558, 2019-11-30T23:59:49Z,-20.31588333333333,118.5717,0, moving
65605,9469558, 2019-12-01T07:58:47Z,-20.330483333333333,118.56923333333332,5, moored
65606,9469558, 2019-12-01T15:58:47Z,-20.33043333333333,118.56936666666668,5, moored
65607,9469558, 2019-12-01T23:58:50Z,-20.33033333333333,118.56931666666668,5, moored
65608,9469558, 2019-12-02T07:58:49Z,-20.3305,118.56921666666666,5, moored
65609,9469558, 2019-12-02T15:58:50Z,-20.33045,118.56935,5, moored
65610,9469558, 2019-12-02T23:58:47Z,-20.33043333333333,118.56925,5, moored
65637,9469558, 2020-01-10T07:57:22Z,-20.32958333333333,118.56533333333331,5, moored
65638,9469558, 2020-01-10T15:57:22Z,-20.329716666666666,118.56518333333334,5, moored
65639,9469558, 2020-01-10T23:57:25Z,-20.3296,118.5653,5, moored
65640,9469558, 2020-01-11T07:57:23Z,-20.329616666666666,118.5654,5, moored
65641,9469558, 2020-01-11T15:59:42Z,-20.189133333333334,118.51899999999999,0, moving
65654,9469558, 2020-02-12T15:59:57Z,-20.108516666666667,118.56868333333334,0, anchorage
65655,9469558, 2020-02-12T23:55:35Z,-20.11165,118.5705,1, anchorage
65656,9469558, 2020-02-13T07:58:34Z,-20.109416666666668,118.5699,1, anchorage
65657,9469558, 2020-02-13T15:58:34Z,-20.111116666666668,118.57081666666667,1, anchorage
65658,9469558, 2020-02-13T23:58:38Z,-20.1105,118.5653,1, anchorage
65659,9469558, 2020-02-14T07:58:34Z,-20.110016666666667,118.57061666666668,1, anchorage
65660,9469558, 2020-02-14T15:58:37Z,-20.111666666666668,118.57056666666666,1, anchorage
65661,9469558, 2020-02-14T23:58:35Z,-20.108716666666666,118.56798333333332,1, anchorage
65662,9469558, 2020-02-15T07:58:37Z,-20.111116666666668,118.57075,1, anchorage
65663,9469558, 2020-02-15T15:58:34Z,-20.111833333333333,118.57046666666666,1, anchorage
65664,9469558, 2020-02-15T23:58:35Z,-20.10898333333333,118.5685,1, anchorage
65665,9469558, 2020-02-16T07:58:34Z,-20.111566666666672,118.57068333333332,1, anchorage
65666,9469558, 2020-02-16T15:58:35Z,-20.111283333333333,118.57078333333334,1, anchorage
65667,9469558, 2020-02-16T23:58:35Z,-20.1092,118.56975,1, anchorage
65668,9469558, 2020-02-17T07:58:34Z,-20.111433333333334,118.5707,1, anchorage
65669,9469558, 2020-02-17T09:31:34Z,-20.11125,118.57078333333334,1, anchorage
65670,9469558, 2020-02-17T23:58:35Z,-20.108316666666667,118.57011666666666,1, anchorage
65671,9469558, 2020-02-18T07:58:33Z,-20.10983333333333,118.57096666666666,1, anchorage
65673,9469558, 2020-02-18T23:59:53Z,-20.31285,118.5691,5, moored
65674,9469558, 2020-02-19T07:59:52Z,-20.3129,118.5691,5, moored
65675,9469558, 2020-02-19T15:59:55Z,-20.312933333333334,118.5691,5, moored
65676,9469558, 2020-02-19T23:35:52Z,-20.312866666666668,118.5691,5, moored
65689,9469625, 2019-07-04T15:57:39Z,-20.08331833333333,118.62142333333334,1, anchorage
65690,9469625, 2019-07-04T23:48:43Z,-20.083796666666668,118.62093666666668,1, anchorage
65691,9469625, 2019-07-05T07:57:43Z,-20.080465,118.61741333333332,1, anchorage
65692,9469625, 2019-07-05T15:58:23Z,-20.074579999999997,118.5977,0, moving
65693,9469625, 2019-07-05T23:58:03Z,-20.31294833333333,118.56922333333333,5, moored
65694,9469625, 2019-07-06T07:58:02Z,-20.312953333333333,118.56921666666666,5, moored
65695,9469625, 2019-07-06T15:58:08Z,-20.312953333333333,118.56917166666666,5, moored
65696,9469625, 2019-07-06T23:58:09Z,-20.312956666666672,118.56918833333332,5, moored
65710,9469625, 2019-08-12T07:59:42Z,-20.320916666666665,118.58076166666666,0, moored
65711,9469625, 2019-08-12T15:57:21Z,-20.320915,118.58076333333334,5, moored
65712,9469625, 2019-08-12T23:57:16Z,-20.32090833333333,118.58077333333334,5, moored
65713,9469625, 2019-08-13T07:57:25Z,-20.32092,118.580745,5, moored
65714,9469625, 2019-08-13T15:57:24Z,-20.32091833333333,118.5807,5, moored
65715,9469625, 2019-08-13T23:58:33Z,-20.314145,118.57127833333334,0, moving
65728,9469625, 2019-09-08T15:59:55Z,-20.121705,118.51533666666668,1, anchorage
65729,9469625, 2019-09-08T23:59:56Z,-20.120616666666667,118.51463333333334,1, anchorage
65730,9469625, 2019-09-09T07:59:57Z,-20.122486666666667,118.51543666666667,1, anchorage
65731,9469625, 2019-09-09T15:57:05Z,-20.120829999999998,118.51488666666668,1, anchorage
65732,9469625, 2019-09-09T23:57:06Z,-20.121375,118.51516166666669,1, anchorage
65733,9469625, 2019-09-10T07:57:30Z,-20.31961833333333,118.57803833333334,5, moored
65734,9469625, 2019-09-10T15:57:34Z,-20.31962,118.57801166666668,5, moored
65735,9469625, 2019-09-10T23:57:33Z,-20.3196,118.57800333333331,5, moored
65736,9469625, 2019-09-11T07:57:37Z,-20.319626666666668,118.57800833333332,5, moored
65737,9469625, 2019-09-11T15:57:40Z,-20.319596666666666,118.57798166666667,5, moored
65738,9469625, 2019-09-11T23:57:40Z,-20.319601666666667,118.57798500000001,5, moored
65739,9469625, 2019-09-12T07:57:39Z,-20.319561666666665,118.57800166666668,5, moored
65740,9469625, 2019-09-12T15:57:46Z,-20.319606666666665,118.57798666666666,5, moored
65741,9469625, 2019-09-12T23:57:52Z,-20.31957833333333,118.57798833333334,5, moored
65742,9469625, 2019-09-13T07:57:49Z,-20.319605,118.57802,5, moored
65754,9469625, 2019-10-29T07:58:58Z,-20.064426666666666,118.54258333333334,0, moving
65755,9469625, 2019-10-29T15:48:21Z,-20.088256666666666,118.52784,1, anchorage
65756,9469625, 2019-10-29T23:57:17Z,-20.089535,118.52649833333334,1, anchorage
65757,9469625, 2019-10-30T07:57:21Z,-20.087211666666665,118.52219333333332,1, anchorage
65758,9469625, 2019-10-30T15:57:21Z,-20.089191666666668,118.52802666666666,1, anchorage
65759,9469625, 2019-10-30T23:57:32Z,-20.089166666666667,118.52723666666668,1, anchorage
65760,9469625, 2019-10-31T07:57:32Z,-20.085921666666668,118.52528666666667,1, anchorage
65761,9469625, 2019-10-31T15:54:31Z,-20.087605,118.52939666666668,1, anchorage
65762,9469625, 2019-10-31T23:48:35Z,-20.087383333333328,118.53027166666666,1, anchorage
65763,9469625, 2019-11-01T07:57:39Z,-20.08606,118.52917333333332,1, anchorage
65764,9469625, 2019-11-01T15:30:39Z,-20.087806666666665,118.53028333333332,1, anchorage
65765,9469625, 2019-11-01T23:57:42Z,-20.08505,118.52498,1, anchorage
65766,9469625, 2019-11-02T07:57:46Z,-20.08605,118.52886000000001,1, anchorage
65767,9469625, 2019-11-02T14:45:45Z,-20.087496666666667,118.52967833333334,1, anchorage
65768,9469625, 2019-11-02T23:57:43Z,-20.086454999999997,118.52369833333331,1, anchorage
65769,9469625, 2019-11-03T07:57:45Z,-20.089738333333333,118.52601166666666,1, anchorage
65770,9469625, 2019-11-03T15:54:54Z,-20.087533333333333,118.52913000000001,1, anchorage
65771,9469625, 2019-11-03T23:57:54Z,-20.085861666666666,118.52386833333334,1, anchorage
65772,9469625, 2019-11-04T07:55:04Z,-20.08979,118.52595166666669,1, anchorage
65773,9469625, 2019-11-04T15:58:05Z,-20.085996666666666,118.52876333333332,1, anchorage
65774,9469625, 2019-11-04T23:55:00Z,-20.085821666666668,118.52346166666666,1, anchorage
65775,9469625, 2019-11-05T07:59:17Z,-20.16959333333333,118.54973500000001,0, moving
65776,9469625, 2019-11-05T15:57:05Z,-20.32036833333333,118.56958999999999,5, moored
65777,9469625, 2019-11-05T23:57:02Z,-20.320388333333334,118.56955,5, moored
65778,9469625, 2019-11-06T07:57:12Z,-20.320391666666666,118.56956833333334,5, moored
65779,9469625, 2019-11-06T15:57:10Z,-20.320411666666665,118.56952666666666,5, moored
65780,9469625, 2019-11-06T23:58:18Z,-20.19604333333333,118.52344666666669,0, moving
65791,9469625, 2019-12-12T15:59:46Z,-20.10280833333333,118.55073833333331,0, moving
65792,9469625, 2019-12-12T23:58:36Z,-20.32092,118.58076166666666,5, moored
65793,9469625, 2019-12-13T07:58:41Z,-20.320936666666668,118.58071833333334,5, moored
65794,9469625, 2019-12-13T15:59:54Z,-20.320896666666666,118.58069666666668,5, moored
65795,9469625, 2019-12-13T23:58:45Z,-20.320915,118.58077166666666,5, moored
65839,9469637, 2019-07-28T23:59:35Z,-20.093645000000002,118.54180833333334,1, anchorage
65840,9469637, 2019-07-29T07:59:36Z,-20.097351666666672,118.54011333333334,1, anchorage
65841,9469637, 2019-07-29T15:59:36Z,-20.092936666666667,118.54126333333332,1, anchorage
65842,9469637, 2019-07-29T23:59:36Z,-20.09531,118.53652666666666,1, anchorage
65843,9469637, 2019-07-30T07:59:37Z,-20.096823333333333,118.53781000000001,1, anchorage
65844,9469637, 2019-07-30T15:59:43Z,-20.092701666666667,118.53725833333333,1, anchorage
65845,9469637, 2019-07-30T23:59:39Z,-20.093053333333334,118.53540500000001,1, anchorage
65846,9469637, 2019-07-31T07:59:40Z,-20.093768333333333,118.53512833333332,1, anchorage
65847,9469637, 2019-07-31T15:59:05Z,-20.13691,118.55071000000001,0, moving
65848,9469637, 2019-07-31T23:57:19Z,-20.324261666666665,118.58418166666668,5, moored
65849,9469637, 2019-08-01T07:57:18Z,-20.32426,118.58416833333334,5, moored
65850,9469637, 2019-08-01T15:57:20Z,-20.324241666666666,118.584175,5, moored
65851,9469637, 2019-08-01T23:57:22Z,-20.32420833333333,118.58416333333334,5, moored
65852,9469637, 2019-08-02T07:57:19Z,-20.32422,118.58417,5, moored
65853,9469637, 2019-08-02T15:59:26Z,-20.18267,118.51545833333331,0, moving
65894,9469637, 2019-11-05T07:58:39Z,-20.112493333333333,118.57773666666668,1, anchorage
65895,9469637, 2019-11-05T15:58:43Z,-20.109306666666665,118.57995833333334,1, anchorage
65897,9469637, 2019-11-06T07:58:03Z,-20.312943333333333,118.56923833333332,5, moored
65898,9469637, 2019-11-06T15:58:05Z,-20.312956666666672,118.56929166666669,5, moored
65899,9469637, 2019-11-06T23:58:08Z,-20.312971666666666,118.56920833333334,5, moored
65900,9469637, 2019-11-07T07:58:04Z,-20.312951666666667,118.56925666666666,5, moored
65941,9469649, 2020-01-13T15:59:23Z,-20.098686666666666,118.510995,1, anchorage
65942,9469649, 2020-01-13T23:59:26Z,-20.098586666666666,118.51235333333334,1, anchorage
65943,9469649, 2020-01-14T07:59:27Z,-20.098,118.50978500000001,1, anchorage
65944,9469649, 2020-01-14T15:59:27Z,-20.09739,118.51387,1, anchorage
65945,9469649, 2020-01-14T23:59:31Z,-20.09819333333333,118.50986166666668,1, anchorage
65946,9469649, 2020-01-15T07:59:33Z,-20.096471666666666,118.514055,1, anchorage
65947,9469649, 2020-01-15T15:59:44Z,-20.096086666666668,118.51442666666668,1, anchorage
65948,9469649, 2020-01-15T23:56:35Z,-20.09417833333333,118.51400500000001,1, anchorage
65949,9469649, 2020-01-16T07:59:43Z,-20.096218333333333,118.51425,1, anchorage
65950,9469649, 2020-01-16T15:59:46Z,-20.095860000000002,118.51455,1, anchorage
65951,9469649, 2020-01-16T23:53:46Z,-20.094046666666667,118.51443833333332,1, anchorage
65952,9469649, 2020-01-17T07:59:48Z,-20.09507,118.51516166666669,1, anchorage
65953,9469649, 2020-01-17T15:59:49Z,-20.095346666666668,118.51522833333334,1, anchorage
65954,9469649, 2020-01-17T23:53:53Z,-20.09453333333333,118.51474666666668,1, anchorage
65955,9469649, 2020-01-18T07:59:56Z,-20.09548,118.51506499999999,1, anchorage
65956,9469649, 2020-01-18T15:58:02Z,-20.320961666666665,118.580745,5, moored
65957,9469649, 2020-01-18T23:58:03Z,-20.320961666666665,118.58073666666668,5, moored
65958,9469649, 2020-01-19T07:58:07Z,-20.320971666666665,118.58073999999999,5, moored
65959,9469649, 2020-01-19T15:58:12Z,-20.32094,118.580745,5, moored
65960,9469649, 2020-01-19T23:58:12Z,-20.320948333333334,118.58075,5, moored
65961,9469649, 2020-01-20T07:58:15Z,-20.320941666666666,118.58069666666668,5, moored
65962,9469649, 2020-01-20T15:58:14Z,-20.320968333333333,118.58075666666667,5, moored
65963,9469649, 2020-01-20T23:59:12Z,-20.19769833333333,118.525,0, moving
66171,9469869, 2019-03-28T07:59:04Z,-20.054316666666665,118.54739833333332,0, moving
66172,9469869, 2019-03-28T15:58:24Z,-20.330466666666666,118.56937666666668,5, moored
66173,9469869, 2019-03-28T23:58:25Z,-20.330495000000003,118.56937666666668,5, moored
66174,9469869, 2019-03-29T07:58:25Z,-20.33044,118.56938333333332,5, moored
66175,9469869, 2019-03-29T15:58:26Z,-20.330493333333333,118.56936333333331,5, moored
66189,9469869, 2019-04-26T07:59:30Z,-20.12298,118.586745,1, anchorage
66190,9469869, 2019-04-26T15:59:31Z,-20.120476666666665,118.58658500000001,1, anchorage
66192,9469869, 2019-04-27T07:57:08Z,-20.32793833333333,118.57133333333331,5, moored
66193,9469869, 2019-04-27T15:57:09Z,-20.327875,118.57139833333332,5, moored
66194,9469869, 2019-04-27T23:57:09Z,-20.327916666666667,118.57136000000001,5, moored
66217,9469869, 2019-05-30T15:59:50Z,-20.05109833333333,118.544025,0, moving
66218,9469869, 2019-05-30T23:59:19Z,-20.327918333333333,118.57137333333333,5, moored
66219,9469869, 2019-05-31T07:59:20Z,-20.32788,118.57139666666669,5, moored
66220,9469869, 2019-05-31T15:59:20Z,-20.327901666666666,118.57135333333332,5, moored
66221,9469869, 2019-05-31T23:59:22Z,-20.32793833333333,118.57134833333332,5, moored
66222,9469869, 2019-06-01T07:59:22Z,-20.327841666666668,118.57143333333332,5, moored
66236,9469869, 2019-06-29T07:58:17Z,-20.081638333333334,118.60098,1, anchorage
66237,9469869, 2019-06-29T15:58:19Z,-20.079646666666665,118.60077,1, anchorage
66238,9469869, 2019-06-29T23:58:24Z,-20.32854,118.57943166666666,5, moored
66239,9469869, 2019-06-30T07:58:25Z,-20.32852,118.57939499999999,5, moored
66240,9469869, 2019-06-30T15:58:26Z,-20.32855,118.57944333333332,5, moored
66241,9469869, 2019-06-30T23:58:26Z,-20.32854333333333,118.57942666666666,5, moored
66259,9469869, 2019-08-09T07:38:43Z,-20.080806666666668,118.61523166666667,1, anchorage
66260,9469869, 2019-08-09T15:41:44Z,-20.07915833333333,118.61510833333334,1, anchorage
66261,9469869, 2019-08-09T23:26:44Z,-20.079206666666668,118.61500833333334,1, anchorage
66262,9469869, 2019-08-10T07:59:45Z,-20.0828,118.61657833333334,1, anchorage
66263,9469869, 2019-08-10T15:57:11Z,-20.32091,118.58070500000001,5, moored
66264,9469869, 2019-08-10T23:57:14Z,-20.32092833333333,118.58066666666667,5, moored
66265,9469869, 2019-08-11T07:57:11Z,-20.320815,118.580555,5, moored
66266,9469869, 2019-08-11T15:57:14Z,-20.320885,118.580665,5, moored
66267,9469869, 2019-08-11T23:57:11Z,-20.320878333333333,118.58066666666667,5, moored
66304,9469869, 2019-12-26T15:59:20Z,-20.079153333333334,118.51360666666666,1, anchorage
66305,9469869, 2019-12-26T23:59:20Z,-20.083348333333333,118.51405666666666,1, anchorage
66306,9469869, 2019-12-27T07:59:22Z,-20.079876666666667,118.51238333333332,1, anchorage
66307,9469869, 2019-12-27T15:59:26Z,-20.081981666666668,118.51487,1, anchorage
66308,9469869, 2019-12-27T23:59:26Z,-20.083403333333333,118.51428833333334,1, anchorage
66309,9469869, 2019-12-28T07:59:27Z,-20.080638333333333,118.50937833333332,1, anchorage
66310,9469869, 2019-12-28T15:59:27Z,-20.08190833333333,118.51496999999999,1, anchorage
66311,9469869, 2019-12-28T23:59:25Z,-20.083895000000002,118.51429833333331,1, anchorage
66312,9469869, 2019-12-29T07:59:26Z,-20.080961666666667,118.51340333333332,1, anchorage
66313,9469869, 2019-12-29T15:59:28Z,-20.084165,118.51396333333334,1, anchorage
66314,9469869, 2019-12-29T23:59:27Z,-20.0849,118.51289166666666,1, anchorage
66315,9469869, 2019-12-30T07:38:28Z,-20.08364,118.510275,1, anchorage
66316,9469869, 2019-12-30T15:59:29Z,-20.084088333333334,118.51399833333332,1, anchorage
