0,9516533,2019-07-10 23:59:51+00:00,-20.11953833,118.53641329999999,1,7.956388888999999,16,26,Bulk Carrier,2014,207811,300.0,50.0,9.0,9.0,18.2
1,9479228,2019-11-09 23:59:25+00:00,-20.10988167,118.5682,1,7.96,19,31,Bulk Carrier,2011,206565,299.7,50.0,9.0,9.0,18.23
2,9445318,2019-11-22 23:59:59+00:00,-20.152,118.5418333,1,7.960555556,23,23,Ore Carrier,2012,228783,324.99,52.5,5.0,5.0,18.1
3,9723904,2019-10-19 07:59:34+00:00,-20.08427667,118.61732830000001,1,7.960555556,38,35,Bulk Carrier,2016,206752,300.0,50.0,9.0,9.0,18.59
4,9397743,2019-12-21 07:59:47+00:00,-20.11089333,118.53965500000001,1,7.9630555560000005,22,26,Bulk Carrier,2009,177974,292.0,45.0,9.0,9.0,18.3
5,9702687,2019-09-10 23:59:46+00:00,-20.138555,118.5352617,0,7.964166667000001,14,27,Bulk Carrier,2016,180940,292.0,45.0,9.0,9.0,18.3
6,9744398,2019-04-28 23:59:49+00:00,-20.080235000000002,118.5516267,1,7.965,38,21,Ore Carrier,2017,261761,326.9,57.0,5.0,9.0,18.8
7,9409493,2019-10-29 07:59:06+00:00,-20.1349,118.5087,1,7.965833333,21,38,Product Carrier,2009,45634,179.8,32.23,,,12.12
8,9567087,2019-06-01 07:59:44+00:00,-20.15175833,118.5346767,1,7.965833333,25,32,Bulk Carrier,2014,175656,291.8,45.0,9.0,9.0,18.25
9,9474034,2019-07-11 23:59:32+00:00,-20.119915,118.53710829999999,0,7.966111111,17,29,Ore Carrier,2012,228749,324.99,52.5,5.0,5.0,18.1
10,9727352,2019-08-09 07:59:10+00:00,-20.12313833,118.53580500000001,1,7.966666667,21,27,Bulk Carrier,2015,207219,299.94,50.0,9.0,9.0,18.27
11,9501851,2019-04-30 07:58:26+00:00,-20.08805,118.5283,1,7.9675,32,28,Bulk Carrier,2009,179147,292.0,45.0,9.0,9.0,18.22
12,9568067,2020-01-11 15:59:49+00:00,-20.08666667,118.52701670000002,0,7.972777777999999,27,29,Bulk Carrier,2010,175858,291.8,45.0,9.0,9.0,18.25
13,9747118,2019-08-22 07:59:14+00:00,-20.13578667,118.5114767,1,7.972777777999999,26,23,Chemical & Oil Carrier,2017,50239,183.2,32.26,,,11.0
14,9753583,2019-12-12 23:59:01+00:00,-20.069735,118.6054483,1,7.974166667,17,29,Ore Carrier,2018,261052,327.0,57.0,5.0,9.0,18.8
15,9462811,2019-05-28 23:59:18+00:00,-20.13719333,118.5343033,1,7.9747222220000005,27,30,Bulk Carrier,2011,176296,292.0,45.0,9.0,9.0,18.32
16,9459266,2020-01-27 15:59:00+00:00,-20.13630167,118.5127867,1,7.975,37,27,Product Carrier,2011,45931,181.53,32.2,,,12.17
17,9659696,2019-11-17 15:58:28+00:00,-20.10546667,118.5428533,1,7.976111111,25,24,Bulk Carrier,2013,180000,295.0,46.0,9.0,9.0,18.1
18,9644500,2019-08-30 15:59:07+00:00,-20.13676667,118.54298500000002,1,7.976666667000001,17,29,Bulk Carrier,2012,107236,254.99,43.0,7.0,7.0,13.4
19,9603415,2019-04-08 07:59:59+00:00,-20.12296,118.560455,0,7.977222222000001,13,18,Bulk Carrier,2012,207867,300.0,50.0,9.0,9.0,18.22
20,9470923,2019-08-30 23:59:57+00:00,-20.11877333,118.54004170000002,1,7.977777777999999,15,29,Bulk Carrier,2008,177720,292.0,45.0,9.0,9.0,18.3
21,9678800,2019-04-11 07:58:48+00:00,-20.10667833,118.568395,1,7.978611111,15,21,Bulk Carrier,2013,206010,299.92,50.0,9.0,9.0,18.4
22,9702699,2019-08-09 07:59:32+00:00,-20.13853333,118.5381117,0,7.979166667,23,27,Bulk Carrier,2016,180940,292.0,45.0,9.0,9.0,18.3
23,9802413,2019-08-22 07:59:31+00:00,-20.12567333,118.5913117,1,7.979166667,26,23,Bulk Carrier,2016,36844,183.0,29.5,5.0,5.0,10.37
24,9500766,2019-09-12 07:58:38+00:00,-20.06890833,118.60243670000001,1,7.979444443999999,15,28,Bulk Carrier,2012,180643,291.9,45.0,9.0,9.0,18.07
25,9742728,2019-06-16 15:59:39+00:00,-20.10605667,118.50676329999999,1,7.979444443999999,31,30,Bulk Carrier,2018,209240,299.95,50.0,9.0,9.0,18.4
26,9551715,2020-01-24 15:58:19+00:00,-20.087615,118.5283667,1,7.979722222,35,28,Bulk Carrier,2013,180694,291.9,45.0,9.0,9.0,18.07
27,9673812,2019-11-21 07:58:46+00:00,-20.083335,118.58274329999999,1,7.98,19,22,Bulk Carrier,2013,206378,299.7,50.0,9.0,9.0,18.23
28,9753571,2019-10-17 07:59:55+00:00,-20.15077333,118.5213767,1,7.98,31,34,Ore Carrier,2018,261064,327.0,57.0,5.0,9.0,18.8
29,9346184,2019-11-03 15:59:33+00:00,-20.10728333,118.6067617,1,7.9825,20,41,Bulk Carrier,2007,203198,299.95,50.0,9.0,9.0,17.91
30,9778416,2019-08-31 15:59:29+00:00,-20.12318667,118.5428483,1,7.9825,14,25,Bulk Carrier,2017,207672,299.88,50.0,9.0,9.0,18.5
31,9476642,2019-03-31 15:58:08+00:00,-20.06533333,118.5687733,1,7.983055556,39,14,Bulk Carrier,2012,175247,291.8,45.02,9.0,9.0,18.25
32,9406453,2019-07-13 23:59:41+00:00,-20.11868333,118.5746,1,7.983333332999999,15,25,Bulk Carrier,2007,206312,299.94,50.0,9.0,9.0,18.1
33,9551727,2019-07-25 23:59:37+00:00,-20.07888333,118.53621499999998,0,7.983611111,24,28,Bulk Carrier,2014,180694,291.9,45.0,9.0,9.0,18.07
34,9281906,2019-08-10 23:58:26+00:00,-20.15105,118.5328333,1,7.984444444,20,27,Bulk Carrier,2005,206237,299.94,50.0,9.0,9.0,18.1
35,9500742,2019-12-13 15:58:55+00:00,-20.10568167,118.5426867,1,7.985,18,30,Bulk Carrier,2011,180643,291.9,45.0,9.0,9.0,18.07
36,9731602,2019-07-11 23:59:15+00:00,-20.12573333,118.52136000000002,1,7.9852777779999995,17,29,Bulk Carrier,2016,209096,299.95,50.0,9.0,9.0,18.4
37,9278636,2019-07-05 07:59:13+00:00,-20.14983333,118.53688329999999,1,7.9858333329999995,20,29,Bulk Carrier,2005,203195,299.95,50.0,9.0,9.0,17.91
38,9678800,2019-05-15 07:59:25+00:00,-20.15223333,118.53775,1,7.986388889,17,26,Bulk Carrier,2013,206010,299.92,50.0,9.0,9.0,18.4
39,9731767,2019-09-03 23:58:06+00:00,-20.10535,118.56596670000002,1,7.986388889,15,22,Ore Carrier,2016,250292,325.0,57.0,9.0,9.0,18.0
40,9526679,2019-10-13 23:59:33+00:00,-20.10894833,118.58346329999999,1,7.987222222000001,33,43,Bulk Carrier,2010,175868,291.8,45.0,9.0,9.0,18.25
41,9534975,2019-11-20 15:59:41+00:00,-20.123920000000002,118.621595,1,7.987222222000001,17,22,Bulk Carrier,2010,93114,229.2,38.0,7.0,7.0,14.9
42,9621352,2020-01-08 07:59:07+00:00,-20.12346667,118.6355783,0,7.987777778,21,28,Ore Carrier,2014,250868,329.95,57.0,9.0,9.0,18.02
43,9595606,2019-11-24 15:59:03+00:00,-20.11861167,118.5902983,0,7.988611111,24,23,Bulk Carrier,2011,179469,291.97,45.0,9.0,9.0,18.22
44,9307061,2019-11-08 23:57:46+00:00,-20.10764833,118.62171000000001,1,7.989166667,20,33,Bulk Carrier,2006,173624,289.0,45.0,9.0,9.0,18.22
45,9420590,2019-12-22 15:57:54+00:00,-20.07649833,118.541875,1,7.989444444,26,27,Bulk Carrier,2010,180407,295.0,46.0,9.0,9.0,18.1
46,9471630,2019-09-10 07:58:07+00:00,-20.121615,118.53965330000001,1,7.990833332999999,18,26,Bulk Carrier,2011,93283,230.0,38.0,7.0,7.0,14.9
47,9446635,2019-04-18 07:59:26+00:00,-20.120005,118.5947783,1,7.991944444,40,21,Bulk Carrier,2011,181399,291.98,45.0,9.0,9.0,18.24
48,9518921,2019-11-16 07:59:32+00:00,-20.10815,118.54196670000002,1,7.9925,22,24,Bulk Carrier,2010,180022,292.0,45.0,9.0,9.0,18.22
49,9719379,2019-07-15 15:58:20+00:00,-20.13579333,118.537015,1,7.9925,15,29,Bulk Carrier,2017,38852,182.0,30.0,5.0,5.0,10.52
50,9689691,2020-01-15 07:59:00+00:00,-20.11060833,118.5698717,1,7.993055556,22,27,Bulk Carrier,2016,179177,292.26,45.0,9.0,9.0,18.32
51,9279393,2019-05-13 07:59:04+00:00,-20.15769,118.537375,1,7.993333333,18,28,Ore Carrier,2004,229186,319.5,54.0,9.0,9.0,18.1
52,9648908,2019-10-21 23:58:48+00:00,-20.11776833,118.56490500000001,1,7.993333333,27,38,Bulk Carrier,2014,208086,299.88,50.0,9.0,9.0,18.4
53,9438470,2020-01-02 07:58:30+00:00,-20.15476833,118.54045330000001,1,7.993611111,23,27,Bulk Carrier,2010,180079,295.0,46.0,9.0,9.0,18.1
54,9591739,2019-07-24 07:59:49+00:00,-20.10603167,118.59239,0,7.993611111,21,27,Bulk Carrier,2012,178896,292.0,45.0,9.0,9.0,18.32
55,9701176,2019-04-21 23:59:39+00:00,-20.106635,118.599915,1,7.994444444,41,23,Bulk Carrier,2014,180560,291.98,45.0,9.0,9.0,18.24
56,9573775,2019-05-01 15:58:51+00:00,-20.13547167,118.54012,1,7.995,33,25,Bulk Carrier,2011,181458,291.98,45.0,9.0,9.0,18.24
57,9703241,2019-10-27 15:59:16+00:00,-20.12002167,118.59411829999999,1,7.995,22,36,Bulk Carrier,2016,180940,292.0,45.0,9.0,9.0,18.3
58,9713040,2019-10-24 23:58:35+00:00,-20.13562333,118.5418217,1,7.995277777999999,25,36,Bulk Carrier,2016,209172,299.95,50.0,9.0,9.0,18.4
59,9736949,2019-09-28 23:57:44+00:00,-20.074855,118.52711000000001,1,7.995277777999999,30,31,Bulk Carrier,2016,182618,292.0,45.0,9.0,9.0,18.15
60,9708320,2019-10-19 07:59:47+00:00,-20.15298333,118.5369733,1,7.995833332999999,39,35,Bulk Carrier,2015,78184,225.0,32.2,7.0,7.0,14.43
61,9723904,2019-07-14 23:57:36+00:00,-20.09325833,118.5093383,1,7.995833332999999,13,30,Bulk Carrier,2016,206752,300.0,50.0,9.0,9.0,18.59
62,9737826,2020-01-15 23:59:37+00:00,-20.10869667,118.54281999999999,1,7.996111111,23,26,Bulk Carrier,2016,209900,299.99,50.0,9.0,9.0,18.43
63,9423774,2019-06-14 07:59:20+00:00,-20.12437833,118.51473670000001,0,7.9963888889999994,21,29,Bulk Carrier,2008,178104,292.0,45.0,9.0,9.0,18.32
64,9600437,2019-07-31 23:59:51+00:00,-20.09627,118.56336,1,7.9969444439999995,23,26,Bulk Carrier,2015,205471,299.95,50.0,9.0,9.0,18.25
65,9520728,2019-11-21 23:57:27+00:00,-20.106254999999997,118.58013329999999,1,7.997222222,19,25,Bulk Carrier,2011,179488,291.97,45.0,9.0,9.0,18.22
66,9558191,2019-07-23 15:58:31+00:00,-20.08241833,118.59371000000002,1,7.997222222,22,30,Bulk Carrier,2012,180517,291.9,45.0,9.0,9.0,18.07
67,9760471,2020-02-21 07:58:11+00:00,-20.15499333,118.537255,1,7.997222222,35,16,Bulk Carrier,2016,117549,245.0,43.0,7.0,7.0,15.6
68,9423358,2019-06-23 07:59:49+00:00,-20.09667333,118.5069983,1,7.9975,38,30,Bulk Carrier,2011,182128,292.0,45.0,9.0,9.0,18.18
69,9498781,2019-10-29 23:59:33+00:00,-20.08293167,118.5382767,1,7.9975,21,40,Bulk Carrier,2009,169001,287.5,45.0,9.0,9.0,17.7
70,9500766,2019-07-07 07:58:44+00:00,-20.119965,118.57679170000002,1,7.9975,22,32,Bulk Carrier,2012,180643,291.9,45.0,9.0,9.0,18.07
71,9374038,2019-09-29 15:59:21+00:00,-20.1246,118.58145,0,7.997777778,29,28,Bulk Carrier,2007,206190,299.94,50.0,9.0,9.0,18.1
72,9487639,2019-08-11 23:59:38+00:00,-20.09622333,118.5339733,1,7.998055556000001,24,25,Ore Carrier,2013,251019,329.95,57.0,9.0,9.0,18.02
73,9493028,2020-01-09 15:58:21+00:00,-20.08473833,118.5809733,1,7.998055556000001,26,30,Bulk Carrier,2009,177897,292.0,45.0,9.0,9.0,18.3
74,9713064,2019-03-27 15:59:57+00:00,-20.08115667,118.5818967,1,7.998611111000001,20,11,Bulk Carrier,2016,209114,299.95,50.0,9.0,9.0,18.4
75,9484687,2019-12-05 23:59:22+00:00,-20.16591667,118.54935829999998,0,7.998888889,24,26,Bulk Carrier,2011,92803,229.2,38.0,7.0,7.0,14.9
76,9638056,2019-08-10 23:57:34+00:00,-20.12002667,118.56218329999999,1,7.998888889,20,25,Bulk Carrier,2013,206108,299.92,50.0,9.0,9.0,18.4
77,9644500,2019-07-27 15:57:36+00:00,-20.31601833,118.56926499999999,1,7.998888889,30,28,Bulk Carrier,2012,107236,254.99,43.0,7.0,7.0,13.4
78,9747780,2019-10-15 15:58:46+00:00,-20.33033667,118.58230829999998,1,7.998888889,31,40,Ore Carrier,2017,261084,327.0,57.0,5.0,9.0,18.8
