Imo,RecievedTime,Latitude,Longitude,NavStatus,FullWaitTime,WaitingCount,MooredCount,type,built,dwt,loa,beam,holdsTotal,hatchesToNo,draughtMeters
9727352,2019-07-04 23:59:59+00:00,-20.09603833,118.5797417,1,55.97527778,20,28,Bulk Carrier,2015,207219,299.94,50,9,9,18.27
9447976,2019-08-24 07:59:53+00:00,-20.12277833,118.595525,1,55.97583333,22,27,Bulk Carrier,2011,175800,291.8,45,9,9,18.25
9751004,2020-02-15 15:59:35+00:00,-20.06879333,118.6348617,1,55.97611111,39,17,Bulk Carrier,2016,180005,295,46,9,9,18.1
9667497,2020-01-02 23:59:20+00:00,-20.136525,118.50842,0,55.97694444,21,28,Chemical Bulk Tanker,2015,49731,183.2,32.3,,,12.91
9375965,2019-12-10 07:59:47+00:00,-20.07071667,118.6323833,1,55.97805556,16,29,Bulk Carrier,2009,207942,299.7,50,9,9,18.23
9758650,2019-07-30 15:59:17+00:00,-20.1207,118.6030517,1,55.97805556,22,28,Bulk Carrier,2017,207389,299.88,50,9,9,18.5
9738155,2019-11-12 15:59:09+00:00,-20.10738667,118.5965883,1,55.97916667,18,33,Bulk Carrier,2017,178438,292,45,9,9,16.5
9638862,2019-07-31 23:58:25+00:00,-20.107005,118.56333,1,55.98027778,20,28,Bulk Carrier,2013,207664,300,50,9,9,18.2
9374038,2019-10-27 07:58:39+00:00,-20.07941667,118.6338167,1,55.98138889,21,35,Bulk Carrier,2007,206190,299.94,50,9,9,18.1
9445306,2020-01-30 15:58:27+00:00,-20.11633333,118.5296667,1,55.98416667,43,26,Ore Carrier,2012,228517,324.99,52.5,5,5,18.1
9639517,2019-09-20 07:59:30+00:00,-20.09306167,118.5770133,1,55.98416667,30,26,Bulk Carrier,2013,205170,299.95,50,9,9,18.25
9300594,2019-05-03 15:59:21+00:00,-20.0627,118.6319833,1,55.98472222,31,22,Bulk Carrier,2005,177005,288.97,45,9,9,17.96
9756236,2019-08-24 23:58:56+00:00,-20.11955,118.508645,1,55.98638889,20,26,Bulk Carrier,2016,207566,299.98,50,9,9,18.5
9756248,2019-09-08 07:57:55+00:00,-20.09764,118.5151683,1,55.98777778,16,24,Bulk Carrier,2017,207765,299.98,50,9,9,18.5
9447976,2019-11-12 07:59:53+00:00,-20.10541333,118.6057867,1,55.98833333,18,32,Bulk Carrier,2011,175800,291.8,45,9,9,18.25
9584607,2019-08-27 15:59:43+00:00,-20.10651667,118.583905,1,55.98833333,18,27,Bulk Carrier,2012,179322,292,45,9,9,18.32
9757591,2019-11-16 07:58:00+00:00,-20.11088667,118.6317617,1,55.98972222,21,23,Bulk Carrier,2017,208864,299.95,50,9,9,18.42
9484687,2020-01-31 15:59:28+00:00,-20.096655,118.56807,0,55.99083333,35,25,Bulk Carrier,2011,92803,229.2,38,7,7,14.9
9516521,2019-12-25 15:59:07+00:00,-20.122295,118.5958517,1,55.99083333,29,26,Bulk Carrier,2014,207891,300,50,9,9,18.2
9329459,2019-12-29 07:59:10+00:00,-20.12128333,118.5150667,1,55.99111111,23,28,Bulk Carrier,2005,175500,289,45,9,9,18.2
9603427,2019-06-20 23:57:24+00:00,-20.08037667,118.5139283,1,55.99111111,29,31,Bulk Carrier,2012,207947,300,50,9,9,18.22
9639517,2019-12-05 23:59:48+00:00,-20.068665,118.6218617,1,55.99111111,25,26,Bulk Carrier,2013,205170,299.95,50,9,9,18.25
9433810,2019-03-27 07:59:33+00:00,-20.13348833,118.5411583,1,55.99166667,10,12,Product Carrier,2011,50079,182.5,32.23,,,12.92
9431240,2019-07-27 07:58:38+00:00,-20.11053167,118.5948483,1,55.99194444,31,30,Ore Carrier,2010,229008,324.99,52.5,5,5,18.1
9434424,2019-09-23 07:59:20+00:00,-20.09303667,118.523155,1,55.99194444,30,30,Bulk Carrier,2010,180702,292,45,9,9,18.2
9712682,2019-10-29 07:58:21+00:00,-20.09475,118.5360883,1,55.99194444,21,37,Bulk Carrier,2015,209529,300,50,9,9,18.4
9406465,2019-08-20 15:58:49+00:00,-20.10843333,118.5351167,1,55.99305556,20,23,Bulk Carrier,2007,206366,299.94,50,9,9,18.1
9302865,2019-10-18 23:59:49+00:00,-20.130205,118.52228,1,55.99444444,34,36,Product Carrier,2004,45718,179.8,32.2,,,12.12
9455557,2019-05-11 15:58:00+00:00,-20.12048333,118.57605,1,55.99444444,21,26,Bulk Carrier,2011,114078,250,43,7,7,14.5
9678800,2019-06-20 23:58:14+00:00,-20.13476667,118.5080983,1,55.995,33,28,Bulk Carrier,2013,206010,299.92,50,9,9,18.4
9490882,2020-02-16 23:59:02+00:00,-20.06726667,118.5942167,1,55.99527778,42,13,Bulk Carrier,2010,179194,291.97,45,9,9,18.2
9731444,2019-06-04 07:57:31+00:00,-20.08259333,118.6004683,1,55.99527778,23,31,Bulk Carrier,2016,207765,299.88,50,9,9,18.5
9300582,2020-01-25 23:58:06+00:00,-20.07031667,118.6232833,1,55.99555556,33,27,Bulk Carrier,2006,176996,288.97,45,9,9,17.96
9516480,2019-11-14 07:58:55+00:00,-20.08038333,118.5946667,1,55.99638889,19,28,Bulk Carrier,2011,208001,300,50,9,9,18.2
9552422,2019-05-20 15:59:36+00:00,-20.123535,118.5649633,1,55.99638889,32,28,Bulk Carrier,2012,182249,292,45,9,9,18.2
9595424,2019-05-30 23:57:26+00:00,-20.11516667,118.5195517,1,55.99666667,23,30,Bulk Carrier,2011,207725,299.7,50,9,9,18.23
9767405,2019-12-01 07:59:20+00:00,-20.106265,118.53422,0,55.99666667,31,25,Bulk Carrier,2017,210000,299.87,48.99,9,9,18.62
9604988,2019-04-17 23:59:47+00:00,-20.09303167,118.632545,1,55.9975,40,20,Bulk Carrier,2011,181458,291.98,45,9,9,18.24
9409118,2019-06-08 23:59:31+00:00,-20.0732,118.5267,1,55.99833333,22,30,Bulk Carrier,2010,178623,292,44.98,9,9,17.98
9612959,2019-11-09 23:57:32+00:00,-20.12247333,118.539855,1,55.99916667,17,33,Bulk Carrier,2011,180133,295,46,9,9,18.1
9861770,2020-01-27 15:57:45+00:00,-20.124505,118.6397817,1,55.99916667,36,26,Bulk Carrier,2020,208815,299.99,50,9,9,18.43
9451616,2019-12-20 15:58:20+00:00,-20.07197333,118.6035583,1,55.99944444,21,25,Bulk Carrier,2009,179223,291.97,45,9,9,18.2
9581708,2019-05-10 07:59:47+00:00,-20.08051667,118.5353333,1,55.99944444,16,26,Bulk Carrier,2013,114038,250,43,7,7,14.5
9675949,2019-07-25 23:58:22+00:00,-20.07740833,118.5906617,1,55.99944444,21,29,Bulk Carrier,2015,216461,306,52,9,9,18.2
9474632,2019-10-05 07:57:03+00:00,-20.107805,118.51431,1,56,34,34,Bulk Carrier,2011,92776,229.2,38,7,7,14.9
9279393,2019-09-01 23:57:53+00:00,-20.12336,118.5838833,1,56.00027778,13,29,Ore Carrier,2004,229186,319.5,54,9,9,18.1
9307073,2019-05-21 15:59:54+00:00,-20.06910333,118.5948783,1,56.00111111,36,27,Bulk Carrier,2006,173541,289,45,9,9,18.22
9434412,2019-03-29 07:59:55+00:00,-20.08806667,118.5299,1,56.00111111,41,10,Bulk Carrier,2010,180391,292,45,9,9,18.2
9336995,2019-07-24 15:58:32+00:00,-20.06721667,118.6194833,1,56.00194444,22,28,Bulk Carrier,2008,207912,299.7,50,9,9,18.23
9767510,2019-09-02 15:58:44+00:00,-20.10311167,118.5246083,1,56.00277778,13,26,Bulk Carrier,2016,181267,291.98,45,9,9,18.24
9471630,2019-04-09 23:56:48+00:00,-20.155,118.5245,1,56.00388889,8,22,Bulk Carrier,2011,93283,230,38,7,7,14.9
9584607,2019-06-04 15:59:16+00:00,-20.10642667,118.5083817,0,56.00388889,23,34,Bulk Carrier,2012,179322,292,45,9,9,18.32
9329459,2019-06-11 15:57:07+00:00,-20.07791667,118.5905667,1,56.00472222,29,31,Bulk Carrier,2005,175500,289,45,9,9,18.2
9759965,2019-09-17 15:57:27+00:00,-20.110745,118.541175,1,56.00472222,25,26,Bulk Carrier,2017,180011,295,46,9,9,18.1
9588457,2019-09-18 15:59:24+00:00,-20.138805,118.5418217,1,56.00583333,26,30,Bulk Carrier,2011,179678,292,45,9,9,18.22
9747778,2019-07-21 23:57:47+00:00,-20.10538333,118.5338233,1,56.00583333,26,28,Ore Carrier,2016,260840,327,57,5,9,18.8
9362970,2019-09-28 07:57:46+00:00,-20.09288333,118.5638167,1,56.00611111,30,27,Ore Carrier,2009,228527,319.58,54,9,9,18.1
9603362,2019-09-17 07:59:34+00:00,-20.11904667,118.5092667,1,56.00666667,24,26,Bulk Carrier,2011,207855,300,50,9,9,18.22
9611735,2019-06-22 15:57:10+00:00,-20.09760833,118.5809083,1,56.00694444,38,28,Bulk Carrier,2014,180429,295,46,9,9,18.1
9482718,2019-08-09 23:59:07+00:00,-20.1178,118.53335,1,56.00805556,20,28,Bulk Carrier,2012,93721,235,38,7,7,14.5
9403310,2019-06-18 07:58:00+00:00,-20.15412167,118.519335,1,56.00861111,35,30,Product Carrier,2009,45902,179.88,32.23,,,12.07
9713442,2019-10-06 15:57:00+00:00,-20.09587667,118.6213617,1,56.00888889,29,36,Bulk Carrier,2015,207532,299.94,50,9,9,18.27
9539107,2019-09-15 07:57:27+00:00,-20.10721,118.5905083,1,56.00916667,22,27,Bulk Carrier,2012,179407,292,45,9,9,18.2
9802114,2019-11-20 23:57:24+00:00,-20.06614,118.5751383,1,56.00916667,18,24,Bulk Carrier,2018,207800,299.9,50,9,9,18.3
9500766,2020-01-08 15:58:33+00:00,-20.06799667,118.6220867,1,56.00944444,23,31,Bulk Carrier,2012,180643,291.9,45,9,9,18.07
9446439,2019-06-27 07:57:54+00:00,-20.09633333,118.59545,1,56.00972222,32,31,Bulk Carrier,2010,180309,288.93,45,9,9,18.17
9613070,2019-07-16 15:58:51+00:00,-20.08705667,118.5236333,1,56.01055556,15,29,Bulk Carrier,2012,176389,292,45,9,9,18.3
9419462,2019-08-11 23:58:16+00:00,-20.06992167,118.5907083,1,56.01083333,23,26,Ore Carrier,2010,250877,329.95,57,9,9,18.02
9336995,2019-03-27 07:58:59+00:00,-20.12045,118.59415,1,56.01138889,7,11,Bulk Carrier,2008,207912,299.7,50,9,9,18.23
9731602,2019-08-16 23:58:03+00:00,-20.108455,118.514035,1,56.01138889,23,31,Bulk Carrier,2016,209096,299.95,50,9,9,18.4
9362970,2019-12-26 07:57:14+00:00,-20.13396667,118.5135833,1,56.01222222,27,25,Ore Carrier,2009,228527,319.58,54,9,9,18.1
9474034,2019-08-14 07:57:55+00:00,-20.06470667,118.6022533,1,56.01222222,27,25,Ore Carrier,2012,228749,324.99,52.5,5,5,18.1
9553024,2019-08-13 23:58:04+00:00,-20.13812167,118.5141817,1,56.01222222,27,26,Open Hatch Carrier,2011,33671,179.95,28.2,5,5,10
9492206,2019-08-03 07:57:27+00:00,-20.115215,118.5203733,1,56.01305556,22,27,Bulk Carrier,2011,176000,292,45,9,9,18.3
9760471,2020-01-10 07:58:01+00:00,-20.09678167,118.50985,1,56.01305556,25,31,Bulk Carrier,2016,117549,245,43,7,7,15.6
9474022,2019-09-14 07:57:38+00:00,-20.135,118.5335,1,56.01333333,18,28,Ore Carrier,2011,228771,324.99,52.5,5,5,18.1
9736949,2019-11-30 23:57:36+00:00,-20.090885,118.5352,1,56.01333333,31,27,Bulk Carrier,2016,182618,292,45,9,9,18.15
9738832,2019-09-30 07:59:02+00:00,-20.11900667,118.6173717,0,56.01583333,28,30,Bulk Carrier,2016,181070,291.98,45,9,9,18.24
9702479,2019-05-19 15:57:20+00:00,-20.11502333,118.5268333,1,56.01611111,27,24,Bulk Carrier,2016,211135,300,49,9,9,18.6
9481295,2019-12-02 07:58:28+00:00,-20.08336667,118.5361833,1,56.01638889,28,29,Bulk Carrier,2010,179144,292,45,9,9,18.32
9552276,2020-01-21 07:58:14+00:00,-20.08361667,118.5145333,1,56.01638889,32,29,Bulk Carrier,2009,180242,288.93,45,9,9,18.17
9613068,2019-07-29 23:57:54+00:00,-20.08858,118.52212,1,56.01722222,24,27,Bulk Carrier,2011,176469,292,45,9,9,18.3
9518660,2019-10-30 15:58:39+00:00,-20.12424333,118.60983,1,56.0175,26,40,Bulk Carrier,2010,180361,294.47,46,9,9,18.1
9486726,2019-09-28 15:58:26+00:00,-20.1365,118.5131667,1,56.01944444,28,31,Bulk Carrier,2010,180716,292,45,9,9,18.2
9689689,2019-09-28 23:58:27+00:00,-20.09657167,118.6194817,1,56.02194444,31,31,Bulk Carrier,2016,179232,292.26,45,9,9,18.32
9723916,2019-10-17 15:57:52+00:00,-20.096,118.54208,1,56.02333333,33,35,Bulk Carrier,2016,206752,300,50,9,9,18.59
9536806,2019-06-08 15:57:56+00:00,-20.09826667,118.5934783,1,56.02444444,18,33,Ore Carrier,2015,175238,290.4,45,6,6,17.94
9482524,2020-01-18 23:57:14+00:00,-20.10431833,118.5130883,1,56.02527778,31,31,Bulk Carrier,2010,177000,292,45,9,9,18.3
9384954,2020-02-02 07:57:04+00:00,-20.0835,118.5965167,1,56.02805556,39,23,Bulk Carrier,2008,180159,288.93,45,9,9,18.17
9492103,2019-08-28 15:58:00+00:00,-20.11945333,118.607465,1,56.02805556,18,27,Bulk Carrier,2009,180311,294.47,46,9,9,18.1
9472282,2019-12-02 15:58:11+00:00,-20.100045,118.5274533,1,56.02861111,29,30,Bulk Carrier,2009,178032,292,45,9,9,18.3
9614933,2019-12-28 23:57:46+00:00,-20.095015,118.5767383,1,56.02861111,22,29,Bulk Carrier,2012,181429,291.98,45,9,9,18.24
9558713,2019-07-11 07:55:36+00:00,-20.11114667,118.5789483,1,56.03027778,17,26,Bulk Carrier,2012,205097,299.9,50,9,9,18.37
9735189,2019-09-15 23:57:59+00:00,-20.12321833,118.5927533,1,56.03083333,20,29,Bulk Carrier,2016,209551,300,50,9,9,18.4
9423920,2019-05-28 15:55:02+00:00,-20.11374167,118.52218,1,56.03444444,28,31,Bulk Carrier,2010,177830,292,45,9,9,18.32
9603386,2020-01-21 23:57:28+00:00,-20.080255,118.6354817,1,56.03472222,36,29,Bulk Carrier,2012,207856,300,50,9,9,18.22
9620516,2019-08-18 07:57:35+00:00,-20.08000167,118.5881367,1,56.03472222,24,25,Bulk Carrier,2012,115079,254,43,7,7,14.5
9459266,2019-06-09 23:57:10+00:00,-20.13403833,118.5085283,1,56.03638889,26,32,Product Carrier,2011,45931,181.53,32.2,,,12.17
9575668,2019-09-15 07:57:05+00:00,-20.07971167,118.603815,1,56.03777778,20,28,Bulk Carrier,2012,175620,291.8,45,9,9,18.25
9482718,2019-04-12 15:57:14+00:00,-20.10928333,118.5631667,1,56.03888889,22,25,Bulk Carrier,2012,93721,235,38,7,7,14.5
9552381,2019-03-27 15:57:33+00:00,-20.10167667,118.5140867,1,56.03972222,17,12,Bulk Carrier,2012,182663,292,45,9,9,18.23
9307061,2019-07-10 07:57:18+00:00,-20.108595,118.53917,1,56.04027778,15,31,Bulk Carrier,2006,173624,289,45,9,9,18.22
9695030,2019-08-10 15:56:21+00:00,-20.08071667,118.60032,1,56.04166667,20,28,Ore Carrier,2014,262062,325,57,9,9,18.7
9431238,2019-05-19 07:57:00+00:00,-20.07840833,118.6014933,1,56.04694444,24,27,Ore Carrier,2010,228990,324.99,52.5,5,5,18.1
9603415,2020-02-23 15:55:17+00:00,-20.10761667,118.6226817,1,56.05055556,38,15,Bulk Carrier,2012,207867,300,50,9,9,18.22
9605487,2019-05-19 15:54:27+00:00,-20.13824,118.53829,1,56.06527778,26,24,Bulk Carrier,2013,176532,292,45,9,9,18.3
9605487,2019-04-16 23:54:00+00:00,-20.12366167,118.5384717,1,56.07027778,38,24,Bulk Carrier,2013,176532,292,45,9,9,18.3
9614921,2019-11-04 07:53:41+00:00,-20.11716167,118.526285,1,56.08777778,21,37,Bulk Carrier,2012,181366,291.98,45,9,9,18.24
9395202,2019-04-21 23:54:02+00:00,-20.09309167,118.6148567,1,56.0975,43,22,Bulk Carrier,2008,177878,292,45,9,9,18.3
9483310,2019-09-19 07:50:06+00:00,-20.06579667,118.5764867,1,56.12027778,26,29,Bulk Carrier,2009,180157,294.91,46,9,9,18.1
9738131,2019-06-22 07:51:14+00:00,-20.06915,118.615285,1,56.12361111,34,28,Bulk Carrier,2017,178332,292,45,9,9,16.5
9567996,2019-09-23 23:45:02+00:00,-20.095585,118.5748,1,56.23805556,32,30,Bulk Carrier,2014,207547,299.94,50,9,9,18.27
9558713,2019-12-06 15:00:06+00:00,-20.10960333,118.6090467,1,56.95333333,26,29,Bulk Carrier,2012,205097,299.9,50,9,9,18.37
9627708,2019-05-31 15:58:47+00:00,-20.08063833,118.588995,1,62.56944444,25,32,Ore Carrier,2015,250993,329.95,57,9,9,18.02
9593220,2020-01-08 07:59:56+00:00,-20.078955,118.5121517,0,63.95416667,23,29,Bulk Carrier,2013,205938,299.92,50,9,9,18.4
9493755,2020-02-16 23:59:40+00:00,-20.10683167,118.59322,1,63.95694444,42,13,Bulk Carrier,2012,175231,291.8,45,9,9,18.25
9446453,2019-03-09 23:52:06+00:00,-20.08273167,118.5171133,1,63.95972222,1,0,Bulk Carrier,2010,181725,291.98,45,9,9,18.24
9431252,2019-05-15 15:59:20+00:00,-20.10456667,118.6153633,0,63.96388889,18,26,Ore Carrier,2010,228850,324.99,52.5,5,5,18.1
9326392,2019-12-31 07:59:42+00:00,-20.10411667,118.5310333,1,63.965,22,26,Bulk Carrier,2008,106507,254.62,43,7,7,13.16
9410155,2019-10-03 23:59:55+00:00,-20.12065667,118.6096783,1,63.96805556,36,32,Bulk Carrier,2010,178050,292,45,9,9,18.3
9568017,2019-12-14 23:59:17+00:00,-20.084305,118.536085,1,63.96833333,21,29,Bulk Carrier,2014,207468,299.94,50,9,9,18.27
9724594,2019-08-09 23:59:19+00:00,-20.13696333,118.5129333,0,63.96833333,20,28,Chemical & Oil Carrier,2016,45500,183.06,32.2,,,13.31
9419462,2019-06-09 15:59:53+00:00,-20.109755,118.594585,1,63.96861111,24,32,Ore Carrier,2010,250877,329.95,57,9,9,18.02
9519779,2019-06-10 23:59:49+00:00,-20.10695,118.5413333,1,63.97083333,28,32,Bulk Carrier,2010,175713,291.8,45,9,9,18.25
9604976,2019-04-25 07:59:42+00:00,-20.11222333,118.6155783,1,63.97111111,43,21,Bulk Carrier,2012,181415,291.98,45,9,9,18.24
9307073,2019-04-10 23:58:58+00:00,-20.09884167,118.6064917,1,63.9725,11,21,Bulk Carrier,2006,173541,289,45,9,9,18.22
9631333,2019-08-05 23:59:09+00:00,-20.10602833,118.5781617,1,63.97333333,21,29,Bulk Carrier,2014,206070,299.92,50.01,9,9,18.47
9747871,2019-12-31 23:59:41+00:00,-20.09242667,118.50845,1,63.97388889,25,26,Bulk Carrier,2016,181162,291.98,45,9,9,18.24
9738117,2019-08-04 23:59:36+00:00,-20.13352833,118.51068,1,63.975,24,27,Bulk Carrier,2016,39765,179.99,30,5,5,10.7
9307073,2019-11-18 07:59:38+00:00,-20.107695,118.5414117,1,63.97611111,24,25,Bulk Carrier,2006,173541,289,45,9,9,18.22
9531870,2019-08-21 23:59:26+00:00,-20.12056667,118.5729333,1,63.97611111,22,26,Bulk Carrier,2010,207993,299.7,50,9,9,18.23
9750945,2019-07-19 15:59:19+00:00,-20.14020333,118.5403967,0,63.97638889,18,25,Bulk Carrier,2017,211084,300,49,9,9,18.6
9397743,2019-05-16 07:58:50+00:00,-20.08515,118.5374583,1,63.97666667,22,22,Bulk Carrier,2009,177974,292,45,9,9,18.3
9441934,2019-10-09 23:58:46+00:00,-20.06877167,118.5751133,1,63.97666667,36,40,Ore Carrier,2011,226434,319.58,54,9,9,18.12
9620554,2019-08-10 23:59:36+00:00,-20.120325,118.615285,1,63.97694444,19,30,Bulk Carrier,2014,115088,254,43,7,7,14.5
9847073,2019-12-19 23:58:56+00:00,-20.11761167,118.5221183,1,63.97694444,24,25,Bulk Carrier,2019,180668,292,45,9,9,18.3
9702687,2019-12-02 15:58:46+00:00,-20.12161167,118.59555,1,63.97805556,30,29,Bulk Carrier,2016,180940,292,45,9,9,18.3
9406544,2019-05-26 07:59:49+00:00,-20.09486833,118.5768417,1,63.97833333,30,29,Bulk Carrier,2007,206330,299.94,50,9,9,18.1
9434412,2019-06-13 15:58:39+00:00,-20.09203333,118.5628167,1,63.97916667,23,31,Bulk Carrier,2010,180391,292,45,9,9,18.2
9722950,2019-08-29 07:59:04+00:00,-20.10924667,118.5120583,1,63.98027778,19,28,Bulk Carrier,2016,209545,300,50,9,9,18.4
9459527,2019-12-06 15:59:25+00:00,-20.09592167,118.6380967,1,63.98083333,29,28,Bulk Carrier,2010,182619,292,45,9,9,18.2
9545297,2019-11-08 15:58:06+00:00,-20.107,118.6348333,1,63.98222222,18,36,Bulk Carrier,2013,180705,292,45,9,9,18.22
9295012,2019-06-12 15:58:21+00:00,-20.07221667,118.5229833,1,63.9825,24,33,Bulk Carrier,2007,171926,289,45,9,9,17.92
9723150,2019-09-23 07:59:06+00:00,-20.11286667,118.6053517,1,63.9825,30,30,Bulk Carrier,2015,209956,299.99,50,9,9,18.43
9626120,2019-05-12 07:59:47+00:00,-20.13757833,118.5111883,1,63.98305556,25,19,Bulk Carrier,2014,34845,179.94,30,5,5,10.12
9731767,2019-04-01 23:58:31+00:00,-20.12081333,118.5815633,1,63.98305556,35,16,Ore Carrier,2016,250292,325,57,9,9,18
9603386,2019-06-04 23:59:01+00:00,-20.122125,118.5738533,1,63.98361111,26,31,Bulk Carrier,2012,207856,300,50,9,9,18.22
9269063,2019-06-09 23:59:17+00:00,-20.0809,118.6142167,1,63.98527778,28,29,Bulk Carrier,2004,171075,288.88,45,9,9,17.72
9521394,2019-12-11 07:58:59+00:00,-20.06393333,118.5754717,1,63.98611111,15,30,Bulk Carrier,2013,181125,292,45,9,9,18.2
9489510,2019-12-03 15:59:21+00:00,-20.09580667,118.5425233,1,63.98694444,28,30,Ore Carrier,2013,226371,319.6,54,9,9,18.12
9758648,2019-05-20 07:59:01+00:00,-20.10782333,118.5098767,1,63.98722222,31,26,Bulk Carrier,2017,207392,299.88,50,9,9,18.5
9445318,2020-01-03 15:59:34+00:00,-20.117795,118.5256567,1,63.9875,18,29,Ore Carrier,2012,228783,324.99,52.5,5,5,18.1
9474010,2019-12-31 07:59:52+00:00,-20.0835,118.542,1,63.98888889,23,26,Ore Carrier,2011,228694,324.99,52.5,5,9,18.1
9847073,2019-11-12 07:58:19+00:00,-20.109065,118.5154533,1,63.98916667,16,34,Bulk Carrier,2019,180668,292,45,9,9,18.3
9446635,2019-09-20 23:59:42+00:00,-20.09359667,118.5617783,0,63.98944444,27,27,Bulk Carrier,2011,181399,291.98,45,9,9,18.24
9346172,2019-08-30 07:58:20+00:00,-20.09218333,118.5622833,1,63.99,20,26,Bulk Carrier,2006,203233,299.95,50,9,9,17.91
9459321,2019-04-14 23:59:34+00:00,-20.09623333,118.6217833,0,63.99027778,28,20,Bulk Carrier,2011,115429,254,43,7,7,14.5
9747871,2019-08-23 23:59:44+00:00,-20.09196667,118.604465,1,63.99111111,20,25,Bulk Carrier,2016,181162,291.98,45,9,9,18.24
9516492,2019-08-21 23:59:06+00:00,-20.12737,118.5207933,1,63.99194444,21,26,Bulk Carrier,2011,207980,300,50,9,9,18.2
9660023,2019-07-31 23:57:55+00:00,-20.10607667,118.5108217,1,63.99305556,20,27,Bulk Carrier,2013,181381,291.98,45,9,9,18.24
9675729,2019-12-29 23:57:33+00:00,-20.123425,118.5382933,1,63.99305556,26,26,Bulk Carrier,2014,38190,179.97,29.8,5,5,10.5
9463671,2019-11-26 07:57:55+00:00,-20.10710833,118.57622,0,63.99388889,26,22,Bulk Carrier,2011,118585,260.41,43,7,7,14.5
9660023,2019-12-29 07:57:34+00:00,-20.118955,118.5659117,1,63.99388889,23,26,Bulk Carrier,2013,181381,291.98,45,9,9,18.24
9670054,2019-12-11 15:58:13+00:00,-20.09933167,118.5290583,1,63.99416667,17,31,Bulk Carrier,2013,209804,299.99,50,9,9,18.43
9490894,2019-08-03 07:59:16+00:00,-20.12371667,118.5374667,0,63.995,24,27,Bulk Carrier,2010,179255,291.97,45,9,9,18.2
9590694,2019-12-23 15:59:36+00:00,-20.10578,118.62245,1,63.995,27,28,Bulk Carrier,2011,179276,292,45,9,9,18.22
9590709,2019-09-26 23:58:32+00:00,-20.11893333,118.6378117,1,63.995,26,33,Bulk Carrier,2011,179276,292,45,9,9,18.22
9603415,2019-08-05 15:58:18+00:00,-20.09584833,118.5690483,1,63.995,22,32,Bulk Carrier,2012,207867,300,50,9,9,18.22
9731444,2020-02-01 23:57:57+00:00,-20.119955,118.597565,1,63.99527778,39,26,Bulk Carrier,2016,207765,299.88,50,9,9,18.5
9745940,2019-08-26 15:58:57+00:00,-20.13268667,118.52819,1,63.99638889,15,28,Bulk Carrier,2019,209801,300,50,9,9,18.4
9465198,2020-01-25 07:57:18+00:00,-20.06303,118.572275,1,63.99722222,38,24,Bulk Carrier,2008,178021,292,45,9,9,18.3
9751004,2019-10-28 07:57:15+00:00,-20.109005,118.61557,1,63.99805556,21,38,Bulk Carrier,2016,180005,295,46,9,9,18.1
9526722,2019-07-11 07:59:36+00:00,-20.08425833,118.5128767,1,63.99861111,16,30,Open Hatch Carrier,2014,36936,177.8,28.6,5,5,10.85
9633733,2019-10-19 07:59:12+00:00,-20.07679667,118.52286,1,63.99861111,37,35,Bulk Carrier,2013,180032,295,46,9,9,18.1
9768758,2019-12-23 23:57:10+00:00,-20.08230667,118.583095,1,63.99861111,30,28,Bulk Carrier,2018,210000,299.87,48.99,9,9,18.62
9758648,2019-11-14 07:57:18+00:00,-20.093705,118.5941167,1,63.99888889,19,31,Bulk Carrier,2017,207392,299.88,50,9,9,18.5
9513749,2019-07-03 07:58:19+00:00,-20.10755,118.57635,1,63.99916667,21,29,Bulk Carrier,2010,206291,299.94,50,9,9,18.1
9662409,2019-04-23 23:57:32+00:00,-20.068825,118.6293867,1,63.99944444,44,19,Bulk Carrier,2014,176247,292,45,9,9,18.3
9490882,2019-09-10 07:58:46+00:00,-20.10253333,118.52745,1,64.00138889,19,25,Bulk Carrier,2010,179194,291.97,45,9,9,18.2
9490894,2019-06-29 15:57:37+00:00,-20.11895,118.5063833,1,64.00222222,25,29,Bulk Carrier,2010,179255,291.97,45,9,9,18.2
9488279,2019-12-02 07:59:47+00:00,-20.12452667,118.5637833,1,64.00305556,29,29,Ore Carrier,2013,263055,328.05,57,5,5,18.83
9783320,2020-01-25 07:57:00+00:00,-20.09086167,118.52601,1,64.00416667,37,26,Bulk Carrier,2019,209951,299.99,50,9,9,18.4
9278636,2019-06-01 15:58:04+00:00,-20.09991667,118.5202833,1,64.00444444,24,33,Bulk Carrier,2005,203195,299.95,50,9,9,17.91
9603427,2020-01-29 07:58:32+00:00,-20.07481167,118.5275867,1,64.00444444,42,23,Bulk Carrier,2012,207947,300,50,9,9,18.22
9724647,2019-08-02 15:59:39+00:00,-20.084205,118.5117817,1,64.00444444,22,27,Bulk Carrier,2016,208931,299.95,50,9,9,18.4
9423970,2019-12-03 15:59:13+00:00,-20.10614,118.5950283,1,64.00611111,27,30,Bulk Carrier,2010,182133,295,46,9,9,18.28
9300582,2019-12-19 15:58:04+00:00,-20.08326667,118.5137833,1,64.00638889,26,27,Bulk Carrier,2006,176996,288.97,45,9,9,17.96
9312303,2019-05-07 07:58:33+00:00,-20.06638333,118.5885,1,64.00694444,22,23,Bulk Carrier,2007,207960,299.7,50,9,9,18.23
9709506,2019-12-23 15:57:53+00:00,-20.07563667,118.5409167,1,64.0075,23,29,Ore Carrier,2015,262582,327,57,5,5,18.8
