,RecievedTime,FinishedRecievedTime,Latitude,Longitude,WaitTime,type,built,dwt,loa,beam,draughtMeters
136,2020-01-28 15:54:58+00:00,2020-02-01 23:48:52+00:00,29.80779666666667,122.50595,103.89833333333333,Bulk Carrier,1988,64944,224.0,32.2,13.12
137,2020-02-07 23:59:17+00:00,2020-02-15 07:57:14+00:00,38.345515,118.41152833333334,175.96583333333336,Bulk Carrier,1988,64944,224.0,32.2,13.12
138,2020-02-19 07:58:20+00:00,2020-02-22 07:45:42+00:00,29.808475,122.52445,71.78944444444444,Bulk Carrier,1988,64944,224.0,32.2,13.12
139,2020-02-25 23:58:33+00:00,2020-02-27 15:58:13+00:00,38.31954833333333,118.40136,39.994444444444454,Bulk Carrier,1988,64944,224.0,32.2,13.12
140,2019-03-26 15:57:07+00:00,2019-03-30 15:57:46+00:00,38.34856166666667,118.17684166666666,96.01083333333334,Bulk Carrier,1987,69755,225.0,32.26,13.29
141,2019-04-08 15:57:34+00:00,2019-04-09 23:58:10+00:00,38.384456666666665,118.187095,32.01,Bulk Carrier,1987,69755,225.0,32.26,13.29
142,2019-04-12 23:55:35+00:00,2019-04-14 07:57:40+00:00,31.290408333333332,122.492925,32.03472222222222,Bulk Carrier,1987,69755,225.0,32.26,13.29
143,2019-04-17 23:58:53+00:00,2019-04-25 15:57:34+00:00,39.179123333333344,119.12896833333332,183.9780555555556,Bulk Carrier,1987,69755,225.0,32.26,13.29
144,2019-04-29 23:59:39+00:00,2019-05-02 23:59:45+00:00,38.41456166666666,118.15944666666668,72.00166666666667,Bulk Carrier,1987,69755,225.0,32.26,13.29
145,2019-05-05 23:39:28+00:00,2019-05-07 15:54:19+00:00,31.24679666666667,122.47216333333333,40.2475,Bulk Carrier,1987,69755,225.0,32.26,13.29
146,2019-05-11 23:57:11+00:00,2019-05-14 07:26:17+00:00,38.34900666666667,118.17402333333334,55.485,Bulk Carrier,1987,69755,225.0,32.26,13.29
147,2019-05-17 06:33:34+00:00,2019-05-20 07:59:09+00:00,31.29315,122.609145,73.42638888888891,Bulk Carrier,1987,69755,225.0,32.26,13.29
148,2019-05-24 23:58:21+00:00,2019-05-27 07:58:04+00:00,38.35187666666667,118.159145,55.99527777777778,Bulk Carrier,1987,69755,225.0,32.26,13.29
149,2019-06-04 15:54:26+00:00,2019-06-09 07:58:12+00:00,38.41244666666667,118.22386333333333,112.06277777777778,Bulk Carrier,1987,69755,225.0,32.26,13.29
150,2019-06-18 15:59:39+00:00,2019-06-23 15:57:09+00:00,38.95592833333333,118.02868333333332,119.95833333333331,Bulk Carrier,1987,69755,225.0,32.26,13.29
151,2019-07-03 15:59:48+00:00,2019-07-04 07:56:56+00:00,39.822645,119.7757,15.952222222222224,Bulk Carrier,1987,69755,225.0,32.26,13.29
