,Imo,RecievedTime,FinishedRecievedTime,Latitude,Longitude,NavStatus,WaitTime
91,8110681,2019-08-16 15:59:41+00:00,2019-08-23 07:31:09+00:00,54.06646833333333,7.775996666666668,1,159.52444444444444
92,8110681,2019-11-11 23:59:45+00:00,2019-11-21 15:59:19+00:00,52.526975,4.292961666666667,1,231.99277777777777
93,8110681,2019-12-27 07:57:29+00:00,2019-12-27 15:57:25+00:00,53.921459999999996,7.842826666666666,1,7.998888888888889
94,8110681,2020-01-13 07:58:25+00:00,2020-01-13 15:57:57+00:00,53.91672666666667,7.8042083333333325,1,7.992222222222222
95,8110681,2020-01-15 07:59:39+00:00,2020-01-23 23:59:45+00:00,54.04190500000001,7.454198333333332,1,208.00166666666667
96,8110681,2020-02-11 23:58:46+00:00,2020-02-12 23:57:23+00:00,51.904235,1.6906766666666666,1,23.976944444444445
97,8110681,2020-02-14 07:59:09+00:00,2020-02-18 23:59:44+00:00,51.50672333333333,0.8956833333333334,1,112.00972222222222
98,8119261,2019-05-05 23:03:23+00:00,2019-05-08 23:56:10+00:00,43.19226333333334,-79.201955,1,72.87972222222223
99,8119261,2019-05-22 15:47:21+00:00,2019-05-29 14:55:32+00:00,46.016385,-73.16883,1,167.1363888888889
100,8119261,2019-08-22 15:58:10+00:00,2019-08-22 23:57:38+00:00,48.40961666666666,-89.16660333333333,1,7.9911111111111115
101,8119261,2019-12-01 07:58:50+00:00,2019-12-28 07:59:04+00:00,43.119868333333336,-82.34881666666666,1,648.0038888888889
102,8128664,2019-03-26 15:57:12+00:00,2019-06-21 15:59:35+00:00,4.890133333333333,-1.6716666666666666,1,2088.0397222222223
103,8316601,2019-03-26 15:49:53+00:00,2019-04-05 15:59:07+00:00,29.76835166666667,122.45095666666668,1,240.1538888888889
104,8316601,2019-04-10 15:55:43+00:00,2019-04-12 07:53:44+00:00,27.85728,121.48041833333332,1,39.966944444444444
105,8316601,2019-04-17 15:50:47+00:00,2019-04-21 15:58:12+00:00,38.36256333333333,118.34179333333331,1,96.12361111111112
106,8316601,2019-04-25 15:57:06+00:00,2019-05-03 22:46:27+00:00,29.794965,122.43313500000001,1,198.8225
107,8316601,2019-05-13 15:18:50+00:00,2019-05-14 07:21:00+00:00,29.79961333333333,122.06538166666668,1,16.03611111111111
108,8316601,2019-06-04 07:58:29+00:00,2019-06-07 07:55:16+00:00,29.79908833333333,122.06213333333334,1,71.94638888888889
109,8316601,2019-06-08 23:57:04+00:00,2019-06-12 15:59:22+00:00,38.873718333333336,118.446225,1,88.03833333333333
110,8316601,2019-06-17 23:58:11+00:00,2019-06-20 07:59:40+00:00,38.400595,118.287195,1,56.02472222222222
111,8316601,2019-06-23 23:36:18+00:00,2019-06-26 07:57:57+00:00,31.36460666666667,122.45789666666668,1,56.36083333333333
112,8316601,2019-07-01 07:54:39+00:00,2019-07-02 23:56:27+00:00,39.814295,119.819405,1,40.03
113,8316601,2019-07-07 15:56:45+00:00,2019-07-08 15:55:09+00:00,29.79661833333333,122.45445500000001,1,23.973333333333333
114,8316601,2019-07-13 23:41:35+00:00,2019-07-14 07:56:29+00:00,39.029545,119.13937666666666,1,8.248333333333333
115,8316601,2019-07-17 15:54:18+00:00,2019-07-26 15:57:40+00:00,30.798131666666666,122.57658833333332,1,216.0561111111111
116,8316601,2019-07-30 07:58:23+00:00,2019-08-03 15:55:05+00:00,39.765155,119.81161999999999,1,103.945
117,8316601,2019-08-05 23:59:29+00:00,2019-08-11 15:59:10+00:00,36.74190166666666,122.57007833333333,1,135.9947222222222
118,8316601,2019-08-21 15:58:01+00:00,2019-08-22 07:59:56+00:00,29.66111833333333,122.34190166666669,1,16.031944444444445
119,8316601,2019-08-27 07:57:33+00:00,2019-08-27 15:57:01+00:00,38.904825,118.32781833333334,1,7.9911111111111115
120,8316601,2019-08-29 23:57:25+00:00,2019-09-16 23:56:20+00:00,38.89492333333333,118.57236499999999,1,431.9819444444444
121,8316601,2019-09-20 15:59:32+00:00,2019-09-23 07:53:25+00:00,30.82468666666667,122.55809166666668,1,63.89805555555556
122,8316601,2019-09-29 07:58:38+00:00,2019-09-29 23:56:31+00:00,39.011233333333344,119.12738833333331,1,15.964722222222223
123,8316601,2019-10-01 23:50:45+00:00,2019-10-05 07:58:49+00:00,36.840555,122.68945666666669,1,80.13444444444444
124,8316601,2019-10-09 07:58:26+00:00,2019-10-11 07:57:01+00:00,38.347393333333336,118.38843666666666,1,47.97638888888889
125,8316601,2019-10-14 23:58:13+00:00,2019-10-16 07:26:32+00:00,29.82276833333333,122.50673166666668,1,31.471944444444443
126,8316601,2019-10-19 23:26:46+00:00,2019-11-05 14:37:44+00:00,39.008134999999996,119.109815,1,399.1827777777778
127,8316601,2019-11-10 07:50:48+00:00,2019-11-14 22:28:21+00:00,29.801445,122.48587833333332,1,110.62583333333333
128,8316601,2019-11-17 15:56:41+00:00,2019-11-18 15:54:00+00:00,39.83712666666667,119.85651499999999,1,23.955277777777777
129,8316601,2019-11-22 15:56:35+00:00,2019-11-27 07:58:15+00:00,29.811081666666666,122.50638333333332,1,112.02777777777777
130,8316601,2019-12-06 23:44:32+00:00,2019-12-08 23:58:48+00:00,38.374525,118.38543166666666,1,48.23777777777778
131,8316601,2019-12-13 07:53:53+00:00,2019-12-19 23:55:09+00:00,29.665205,122.32994333333332,1,160.0211111111111
132,8316601,2019-12-23 23:53:59+00:00,2019-12-24 15:54:29+00:00,39.79701,119.81905166666668,1,16.008333333333333
133,8316601,2019-12-28 15:57:00+00:00,2019-12-29 03:30:00+00:00,29.66384833333333,122.37390333333332,1,11.55
134,8316601,2020-01-04 23:56:12+00:00,2020-01-17 23:19:56+00:00,39.81981833333333,119.838105,1,311.3955555555556
135,8316601,2020-01-21 23:58:29+00:00,2020-01-24 15:18:24+00:00,38.95180333333333,118.12694833333332,1,63.331944444444446
136,8316601,2020-01-28 15:54:58+00:00,2020-02-01 23:48:52+00:00,29.80779666666667,122.50595,1,103.89833333333333
137,8316601,2020-02-07 23:59:17+00:00,2020-02-15 07:57:14+00:00,38.345515,118.41152833333334,1,175.96583333333334
138,8316601,2020-02-19 07:58:20+00:00,2020-02-22 07:45:42+00:00,29.808475,122.52445,1,71.78944444444444
139,8316601,2020-02-25 23:58:33+00:00,2020-02-27 15:58:13+00:00,38.31954833333333,118.40136000000001,1,39.99444444444445
140,8501672,2019-03-26 15:57:07+00:00,2019-03-30 15:57:46+00:00,38.34856166666667,118.17684166666666,1,96.01083333333334
141,8501672,2019-04-08 15:57:34+00:00,2019-04-09 23:58:10+00:00,38.384456666666665,118.187095,1,32.01
142,8501672,2019-04-12 23:55:35+00:00,2019-04-14 07:57:40+00:00,31.290408333333332,122.492925,1,32.03472222222222
143,8501672,2019-04-17 23:58:53+00:00,2019-04-25 15:57:34+00:00,39.179123333333344,119.12896833333332,1,183.97805555555556
144,8501672,2019-04-29 23:59:39+00:00,2019-05-02 23:59:45+00:00,38.41456166666666,118.15944666666668,1,72.00166666666667
145,8501672,2019-05-05 23:39:28+00:00,2019-05-07 15:54:19+00:00,31.24679666666667,122.47216333333333,1,40.2475
146,8501672,2019-05-11 23:57:11+00:00,2019-05-14 07:26:17+00:00,38.34900666666667,118.17402333333334,1,55.485
147,8501672,2019-05-17 06:33:34+00:00,2019-05-20 07:59:09+00:00,31.29315,122.609145,1,73.4263888888889
148,8501672,2019-05-24 23:58:21+00:00,2019-05-27 07:58:04+00:00,38.35187666666667,118.159145,1,55.99527777777778
149,8501672,2019-06-04 15:54:26+00:00,2019-06-09 07:58:12+00:00,38.41244666666667,118.22386333333333,1,112.06277777777778
150,8501672,2019-06-18 15:59:39+00:00,2019-06-23 15:57:09+00:00,38.95592833333333,118.02868333333332,1,119.95833333333333
151,8501672,2019-07-03 15:59:48+00:00,2019-07-04 07:56:56+00:00,39.822645,119.7757,1,15.952222222222222
152,8501672,2019-07-13 15:59:11+00:00,2019-07-14 15:57:42+00:00,38.379713333333335,118.16959666666666,1,23.975277777777777
153,8501672,2019-07-17 23:28:52+00:00,2019-07-22 15:58:01+00:00,31.323415,122.49131333333334,1,112.48583333333333
154,8501672,2019-07-26 15:57:54+00:00,2019-07-31 15:45:16+00:00,38.40667,118.17456999999999,1,119.78944444444444
155,8501672,2019-08-08 07:56:25+00:00,2019-08-10 15:58:03+00:00,21.793854999999997,113.31101000000001,1,56.02722222222222
156,8501672,2019-08-16 15:58:16+00:00,2019-08-20 07:27:12+00:00,38.394265000000004,118.19485666666668,1,87.48222222222222
157,8501672,2019-08-27 07:50:04+00:00,2019-08-29 23:55:17+00:00,21.83901333333333,113.33879833333332,1,64.08694444444444
158,8501672,2019-09-14 07:59:23+00:00,2019-09-21 15:53:02+00:00,21.827976666666668,113.30613000000001,1,175.89416666666668
159,8501672,2019-09-29 23:59:31+00:00,2019-10-02 23:59:16+00:00,38.39507833333333,118.14903500000001,1,71.99583333333334
160,8501672,2019-10-10 15:59:57+00:00,2019-10-15 07:54:53+00:00,21.83061833333333,113.28993166666666,1,111.91555555555556
161,8501672,2019-10-31 23:58:05+00:00,2019-11-03 15:54:01+00:00,21.84318333333333,113.3117,1,63.93222222222222
162,8501672,2019-11-11 15:58:30+00:00,2019-11-12 15:57:13+00:00,38.96452,118.03272833333334,1,23.97861111111111
163,8501672,2019-11-19 15:59:09+00:00,2019-11-23 15:56:56+00:00,21.84699333333333,113.33157333333334,1,95.96305555555556
164,8501672,2019-12-01 15:59:29+00:00,2019-12-03 15:58:02+00:00,38.96868333333333,118.046225,1,47.975833333333334
165,8501672,2019-12-11 07:57:43+00:00,2019-12-15 23:58:35+00:00,21.841205,113.32181333333334,1,112.01444444444445
166,8501672,2019-12-17 23:37:15+00:00,2019-12-19 15:57:37+00:00,21.82444666666667,113.26843166666669,1,40.339444444444446
167,8504882,2019-04-28 23:59:35+00:00,2019-04-29 15:59:19+00:00,46.716525,-91.939695,1,15.995555555555555
168,8504882,2019-05-24 23:58:50+00:00,2019-05-26 07:58:47+00:00,50.00901666666667,-66.77980833333334,1,31.999166666666667
